,Weight class,Method,Round,Time,location,date,fighturl,eventurl,winner,loser
2112,Heavyweight,SUB  Guillotine Choke,3,2:13,"Mexico City, Distrito Federal, Mexico",2015-06-13,http://ufcstats.com/fight-details/93f1b09aa792405e,http://ufcstats.com/event-details/a58114c6dd0add64,Fabricio Werdum,Cain Velasquez
2113,Lightweight,S-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico",2015-06-13,http://ufcstats.com/fight-details/fd776d7b554a85d0,http://ufcstats.com/event-details/a58114c6dd0add64,Eddie Alvarez,Gilbert Melendez
2114,Middleweight,KO/TKO,2,5:00,"Mexico City, Distrito Federal, Mexico",2015-06-13,http://ufcstats.com/fight-details/dc93921bd9342341,http://ufcstats.com/event-details/a58114c6dd0add64,Kelvin Gastelum,Nate Marquardt
2115,Featherweight,S-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico",2015-06-13,http://ufcstats.com/fight-details/243e5e9b6678f303,http://ufcstats.com/event-details/a58114c6dd0add64,Yair Rodriguez,Charles Rosa
2116,Women's Strawweight,U-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico",2015-06-13,http://ufcstats.com/fight-details/3b6dfd089301d16e,http://ufcstats.com/event-details/a58114c6dd0add64,Tecia Torres,Angela Hill
2117,Flyweight,U-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico",2015-06-13,http://ufcstats.com/fight-details/28c33e9353dac666,http://ufcstats.com/event-details/a58114c6dd0add64,Henry Cejudo,Chico Camus
2118,Lightweight,SUB  Guillotine Choke,1,0:54,"Mexico City, Distrito Federal, Mexico",2015-06-13,http://ufcstats.com/fight-details/47e8726b301f3f32,http://ufcstats.com/event-details/a58114c6dd0add64,Efrain Escudero,Drew Dober
2119,Bantamweight,SUB  Guillotine Choke,1,0:23,"Mexico City, Distrito Federal, Mexico",2015-06-13,http://ufcstats.com/fight-details/c7bc785e99d3ee2a,http://ufcstats.com/event-details/a58114c6dd0add64,Patrick Williams,Alejandro Perez
2120,Lightweight,U-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico",2015-06-13,http://ufcstats.com/fight-details/b2b6cf87cde17136,http://ufcstats.com/event-details/a58114c6dd0add64,Johnny Case,Francisco Trevino
2121,Welterweight,U-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico",2015-06-13,http://ufcstats.com/fight-details/ac2887a0855a3266,http://ufcstats.com/event-details/a58114c6dd0add64,Cathal Pendred,Augusto Montano
2122,Featherweight,U-DEC,3,5:00,"Mexico City, Distrito Federal, Mexico",2015-06-13,http://ufcstats.com/fight-details/0452dd001f4adb6e,http://ufcstats.com/event-details/a58114c6dd0add64,Gabriel Benitez,Clay Collard
2123,Middleweight,KO/TKO  Punch,1,0:28,"New Orleans, Louisiana, USA",2015-06-06,http://ufcstats.com/fight-details/97febb293c99e5a8,http://ufcstats.com/event-details/06dc1a58663579d2,Dan Henderson,Tim Boetsch
2124,Heavyweight,SUB  Guillotine Choke,1,1:54,"New Orleans, Louisiana, USA",2015-06-06,http://ufcstats.com/fight-details/09f67db0cfaee022,http://ufcstats.com/event-details/06dc1a58663579d2,Ben Rothwell,Matt Mitrione
2125,Lightweight,KO/TKO  Punches,1,2:38,"New Orleans, Louisiana, USA",2015-06-06,http://ufcstats.com/fight-details/f930743af6564795,http://ufcstats.com/event-details/06dc1a58663579d2,Dustin Poirier,Yancy Medeiros
2126,Featherweight,KO/TKO  Punch,3,4:10,"New Orleans, Louisiana, USA",2015-06-06,http://ufcstats.com/fight-details/29c7cb102ddd7ec4,http://ufcstats.com/event-details/06dc1a58663579d2,Brian Ortega,Thiago Tavares
2127,Bantamweight,KO/TKO  Punch,1,1:37,"New Orleans, Louisiana, USA",2015-06-06,http://ufcstats.com/fight-details/cad44cd2466fb68f,http://ufcstats.com/event-details/06dc1a58663579d2,Anthony Birchak,Joe Soto
2128,Bantamweight,KO/TKO  Punch,1,0:21,"New Orleans, Louisiana, USA",2015-06-06,http://ufcstats.com/fight-details/c611e81778c0b1fc,http://ufcstats.com/event-details/06dc1a58663579d2,Francisco Rivera,Alex Caceres
2129,Heavyweight,KO/TKO  Kick,2,0:48,"New Orleans, Louisiana, USA",2015-06-06,http://ufcstats.com/fight-details/5b0fcecc55bebd5c,http://ufcstats.com/event-details/06dc1a58663579d2,Shawn Jordan,Derrick Lewis
2130,Welterweight,KO/TKO,1,5:00,"New Orleans, Louisiana, USA",2015-06-06,http://ufcstats.com/fight-details/245009a9e1a0f60b,http://ufcstats.com/event-details/06dc1a58663579d2,Omari Akhmedov,Brian Ebersole
2131,Lightweight,U-DEC,3,5:00,"New Orleans, Louisiana, USA",2015-06-06,http://ufcstats.com/fight-details/a7c04dc830923313,http://ufcstats.com/event-details/06dc1a58663579d2,Chris Wade,Christos Giagos
2132,Lightweight,SUB  Guillotine Choke,3,4:58,"New Orleans, Louisiana, USA",2015-06-06,http://ufcstats.com/fight-details/3caa22209cb559b7,http://ufcstats.com/event-details/06dc1a58663579d2,Joe Proctor,Justin Edwards
2133,Middleweight,S-DEC,3,5:00,"New Orleans, Louisiana, USA",2015-06-06,http://ufcstats.com/fight-details/c39da8538d9c0321,http://ufcstats.com/event-details/06dc1a58663579d2,Jake Collier,Ricardo Abreu
2134,Bantamweight,SUB  Rear Naked Choke,1,2:34,"New Orleans, Louisiana, USA",2015-06-06,http://ufcstats.com/fight-details/5a36c9362552e0dc,http://ufcstats.com/event-details/06dc1a58663579d2,Jose Quinonez,Leonardo Morales
2135,Welterweight,KO/TKO,2,5:00,"Goiania, Goias, Brazil",2015-05-30,http://ufcstats.com/fight-details/8801fbb87bdedbe3,http://ufcstats.com/event-details/aae0897825336b1a,Carlos Condit,Thiago Alves
2136,Featherweight,SUB  Guillotine Choke,3,1:10,"Goiania, Goias, Brazil",2015-05-30,http://ufcstats.com/fight-details/ff64fc34065565d0,http://ufcstats.com/event-details/aae0897825336b1a,Charles Oliveira,Nik Lentz
2137,Welterweight,SUB  Rear Naked Choke,1,2:51,"Goiania, Goias, Brazil",2015-05-30,http://ufcstats.com/fight-details/bf658320ccd69021,http://ufcstats.com/event-details/aae0897825336b1a,Alex Oliveira,KJ Noons
2138,Light Heavyweight,U-DEC,3,5:00,"Goiania, Goias, Brazil",2015-05-30,http://ufcstats.com/fight-details/6a9ea8e420a52a21,http://ufcstats.com/event-details/aae0897825336b1a,Francimar Barroso,Ryan Jimmo
2139,Lightweight,U-DEC,3,5:00,"Goiania, Goias, Brazil",2015-05-30,http://ufcstats.com/fight-details/d4a309663a4da799,http://ufcstats.com/event-details/aae0897825336b1a,Francisco Trinaldo,Norman Parke
2140,Welterweight,KO/TKO  Elbows,2,1:37,"Goiania, Goias, Brazil",2015-05-30,http://ufcstats.com/fight-details/61d6b591430b6e25,http://ufcstats.com/event-details/aae0897825336b1a,Darren Till,Wendell Oliveira
2141,Flyweight,U-DEC,3,5:00,"Goiania, Goias, Brazil",2015-05-30,http://ufcstats.com/fight-details/d6c02b4bb64ff795,http://ufcstats.com/event-details/aae0897825336b1a,Jussier Formiga,Wilson Reis
2142,Welterweight,S-DEC,3,5:00,"Goiania, Goias, Brazil",2015-05-30,http://ufcstats.com/fight-details/7af604e5aa43bb3b,http://ufcstats.com/event-details/aae0897825336b1a,Nicolas Dalby,Elizeu Zaleski dos Santos
2143,Featherweight,KO/TKO  Punches,2,0:30,"Goiania, Goias, Brazil",2015-05-30,http://ufcstats.com/fight-details/e54fe354981fe3e7,http://ufcstats.com/event-details/aae0897825336b1a,Mirsad Bektic,Lucas Martins
2144,Women's Strawweight,U-DEC,3,5:00,"Goiania, Goias, Brazil",2015-05-30,http://ufcstats.com/fight-details/109674a1ee00f55d,http://ufcstats.com/event-details/aae0897825336b1a,Juliana Lima,Ericka Almeida
2145,Welterweight,KO/TKO  Punches,1,4:58,"Goiania, Goias, Brazil",2015-05-30,http://ufcstats.com/fight-details/0c5640433ba44a1b,http://ufcstats.com/event-details/aae0897825336b1a,Tom Breese,Luiz Dutra
2146,Light Heavyweight,SUB  Rear Naked Choke,3,2:39,"Las Vegas, Nevada, USA",2015-05-23,http://ufcstats.com/fight-details/530fb0d1a26fc57a,http://ufcstats.com/event-details/4f7e290e71d60f87,Daniel Cormier,Anthony Johnson
2147,Middleweight,KO/TKO  Punches,1,2:53,"Las Vegas, Nevada, USA",2015-05-23,http://ufcstats.com/fight-details/318460613b6018e9,http://ufcstats.com/event-details/4f7e290e71d60f87,Chris Weidman,Vitor Belfort
2148,Lightweight,KO/TKO  Kick,2,4:44,"Las Vegas, Nevada, USA",2015-05-23,http://ufcstats.com/fight-details/bee780601ad13583,http://ufcstats.com/event-details/4f7e290e71d60f87,Donald Cerrone,John Makdessi
2149,Heavyweight,KO/TKO  Punches,1,4:41,"Las Vegas, Nevada, USA",2015-05-23,http://ufcstats.com/fight-details/652a73f4bf7f1932,http://ufcstats.com/event-details/4f7e290e71d60f87,Andrei Arlovski,Travis Browne
2150,Flyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2015-05-23,http://ufcstats.com/fight-details/3a25be6438e3f94a,http://ufcstats.com/event-details/4f7e290e71d60f87,Joseph Benavidez,John Moraga
2151,Flyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2015-05-23,http://ufcstats.com/fight-details/6257627ba49e42ab,http://ufcstats.com/event-details/4f7e290e71d60f87,John Dodson,Zach Makovsky
2152,Welterweight,SUB  Arm Triangle,3,2:13,"Las Vegas, Nevada, USA",2015-05-23,http://ufcstats.com/fight-details/c2f0a53cd67e1736,http://ufcstats.com/event-details/4f7e290e71d60f87,Dong Hyun Kim,Joshua Burkman
2153,Middleweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA",2015-05-23,http://ufcstats.com/fight-details/b34c608bdfa655e8,http://ufcstats.com/event-details/4f7e290e71d60f87,Rafael Natal,Uriah Hall
2154,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2015-05-23,http://ufcstats.com/fight-details/0c36a08b1bf60f45,http://ufcstats.com/event-details/4f7e290e71d60f87,Colby Covington,Mike Pyle
2155,Lightweight,SUB  Rear Naked Choke,2,2:38,"Las Vegas, Nevada, USA",2015-05-23,http://ufcstats.com/fight-details/3c3da227fbe36a28,http://ufcstats.com/event-details/4f7e290e71d60f87,Islam Makhachev,Leo Kuntz
2156,Flyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2015-05-23,http://ufcstats.com/fight-details/419d8143afbcd61c,http://ufcstats.com/event-details/4f7e290e71d60f87,Justin Scoggins,Joshua Sampo
2157,Featherweight,U-DEC,5,5:00,"Manila, Philippines",2015-05-16,http://ufcstats.com/fight-details/7d60cb78ea70fae0,http://ufcstats.com/event-details/b1605ea39fba6af6,Frankie Edgar,Urijah Faber
2158,Middleweight,U-DEC,3,5:00,"Manila, Philippines",2015-05-16,http://ufcstats.com/fight-details/1caec47dc08613a7,http://ufcstats.com/event-details/b1605ea39fba6af6,Gegard Mousasi,Costas Philippou
2159,Middleweight,U-DEC,3,5:00,"Manila, Philippines",2015-05-16,http://ufcstats.com/fight-details/3b463d688d598a72,http://ufcstats.com/event-details/b1605ea39fba6af6,Mark Munoz,Luke Barnatt
2160,Welterweight,KO/TKO  Punches,2,1:24,"Manila, Philippines",2015-05-16,http://ufcstats.com/fight-details/14a40f30e0cb22c9,http://ufcstats.com/event-details/b1605ea39fba6af6,Neil Magny,Hyun Gyu Lim
2161,Featherweight,S-DEC,3,5:00,"Manila, Philippines",2015-05-16,http://ufcstats.com/fight-details/093ca77f7f7219f6,http://ufcstats.com/event-details/b1605ea39fba6af6,Phillipe Nover,Yui Chul Nam
2162,Featherweight,S-DEC,3,5:00,"Manila, Philippines",2015-05-16,http://ufcstats.com/fight-details/4702ef17c48bf1d1,http://ufcstats.com/event-details/b1605ea39fba6af6,Levan Makashvili,Mark Eddiva
2163,Lightweight,SUB  Rear Naked Choke,1,3:56,"Manila, Philippines",2015-05-16,http://ufcstats.com/fight-details/1e176413438fabd5,http://ufcstats.com/event-details/b1605ea39fba6af6,Jon Tuck,Tae Hyun Bang
2164,Lightweight,U-DEC,3,5:00,"Manila, Philippines",2015-05-16,http://ufcstats.com/fight-details/97c302628f231da3,http://ufcstats.com/event-details/b1605ea39fba6af6,Kajan Johnson,Zhang Lipeng
2165,Welterweight,KO/TKO  Punches,1,1:25,"Manila, Philippines",2015-05-16,http://ufcstats.com/fight-details/00684df5ed23e6ca,http://ufcstats.com/event-details/b1605ea39fba6af6,Jingliang Li,Dhiego Lima
2166,Bantamweight,KO/TKO  Punch,2,4:59,"Manila, Philippines",2015-05-16,http://ufcstats.com/fight-details/80551dceed42e7ab,http://ufcstats.com/event-details/b1605ea39fba6af6,Ning Guangyou,Royston Wee
2167,Flyweight,SUB  Rear Naked Choke,2,3:13,"Manila, Philippines",2015-05-16,http://ufcstats.com/fight-details/49749ee78bc54a48,http://ufcstats.com/event-details/b1605ea39fba6af6,Jon Delos Reyes,Roldan Sangcha-an
2168,Flyweight,S-DEC,3,5:00,"Manila, Philippines",2015-05-16,http://ufcstats.com/fight-details/c13b2493018fc98b,http://ufcstats.com/event-details/b1605ea39fba6af6,Yao Zhikui,Nolan Ticman
2169,Heavyweight,KO/TKO  Punches,5,2:47,"Adelaide, South Australia, Australia",2015-05-09,http://ufcstats.com/fight-details/57b986d06bde71c2,http://ufcstats.com/event-details/8a1b4330c7957961,Stipe Miocic,Mark Hunt
2170,Middleweight,KO/TKO  Punch,1,0:44,"Adelaide, South Australia, Australia",2015-05-09,http://ufcstats.com/fight-details/7ec24848cac6c5a1,http://ufcstats.com/event-details/8a1b4330c7957961,Robert Whittaker,Brad Tavares
2171,Light Heavyweight,KO/TKO  Punches,1,0:56,"Adelaide, South Australia, Australia",2015-05-09,http://ufcstats.com/fight-details/0fa31c9f7495810b,http://ufcstats.com/event-details/8a1b4330c7957961,Sean O'Connell,Anthony Perosh
2172,Lightweight,SUB  Guillotine Choke,1,4:53,"Adelaide, South Australia, Australia",2015-05-09,http://ufcstats.com/fight-details/418b6f692abe9e35,http://ufcstats.com/event-details/8a1b4330c7957961,James Vick,Jake Matthews
2173,Featherweight,KO/TKO  Kick,2,4:13,"Adelaide, South Australia, Australia",2015-05-09,http://ufcstats.com/fight-details/4f722e80eadb6d2f,http://ufcstats.com/event-details/8a1b4330c7957961,Dan Hooker,Hatsu Hioki
2174,Welterweight,S-DEC,3,5:00,"Adelaide, South Australia, Australia",2015-05-09,http://ufcstats.com/fight-details/43baf5b905686ebf,http://ufcstats.com/event-details/8a1b4330c7957961,Kyle Noke,Jonavin Webb
2175,Middleweight,KO/TKO  Punch,1,0:49,"Adelaide, South Australia, Australia",2015-05-09,http://ufcstats.com/fight-details/f208b79b0d78045b,http://ufcstats.com/event-details/8a1b4330c7957961,Sam Alvey,Daniel Kelly
2176,Women's Strawweight,SUB  Rear Naked Choke,1,4:09,"Adelaide, South Australia, Australia",2015-05-09,http://ufcstats.com/fight-details/e4549c57faca7a64,http://ufcstats.com/event-details/8a1b4330c7957961,Bec Rawlings,Lisa Ellis
2177,Middleweight,SUB  Guillotine Choke,2,4:54,"Adelaide, South Australia, Australia",2015-05-09,http://ufcstats.com/fight-details/8a39075a9ffaa971,http://ufcstats.com/event-details/8a1b4330c7957961,Bradley Scott,Dylan Andrews
2178,Women's Strawweight,SUB  Armbar,3,3:15,"Adelaide, South Australia, Australia",2015-05-09,http://ufcstats.com/fight-details/d1c4c06780cbd36e,http://ufcstats.com/event-details/8a1b4330c7957961,Alex Chambers,Kailin Curran
2179,Welterweight,U-DEC,3,5:00,"Adelaide, South Australia, Australia",2015-05-09,http://ufcstats.com/fight-details/979269d4ab5784af,http://ufcstats.com/event-details/8a1b4330c7957961,Brendan O'Reilly,Vik Grujic
2180,Flyweight,KO/TKO  Punch,1,4:59,"Adelaide, South Australia, Australia",2015-05-09,http://ufcstats.com/fight-details/398f4857f9692204,http://ufcstats.com/event-details/8a1b4330c7957961,Ben Nguyen,Alptekin Ozkilic
2181,Flyweight,SUB  Armbar,5,4:59,"Montreal, Quebec, Canada",2015-04-25,http://ufcstats.com/fight-details/6c2097664ac1bf16,http://ufcstats.com/event-details/997b4f52f76a0b53,Demetrious Johnson,Kyoji Horiguchi
2182,Catch Weight,U-DEC,3,5:00,"Montreal, Quebec, Canada",2015-04-25,http://ufcstats.com/fight-details/4669c07f3cc9e35f,http://ufcstats.com/event-details/997b4f52f76a0b53,Rampage Jackson,Fabio Maldonado
2183,Middleweight,U-DEC,3,5:00,"Montreal, Quebec, Canada",2015-04-25,http://ufcstats.com/fight-details/ccbbf1ccd4513551,http://ufcstats.com/event-details/997b4f52f76a0b53,Michael Bisping,CB Dollaway
2184,Catch Weight,KO/TKO  Punch,1,4:53,"Montreal, Quebec, Canada",2015-04-25,http://ufcstats.com/fight-details/0c74e600ded0de97,http://ufcstats.com/event-details/997b4f52f76a0b53,John Makdessi,Shane Campbell
2185,Bantamweight,KO/TKO  Punches,1,4:18,"Montreal, Quebec, Canada",2015-04-25,http://ufcstats.com/fight-details/78f1457371e2ef6b,http://ufcstats.com/event-details/997b4f52f76a0b53,Thomas Almeida,Yves Jabouin
2186,Welterweight,U-DEC,3,5:00,"Montreal, Quebec, Canada",2015-04-25,http://ufcstats.com/fight-details/591699203b264f6c,http://ufcstats.com/event-details/997b4f52f76a0b53,Patrick Cote,Joe Riggs
2187,Women's Bantamweight,SUB  Armbar,2,3:07,"Montreal, Quebec, Canada",2015-04-25,http://ufcstats.com/fight-details/6b532f492e98d22f,http://ufcstats.com/event-details/997b4f52f76a0b53,Alexis Davis,Sarah Kaufman
2188,Lightweight,U-DEC,3,5:00,"Montreal, Quebec, Canada",2015-04-25,http://ufcstats.com/fight-details/48f23cc8cc5ad9a9,http://ufcstats.com/event-details/997b4f52f76a0b53,Chad Laprise,Bryan Barberena
2189,Lightweight,SUB  Rear Naked Choke,3,1:35,"Montreal, Quebec, Canada",2015-04-25,http://ufcstats.com/fight-details/0590fb4acc06fa93,http://ufcstats.com/event-details/997b4f52f76a0b53,Olivier Aubin-Mercier,David Michaud
2190,Welterweight,U-DEC,3,5:00,"Montreal, Quebec, Canada",2015-04-25,http://ufcstats.com/fight-details/059dcd0b3b8e0a3f,http://ufcstats.com/event-details/997b4f52f76a0b53,Nordine Taleb,Chris Clements
2191,Women's Strawweight,U-DEC,3,5:00,"Montreal, Quebec, Canada",2015-04-25,http://ufcstats.com/fight-details/71e123d40fff9edb,http://ufcstats.com/event-details/997b4f52f76a0b53,Valerie Letourneau,Jessica Rakoczy
2192,Women's Strawweight,U-DEC,3,5:00,"Montreal, Quebec, Canada",2015-04-25,http://ufcstats.com/fight-details/ab475a3a4487d6d3,http://ufcstats.com/event-details/997b4f52f76a0b53,Randa Markos,Aisling Daly
2193,Middleweight,SUB  Rear Naked Choke,2,2:31,"Newark, New Jersey, USA",2015-04-18,http://ufcstats.com/fight-details/5965800d88e0677c,http://ufcstats.com/event-details/bc7cf284c1c2f16e,Luke Rockhold,Lyoto Machida
2194,Middleweight,SUB  Armbar,1,2:33,"Newark, New Jersey, USA",2015-04-18,http://ufcstats.com/fight-details/f4717203e762d780,http://ufcstats.com/event-details/bc7cf284c1c2f16e,Jacare Souza,Chris Camozzi
2195,Featherweight,SUB  Guillotine Choke,3,3:58,"Newark, New Jersey, USA",2015-04-18,http://ufcstats.com/fight-details/f22d193f3ab42bc5,http://ufcstats.com/event-details/bc7cf284c1c2f16e,Max Holloway,Cub Swanson
2196,Women's Strawweight,U-DEC,3,5:00,"Newark, New Jersey, USA",2015-04-18,http://ufcstats.com/fight-details/e2b4130c7b1ff8bc,http://ufcstats.com/event-details/bc7cf284c1c2f16e,Paige VanZant,Felice Herrig
2197,Lightweight,U-DEC,3,5:00,"Newark, New Jersey, USA",2015-04-18,http://ufcstats.com/fight-details/2bcb878e9d02b8f7,http://ufcstats.com/event-details/bc7cf284c1c2f16e,Beneil Dariush,Jim Miller
2198,Light Heavyweight,KO/TKO  Punch,1,4:54,"Newark, New Jersey, USA",2015-04-18,http://ufcstats.com/fight-details/c19f394f3c237789,http://ufcstats.com/event-details/bc7cf284c1c2f16e,Ovince Saint Preux,Patrick Cummins
2199,Light Heavyweight,KO/TKO  Punch,3,4:18,"Newark, New Jersey, USA",2015-04-18,http://ufcstats.com/fight-details/6b92396d42918366,http://ufcstats.com/event-details/bc7cf284c1c2f16e,Gian Villante,Corey Anderson
2200,Bantamweight,SUB  Arm Triangle,3,2:11,"Newark, New Jersey, USA",2015-04-18,http://ufcstats.com/fight-details/2230a5dbc0907859,http://ufcstats.com/event-details/bc7cf284c1c2f16e,Aljamain Sterling,Takeya Mizugaki
2201,Welterweight,SUB  Arm Triangle,3,3:41,"Newark, New Jersey, USA",2015-04-18,http://ufcstats.com/fight-details/bd246b9789f88e1c,http://ufcstats.com/event-details/bc7cf284c1c2f16e,Tim Means,George Sullivan
2202,Featherweight,KO/TKO,1,5:00,"Newark, New Jersey, USA",2015-04-18,http://ufcstats.com/fight-details/4785bf265d05d85f,http://ufcstats.com/event-details/bc7cf284c1c2f16e,Diego Brandao,Jimy Hettes
2203,Middleweight,S-DEC,3,5:00,"Newark, New Jersey, USA",2015-04-18,http://ufcstats.com/fight-details/642a8cc1195c5198,http://ufcstats.com/event-details/bc7cf284c1c2f16e,Chris Dempsey,Eddie Gordon
2204,Heavyweight,KO/TKO  Elbows,3,3:30,"Krakow, Poland",2015-04-11,http://ufcstats.com/fight-details/6a7892754af30685,http://ufcstats.com/event-details/5de61b03868035ff,Mirko Cro Cop,Gabriel Gonzaga
2205,Light Heavyweight,U-DEC,3,5:00,"Krakow, Poland",2015-04-11,http://ufcstats.com/fight-details/b2bb725b17ab51b8,http://ufcstats.com/event-details/5de61b03868035ff,Jimi Manuwa,Jan Blachowicz
2206,Welterweight,U-DEC,3,5:00,"Krakow, Poland",2015-04-11,http://ufcstats.com/fight-details/63c08ecea35e8bee,http://ufcstats.com/event-details/5de61b03868035ff,Pawel Pawlak,Sheldon Westcott
2207,Women's Strawweight,SUB  Armbar,1,1:30,"Krakow, Poland",2015-04-11,http://ufcstats.com/fight-details/fe9a58e79d54695b,http://ufcstats.com/event-details/5de61b03868035ff,Maryna Moroz,Joanne Calderwood
2208,Welterweight,KO/TKO  Punch,1,0:08,"Krakow, Poland",2015-04-11,http://ufcstats.com/fight-details/ec0a1c09d1b113b8,http://ufcstats.com/event-details/5de61b03868035ff,Leon Edwards,Seth Baczynski
2209,Middleweight,U-DEC,3,5:00,"Krakow, Poland",2015-04-11,http://ufcstats.com/fight-details/badc8c379cc2e6ff,http://ufcstats.com/event-details/5de61b03868035ff,Bartosz Fabinski,Garreth McLellan
2210,Welterweight,U-DEC,3,5:00,"Krakow, Poland",2015-04-11,http://ufcstats.com/fight-details/79e293137ef6421d,http://ufcstats.com/event-details/5de61b03868035ff,Sergio Moraes,Mickael Lebout
2211,Featherweight,U-DEC,3,5:00,"Krakow, Poland",2015-04-11,http://ufcstats.com/fight-details/439905344ee8035e,http://ufcstats.com/event-details/5de61b03868035ff,Yaotzin Meza,Damian Stasiak
2212,Heavyweight,U-DEC,3,5:00,"Krakow, Poland",2015-04-11,http://ufcstats.com/fight-details/a39d0adbeffe49de,http://ufcstats.com/event-details/5de61b03868035ff,Anthony Hamilton,Daniel Omielanczuk
2213,Women's Strawweight,SUB  Guillotine Choke,2,3:34,"Krakow, Poland",2015-04-11,http://ufcstats.com/fight-details/6e652cbaaa406598,http://ufcstats.com/event-details/5de61b03868035ff,Alexandra Albu,Izabela Badurek
2214,Lightweight,KO/TKO  Punches,2,1:35,"Krakow, Poland",2015-04-11,http://ufcstats.com/fight-details/e8d336f4465e6640,http://ufcstats.com/event-details/5de61b03868035ff,Stevie Ray,Marcin Bandel
2215,Featherweight,U-DEC,3,5:00,"Krakow, Poland",2015-04-11,http://ufcstats.com/fight-details/8502afcf211973a9,http://ufcstats.com/event-details/5de61b03868035ff,Taylor Lapilus,Rocky Lee
2216,Featherweight,KO/TKO  Punches,1,2:45,"Fairfax, Virginia, USA",2015-04-04,http://ufcstats.com/fight-details/bbebfc54abbb1d8b,http://ufcstats.com/event-details/16d09e800ad7ec79,Chad Mendes,Ricardo Lamas
2217,Lightweight,S-DEC,3,5:00,"Fairfax, Virginia, USA",2015-04-04,http://ufcstats.com/fight-details/634dbcef5111f939,http://ufcstats.com/event-details/16d09e800ad7ec79,Al Iaquinta,Jorge Masvidal
2218,Lightweight,U-DEC,3,5:00,"Fairfax, Virginia, USA",2015-04-04,http://ufcstats.com/fight-details/9eb92b670eebdcd4,http://ufcstats.com/event-details/16d09e800ad7ec79,Michael Chiesa,Mitch Clarke
2219,Women's Bantamweight,KO/TKO  Elbows,1,3:59,"Fairfax, Virginia, USA",2015-04-04,http://ufcstats.com/fight-details/cc7afab68363e076,http://ufcstats.com/event-details/16d09e800ad7ec79,Julianna Pena,Milana Dudieva
2220,Featherweight,U-DEC,3,5:00,"Fairfax, Virginia, USA",2015-04-04,http://ufcstats.com/fight-details/0c25bb24dbb63655,http://ufcstats.com/event-details/16d09e800ad7ec79,Clay Guida,Robert Peralta
2221,Lightweight,KO/TKO  Punch,1,3:45,"Fairfax, Virginia, USA",2015-04-04,http://ufcstats.com/fight-details/12c600dc64edb403,http://ufcstats.com/event-details/16d09e800ad7ec79,Dustin Poirier,Diego Ferreira
2222,Women's Bantamweight,U-DEC,3,5:00,"Fairfax, Virginia, USA",2015-04-04,http://ufcstats.com/fight-details/8cf571afc2618df4,http://ufcstats.com/event-details/16d09e800ad7ec79,Liz Carmouche,Lauren Murphy
2223,Lightweight,U-DEC,3,5:00,"Fairfax, Virginia, USA",2015-04-04,http://ufcstats.com/fight-details/85dcf9425d3c4e56,http://ufcstats.com/event-details/16d09e800ad7ec79,Alexander Yakovlev,Gray Maynard
2224,Heavyweight,KO/TKO  Punches,1,4:57,"Fairfax, Virginia, USA",2015-04-04,http://ufcstats.com/fight-details/f9373ab59b7a853b,http://ufcstats.com/event-details/16d09e800ad7ec79,Tim Johnson,Shamil Abdurakhimov
2225,Middleweight,U-DEC,3,5:00,"Fairfax, Virginia, USA",2015-04-04,http://ufcstats.com/fight-details/3845a6838fe00265,http://ufcstats.com/event-details/16d09e800ad7ec79,Ron Stallings,Justin Jones
2226,Welterweight,U-DEC,5,5:00,"Rio de Janeiro, Brazil",2015-03-21,http://ufcstats.com/fight-details/bc096e8ae14582ec,http://ufcstats.com/event-details/fa534853eb195270,Demian Maia,Ryan LaFlare
2227,Welterweight,SUB  Guillotine Choke,1,4:21,"Rio de Janeiro, Brazil",2015-03-21,http://ufcstats.com/fight-details/1641d396e409a350,http://ufcstats.com/event-details/fa534853eb195270,Erick Silva,Josh Koscheck
2228,Lightweight,SUB  Rear Naked Choke,2,2:29,"Rio de Janeiro, Brazil",2015-03-21,http://ufcstats.com/fight-details/0eac602503b48b1a,http://ufcstats.com/event-details/fa534853eb195270,Leonardo Santos,Anthony Rocco Martin
2229,Women's Bantamweight,KO/TKO  Kick,1,1:56,"Rio de Janeiro, Brazil",2015-03-21,http://ufcstats.com/fight-details/fe5427398fd9d9dc,http://ufcstats.com/event-details/fa534853eb195270,Amanda Nunes,Shayna Baszler
2230,Lightweight,SUB  Armbar,3,4:14,"Rio de Janeiro, Brazil",2015-03-21,http://ufcstats.com/fight-details/55c6d02e838dc60f,http://ufcstats.com/event-details/fa534853eb195270,Gilbert Burns,Alex Oliveira
2231,Featherweight,SUB  Triangle Choke,1,3:14,"Rio de Janeiro, Brazil",2015-03-21,http://ufcstats.com/fight-details/9150344ed35f355d,http://ufcstats.com/event-details/fa534853eb195270,Godofredo Pepey,Andre Fili
