,Weight class,Method,Round,Time,location,date,fighturl,eventurl,winner,loser
2232,Lightweight,U-DEC,3,5:00,"Rio de Janeiro, Brazil",2015-03-21,http://ufcstats.com/fight-details/22a243c5fba0fb46,http://ufcstats.com/event-details/fa534853eb195270,Francisco Trinaldo,Akbarh Arreola
2233,Featherweight,KO/TKO  Punch,1,1:31,"Rio de Janeiro, Brazil",2015-03-21,http://ufcstats.com/fight-details/7259a1046143e632,http://ufcstats.com/event-details/fa534853eb195270,Kevin Souza,Katsunori Kikuno
2234,Lightweight,U-DEC,3,5:00,"Rio de Janeiro, Brazil",2015-03-21,http://ufcstats.com/fight-details/632f6960544caa3c,http://ufcstats.com/event-details/fa534853eb195270,Leonardo Mafra,Cain Carrizosa
2235,Lightweight,SUB  Rear Naked Choke,1,3:12,"Rio de Janeiro, Brazil",2015-03-21,http://ufcstats.com/fight-details/0c299ce3719d9ea2,http://ufcstats.com/event-details/fa534853eb195270,Christos Giagos,Jorge de Oliveira
2236,Flyweight,KO/TKO  Punch,3,1:34,"Rio de Janeiro, Brazil",2015-03-21,http://ufcstats.com/fight-details/c3ba8f1a4ddc0dc3,http://ufcstats.com/event-details/fa534853eb195270,Fredy Serrano,Bentley Syler
2237,Lightweight,U-DEC,5,5:00,"Dallas, Texas, USA",2015-03-14,http://ufcstats.com/fight-details/39e6cba2480c6d82,http://ufcstats.com/event-details/f54200f1dfb9b5d4,Rafael Dos Anjos,Anthony Pettis
2238,Women's Strawweight,KO/TKO  Punches,2,4:17,"Dallas, Texas, USA",2015-03-14,http://ufcstats.com/fight-details/bd52e19f2fbefdde,http://ufcstats.com/event-details/f54200f1dfb9b5d4,Joanna Jedrzejczyk,Carla Esparza
2239,Welterweight,U-DEC,3,5:00,"Dallas, Texas, USA",2015-03-14,http://ufcstats.com/fight-details/66aa57912b5c5170,http://ufcstats.com/event-details/f54200f1dfb9b5d4,Johny Hendricks,Matt Brown
2240,Heavyweight,U-DEC,3,5:00,"Dallas, Texas, USA",2015-03-14,http://ufcstats.com/fight-details/7685da6f627bd98f,http://ufcstats.com/event-details/f54200f1dfb9b5d4,Alistair Overeem,Roy Nelson
2241,Flyweight,U-DEC,3,5:00,"Dallas, Texas, USA",2015-03-14,http://ufcstats.com/fight-details/6b07c3a9a95493cf,http://ufcstats.com/event-details/f54200f1dfb9b5d4,Henry Cejudo,Chris Cariaso
2242,Lightweight,KO/TKO  Punch,2,1:33,"Dallas, Texas, USA",2015-03-14,http://ufcstats.com/fight-details/0337fa731f5b02c1,http://ufcstats.com/event-details/f54200f1dfb9b5d4,Ross Pearson,Sam Stout
2243,Middleweight,KO/TKO  Punches,2,4:07,"Dallas, Texas, USA",2015-03-14,http://ufcstats.com/fight-details/27e421b97bf57d3d,http://ufcstats.com/event-details/f54200f1dfb9b5d4,Elias Theodorou,Roger Narvaez
2244,Lightweight,SUB  Rear Naked Choke,2,2:38,"Dallas, Texas, USA",2015-03-14,http://ufcstats.com/fight-details/d61a7b593218234b,http://ufcstats.com/event-details/f54200f1dfb9b5d4,Beneil Dariush,Daron Cruickshank
2245,Heavyweight,KO/TKO  Punches,3,3:12,"Dallas, Texas, USA",2015-03-14,http://ufcstats.com/fight-details/0027e179b743c86c,http://ufcstats.com/event-details/f54200f1dfb9b5d4,Jared Rosholt,Josh Copeland
2246,Flyweight,KO/TKO  Punch,2,1:34,"Dallas, Texas, USA",2015-03-14,http://ufcstats.com/fight-details/875304f54becda0e,http://ufcstats.com/event-details/f54200f1dfb9b5d4,Ryan Benoit,Sergio Pettis
2247,Lightweight,KO/TKO  Punch,1,1:47,"Dallas, Texas, USA",2015-03-14,http://ufcstats.com/fight-details/d4d6c5ff6bef93ce,http://ufcstats.com/event-details/f54200f1dfb9b5d4,Joe Duffy,Jake Lindsey
2248,Women's Bantamweight,KO/TKO  Punch,2,2:02,"Dallas, Texas, USA",2015-03-14,http://ufcstats.com/fight-details/1cde536c460b1a0e,http://ufcstats.com/event-details/f54200f1dfb9b5d4,Germaine de Randamie,Larissa Pacheco
2249,Women's Bantamweight,SUB  Armbar,1,0:14,"Los Angeles, California, USA",2015-02-28,http://ufcstats.com/fight-details/e083c7ae1548e08a,http://ufcstats.com/event-details/ad4e9055bf8cd04d,Ronda Rousey,Cat Zingano
2250,Women's Bantamweight,S-DEC,3,5:00,"Los Angeles, California, USA",2015-02-28,http://ufcstats.com/fight-details/31e62d34abc3a762,http://ufcstats.com/event-details/ad4e9055bf8cd04d,Holly Holm,Raquel Pennington
2251,Welterweight,SUB  North-South Choke,2,4:20,"Los Angeles, California, USA",2015-02-28,http://ufcstats.com/fight-details/618b581f14a37e06,http://ufcstats.com/event-details/ad4e9055bf8cd04d,Jake Ellenberger,Josh Koscheck
2252,Welterweight,KO/TKO  Elbow,1,2:19,"Los Angeles, California, USA",2015-02-28,http://ufcstats.com/fight-details/9f4bc2063685211c,http://ufcstats.com/event-details/ad4e9055bf8cd04d,Alan Jouban,Richard Walsh
2253,Lightweight,SUB  Rear Naked Choke,1,2:37,"Los Angeles, California, USA",2015-02-28,http://ufcstats.com/fight-details/ffea776913451b6d,http://ufcstats.com/event-details/ad4e9055bf8cd04d,Tony Ferguson,Gleison Tibau
2254,Middleweight,SUB  Rear Naked Choke,1,1:40,"Los Angeles, California, USA",2015-02-28,http://ufcstats.com/fight-details/fe49ef11584415d0,http://ufcstats.com/event-details/ad4e9055bf8cd04d,Roan Carneiro,Mark Munoz
2255,Welterweight,KO/TKO  Punch,1,2:17,"Los Angeles, California, USA",2015-02-28,http://ufcstats.com/fight-details/203b3098d892c3b1,http://ufcstats.com/event-details/ad4e9055bf8cd04d,Tim Means,Dhiego Lima
2256,Heavyweight,KO/TKO  Punches,2,3:18,"Los Angeles, California, USA",2015-02-28,http://ufcstats.com/fight-details/f3e1c02ce14bccfe,http://ufcstats.com/event-details/ad4e9055bf8cd04d,Derrick Lewis,Ruan Potts
2257,Lightweight,S-DEC,3,5:00,"Los Angeles, California, USA",2015-02-28,http://ufcstats.com/fight-details/adc1038ed2e76391,http://ufcstats.com/event-details/ad4e9055bf8cd04d,Valmir Lazaro,James Krause
2258,Featherweight,S-DEC,3,5:00,"Los Angeles, California, USA",2015-02-28,http://ufcstats.com/fight-details/5c827dd56a08f700,http://ufcstats.com/event-details/ad4e9055bf8cd04d,Masio Fullen,Alex Torres
2259,Heavyweight,KO/TKO  Punch,1,1:40,"Porto Alegre, Rio Grande do Sul, Brazil",2015-02-22,http://ufcstats.com/fight-details/223f9a750428e1d0,http://ufcstats.com/event-details/0577808d22dfe79c,Frank Mir,Antonio Silva
2260,Lightweight,U-DEC,3,5:00,"Porto Alegre, Rio Grande do Sul, Brazil",2015-02-22,http://ufcstats.com/fight-details/d785f22c4cc99a3d,http://ufcstats.com/event-details/0577808d22dfe79c,Michael Johnson,Edson Barboza
2261,Middleweight,KO/TKO  Punches,1,3:34,"Porto Alegre, Rio Grande do Sul, Brazil",2015-02-22,http://ufcstats.com/fight-details/1574bb7476c9e556,http://ufcstats.com/event-details/0577808d22dfe79c,Sam Alvey,Cezar Ferreira
2262,Lightweight,S-DEC,3,5:00,"Porto Alegre, Rio Grande do Sul, Brazil",2015-02-22,http://ufcstats.com/fight-details/4228886e94a25a63,http://ufcstats.com/event-details/0577808d22dfe79c,Adriano Martins,Rustam Khabilov
2263,Bantamweight,U-DEC,3,5:00,"Porto Alegre, Rio Grande do Sul, Brazil",2015-02-22,http://ufcstats.com/fight-details/c7cbf6b47051fa7d,http://ufcstats.com/event-details/0577808d22dfe79c,Frankie Saenz,Iuri Alcantara
2264,Welterweight,U-DEC,3,5:00,"Porto Alegre, Rio Grande do Sul, Brazil",2015-02-22,http://ufcstats.com/fight-details/82e713f037e37fe9,http://ufcstats.com/event-details/0577808d22dfe79c,Santiago Ponzinibbio,Sean Strickland
2265,Women's Bantamweight,SUB  Triangle Choke,1,1:54,"Porto Alegre, Rio Grande do Sul, Brazil",2015-02-22,http://ufcstats.com/fight-details/76726a66840ccfa4,http://ufcstats.com/event-details/0577808d22dfe79c,Marion Reneau,Jessica Andrade
2266,Welterweight,KO/TKO  Punch,1,3:14,"Porto Alegre, Rio Grande do Sul, Brazil",2015-02-22,http://ufcstats.com/fight-details/ec659c4e19f62700,http://ufcstats.com/event-details/0577808d22dfe79c,Matt Dwyer,William Patolino
2267,Featherweight,KO/TKO  Punch,1,2:59,"Porto Alegre, Rio Grande do Sul, Brazil",2015-02-22,http://ufcstats.com/fight-details/a7ff11c5dfe65e86,http://ufcstats.com/event-details/0577808d22dfe79c,Mike de la Torre,Tiago Trator
2268,Bantamweight,U-DEC,3,5:00,"Porto Alegre, Rio Grande do Sul, Brazil",2015-02-22,http://ufcstats.com/fight-details/10cff9ac7ce89c28,http://ufcstats.com/event-details/0577808d22dfe79c,Douglas Silva de Andrade,Cody Gibson
2269,Lightweight,U-DEC,3,5:00,"Porto Alegre, Rio Grande do Sul, Brazil",2015-02-22,http://ufcstats.com/fight-details/b6a609806d44659f,http://ufcstats.com/event-details/0577808d22dfe79c,Ivan Jorge,Josh Shockley
2270,Welterweight,SUB  Rear Naked Choke,4,3:58,"Broomfield, Colorado, USA",2015-02-14,http://ufcstats.com/fight-details/fb5ce6329f243d8b,http://ufcstats.com/event-details/f9c7fe2682af3802,Benson Henderson,Brandon Thatch
2271,Featherweight,U-DEC,3,5:00,"Broomfield, Colorado, USA",2015-02-14,http://ufcstats.com/fight-details/509bd83b00e4ab7c,http://ufcstats.com/event-details/f9c7fe2682af3802,Max Holloway,Cole Miller
2272,Welterweight,SUB  Rear Naked Choke,3,1:22,"Broomfield, Colorado, USA",2015-02-14,http://ufcstats.com/fight-details/0bdb170e1fef36b6,http://ufcstats.com/event-details/f9c7fe2682af3802,Neil Magny,Kiichi Kunimoto
2273,Middleweight,U-DEC,3,5:00,"Broomfield, Colorado, USA",2015-02-14,http://ufcstats.com/fight-details/60820d105e57d5d6,http://ufcstats.com/event-details/f9c7fe2682af3802,Daniel Kelly,Patrick Walsh
2274,Lightweight,U-DEC,3,5:00,"Broomfield, Colorado, USA",2015-02-14,http://ufcstats.com/fight-details/dcee56e0cbfacb45,http://ufcstats.com/event-details/f9c7fe2682af3802,Kevin Lee,Michel Prazeres
2275,Flyweight,SUB  Kimura,3,2:56,"Broomfield, Colorado, USA",2015-02-14,http://ufcstats.com/fight-details/1a3572d1502efdf4,http://ufcstats.com/event-details/f9c7fe2682af3802,Ray Borg,Chris Kelades
2276,Lightweight,U-DEC,3,5:00,"Broomfield, Colorado, USA",2015-02-14,http://ufcstats.com/fight-details/a4badfa86304f799,http://ufcstats.com/event-details/f9c7fe2682af3802,Efrain Escudero,Rodrigo de Lima
2277,Featherweight,KO/TKO  Punches,2,4:59,"Broomfield, Colorado, USA",2015-02-14,http://ufcstats.com/fight-details/b91807add93763c9,http://ufcstats.com/event-details/f9c7fe2682af3802,Chas Skelly,Jim Alers
2278,Flyweight,U-DEC,3,5:00,"Broomfield, Colorado, USA",2015-02-14,http://ufcstats.com/fight-details/93ac52a9fdca03e1,http://ufcstats.com/event-details/f9c7fe2682af3802,Zach Makovsky,Tim Elliott
2279,Lightweight,SUB  Rear Naked Choke,2,1:49,"Broomfield, Colorado, USA",2015-02-14,http://ufcstats.com/fight-details/357781ff34a3d39f,http://ufcstats.com/event-details/f9c7fe2682af3802,James Moontasri,Cody Pfister
2280,Welterweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA",2015-01-31,http://ufcstats.com/fight-details/d52a5d085bfa569b,http://ufcstats.com/event-details/43563a32c3f10e95,Tyron Woodley,Kelvin Gastelum
2281,Lightweight,KO/TKO  Punches,2,3:34,"Las Vegas, Nevada, USA",2015-01-31,http://ufcstats.com/fight-details/cbb4673397b5e96f,http://ufcstats.com/event-details/43563a32c3f10e95,Al Iaquinta,Joe Lauzon
2282,Middleweight,SUB  Arm Triangle,2,3:45,"Las Vegas, Nevada, USA",2015-01-31,http://ufcstats.com/fight-details/776a8a645868f616,http://ufcstats.com/event-details/43563a32c3f10e95,Thales Leites,Tim Boetsch
2283,Welterweight,KO/TKO  Kick,2,0:39,"Las Vegas, Nevada, USA",2015-01-31,http://ufcstats.com/fight-details/0a2f344e419bd4fd,http://ufcstats.com/event-details/43563a32c3f10e95,Thiago Alves,Jordan Mein
2284,Women's Bantamweight,M-DEC,3,5:00,"Las Vegas, Nevada, USA",2015-01-31,http://ufcstats.com/fight-details/7fa227a1c5ef2238,http://ufcstats.com/event-details/43563a32c3f10e95,Miesha Tate,Sara McMann
2285,Middleweight,KO/TKO  Punch,1,0:36,"Las Vegas, Nevada, USA",2015-01-31,http://ufcstats.com/fight-details/b347480405118de5,http://ufcstats.com/event-details/43563a32c3f10e95,Derek Brunson,Ed Herman
2286,Flyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2015-01-31,http://ufcstats.com/fight-details/c699c0e56664ff11,http://ufcstats.com/event-details/43563a32c3f10e95,John Lineker,Ian McCall
2287,Middleweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2015-01-31,http://ufcstats.com/fight-details/fa537adfb4a7b719,http://ufcstats.com/event-details/43563a32c3f10e95,Rafael Natal,Tom Watson
2288,Middleweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA",2015-01-31,http://ufcstats.com/fight-details/5b0ebb843af7465e,http://ufcstats.com/event-details/43563a32c3f10e95,Ildemar Alcantara,Richardson Moreira
2289,Middleweight,KO/TKO  Punches,1,1:56,"Las Vegas, Nevada, USA",2015-01-31,http://ufcstats.com/fight-details/6451724f8a836167,http://ufcstats.com/event-details/43563a32c3f10e95,Thiago Santos,Andy Enz
2290,Light Heavyweight,KO/TKO  Punches,1,2:15,"Stockholm, Sweden",2015-01-24,http://ufcstats.com/fight-details/f47a32ec7dfda660,http://ufcstats.com/event-details/706404da0775dcbc,Anthony Johnson,Alexander Gustafsson
2291,Middleweight,KO/TKO  Punch,1,1:10,"Stockholm, Sweden",2015-01-24,http://ufcstats.com/fight-details/c910d2fe570b368a,http://ufcstats.com/event-details/706404da0775dcbc,Gegard Mousasi,Dan Henderson
2292,Light Heavyweight,S-DEC,3,5:00,"Stockholm, Sweden",2015-01-24,http://ufcstats.com/fight-details/c3544bce29be1281,http://ufcstats.com/event-details/706404da0775dcbc,Ryan Bader,Phil Davis
2293,Featherweight,KO/TKO  Punch,1,3:26,"Stockholm, Sweden",2015-01-24,http://ufcstats.com/fight-details/eb0775cf8ee7a4e6,http://ufcstats.com/event-details/706404da0775dcbc,Sam Sicilia,Akira Corassani
2294,Welterweight,U-DEC,3,5:00,"Stockholm, Sweden",2015-01-24,http://ufcstats.com/fight-details/eab6e19a2a2a67f0,http://ufcstats.com/event-details/706404da0775dcbc,Albert Tumenov,Nico Musoke
2295,Welterweight,KO/TKO  Punch,1,2:42,"Stockholm, Sweden",2015-01-24,http://ufcstats.com/fight-details/c565bf49fce2a4cd,http://ufcstats.com/event-details/706404da0775dcbc,Kenny Robertson,Sultan Aliev
2296,Featherweight,KO/TKO  Punches,1,0:08,"Stockholm, Sweden",2015-01-24,http://ufcstats.com/fight-details/9c1d4f57a997a490,http://ufcstats.com/event-details/706404da0775dcbc,Makwan Amirkhani,Andy Ogle
2297,Light Heavyweight,SUB  Guillotine Choke,1,1:24,"Stockholm, Sweden",2015-01-24,http://ufcstats.com/fight-details/b2398418be9a3442,http://ufcstats.com/event-details/706404da0775dcbc,Nikita Krylov,Stanislav Nedkov
2298,Lightweight,KO/TKO  Punches,2,0:38,"Stockholm, Sweden",2015-01-24,http://ufcstats.com/fight-details/ee65977baeca3c85,http://ufcstats.com/event-details/706404da0775dcbc,Mairbek Taisumov,Anthony Christodoulou
2299,Featherweight,U-DEC,3,5:00,"Stockholm, Sweden",2015-01-24,http://ufcstats.com/fight-details/c740ceb0427b6317,http://ufcstats.com/event-details/706404da0775dcbc,Mirsad Bektic,Paul Redmond
2300,Heavyweight,U-DEC,3,5:00,"Stockholm, Sweden",2015-01-24,http://ufcstats.com/fight-details/96f09d5db68951ef,http://ufcstats.com/event-details/706404da0775dcbc,Viktor Pesta,Konstantin Erokhin
2301,Flyweight,U-DEC,3,5:00,"Stockholm, Sweden",2015-01-24,http://ufcstats.com/fight-details/f88fefd5df0ba06c,http://ufcstats.com/event-details/706404da0775dcbc,Neil Seery,Chris Beal
2302,Featherweight,KO/TKO  Punch,2,1:54,"Boston, Massachusetts, USA",2015-01-18,http://ufcstats.com/fight-details/3d468536e8904b93,http://ufcstats.com/event-details/f9aa6376ae16bfb4,Conor McGregor,Dennis Siver
2303,Lightweight,U-DEC,3,5:00,"Boston, Massachusetts, USA",2015-01-18,http://ufcstats.com/fight-details/93569f4876c20488,http://ufcstats.com/event-details/f9aa6376ae16bfb4,Donald Cerrone,Benson Henderson
2304,Middleweight,KO/TKO,1,3:37,"Boston, Massachusetts, USA",2015-01-18,http://ufcstats.com/fight-details/837a7a922066b214,http://ufcstats.com/event-details/f9aa6376ae16bfb4,Uriah Hall,Ron Stallings
2305,Lightweight,S-DEC,3,5:00,"Boston, Massachusetts, USA",2015-01-18,http://ufcstats.com/fight-details/293919e355b362b1,http://ufcstats.com/event-details/f9aa6376ae16bfb4,Gleison Tibau,Norman Parke
2306,Welterweight,U-DEC,3,5:00,"Boston, Massachusetts, USA",2015-01-18,http://ufcstats.com/fight-details/6359bba789ce28ae,http://ufcstats.com/event-details/f9aa6376ae16bfb4,Cathal Pendred,Sean Spencer
2307,Welterweight,KO/TKO  Punch,1,2:17,"Boston, Massachusetts, USA",2015-01-18,http://ufcstats.com/fight-details/90e5169190971647,http://ufcstats.com/event-details/f9aa6376ae16bfb4,Lorenz Larkin,John Howard
2308,Lightweight,U-DEC,3,5:00,"Boston, Massachusetts, USA",2015-01-18,http://ufcstats.com/fight-details/cf38ced734978fb8,http://ufcstats.com/event-details/f9aa6376ae16bfb4,Chris Wade,Zhang Lipeng
2309,Flyweight,U-DEC,3,5:00,"Boston, Massachusetts, USA",2015-01-18,http://ufcstats.com/fight-details/2d24929eaadf0351,http://ufcstats.com/event-details/f9aa6376ae16bfb4,Paddy Holohan,Shane Howell
2310,Lightweight,KO/TKO  Punches,3,1:54,"Boston, Massachusetts, USA",2015-01-18,http://ufcstats.com/fight-details/53d2d2de5c4cccf2,http://ufcstats.com/event-details/f9aa6376ae16bfb4,Johnny Case,Frankie Perez
2311,Featherweight,SUB  D'Arce Choke,3,4:43,"Boston, Massachusetts, USA",2015-01-18,http://ufcstats.com/fight-details/85e57ad2b3831621,http://ufcstats.com/event-details/f9aa6376ae16bfb4,Charles Rosa,Sean Soriano
2312,Light Heavyweight,KO/TKO  Punches,3,2:11,"Boston, Massachusetts, USA",2015-01-18,http://ufcstats.com/fight-details/4d3cd5ecf4276c92,http://ufcstats.com/event-details/f9aa6376ae16bfb4,Sean O'Connell,Matt Van Buren
2313,Flyweight,S-DEC,3,5:00,"Boston, Massachusetts, USA",2015-01-18,http://ufcstats.com/fight-details/a4a78ec539238a5f,http://ufcstats.com/event-details/f9aa6376ae16bfb4,Joby Sanchez,Tateki Matsuda
2314,Light Heavyweight,U-DEC,5,5:00,"Las Vegas, Nevada, USA",2015-01-03,http://ufcstats.com/fight-details/57385188587c83b9,http://ufcstats.com/event-details/a72d260b436924c4,Jon Jones,Daniel Cormier
2315,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2015-01-03,http://ufcstats.com/fight-details/f4d91498ca3f0a1f,http://ufcstats.com/event-details/a72d260b436924c4,Donald Cerrone,Myles Jury
2316,Middleweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2015-01-03,http://ufcstats.com/fight-details/b2cda211e0e72811,http://ufcstats.com/event-details/a72d260b436924c4,Brad Tavares,Nate Marquardt
2317,Flyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2015-01-03,http://ufcstats.com/fight-details/f81cd5b3903bccf8,http://ufcstats.com/event-details/a72d260b436924c4,Kyoji Horiguchi,Louis Gaudinot
2318,Lightweight,KO/TKO  Spinning Back Fist,2,2:09,"Las Vegas, Nevada, USA",2015-01-03,http://ufcstats.com/fight-details/cee94cd937bf64f2,http://ufcstats.com/event-details/a72d260b436924c4,Paul Felder,Danny Castillo
2319,Bantamweight,KO/TKO  Punches,3,4:50,"Las Vegas, Nevada, USA",2015-01-03,http://ufcstats.com/fight-details/22e7485bceb841af,http://ufcstats.com/event-details/a72d260b436924c4,Cody Garbrandt,Marcus Brimage
2320,Heavyweight,KO/TKO  Punch,1,2:57,"Las Vegas, Nevada, USA",2015-01-03,http://ufcstats.com/fight-details/c0ca05832f518fef,http://ufcstats.com/event-details/a72d260b436924c4,Shawn Jordan,Jared Cannonier
2321,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2015-01-03,http://ufcstats.com/fight-details/b10a94377bce3e22,http://ufcstats.com/event-details/a72d260b436924c4,Evan Dunham,Rodrigo Damm
2322,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2015-01-03,http://ufcstats.com/fight-details/e4a9c93ff23eb5bb,http://ufcstats.com/event-details/a72d260b436924c4,Omari Akhmedov,Mats Nilsson
2323,Women's Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2015-01-03,http://ufcstats.com/fight-details/e0f49380b9d31de0,http://ufcstats.com/event-details/a72d260b436924c4,Marion Reneau,Alexis Dufresne
2324,Middleweight,KO/TKO  Kick,1,1:02,"Barueri, Sao Paulo, Brazil",2014-12-20,http://ufcstats.com/fight-details/b57aaf04af8bdd34,http://ufcstats.com/event-details/4e5bbc4566049cbf,Lyoto Machida,CB Dollaway
2325,Bantamweight,SUB  Arm Triangle,3,3:53,"Barueri, Sao Paulo, Brazil",2014-12-20,http://ufcstats.com/fight-details/53e818dd5abdf787,http://ufcstats.com/event-details/4e5bbc4566049cbf,Renan Barao,Mitch Gagnon
2326,Light Heavyweight,U-DEC,3,5:00,"Barueri, Sao Paulo, Brazil",2014-12-20,http://ufcstats.com/fight-details/e17c7b239e8d6c32,http://ufcstats.com/event-details/4e5bbc4566049cbf,Patrick Cummins,Antonio Carlos Junior
2327,Lightweight,KO/TKO  Punches,3,4:57,"Barueri, Sao Paulo, Brazil",2014-12-20,http://ufcstats.com/fight-details/8040697ea2f36dbd,http://ufcstats.com/event-details/4e5bbc4566049cbf,Rashid Magomedov,Elias Silverio
2328,Welterweight,SUB  Arm Triangle,1,1:15,"Barueri, Sao Paulo, Brazil",2014-12-20,http://ufcstats.com/fight-details/647f6d2b9b784222,http://ufcstats.com/event-details/4e5bbc4566049cbf,Erick Silva,Mike Rhodes
2329,Middleweight,KO/TKO,2,1:01,"Barueri, Sao Paulo, Brazil",2014-12-20,http://ufcstats.com/fight-details/317e6940e8bf5290,http://ufcstats.com/event-details/4e5bbc4566049cbf,Daniel Sarafian,Antonio Dos Santos
2330,Light Heavyweight,KO/TKO  Punches,1,1:59,"Barueri, Sao Paulo, Brazil",2014-12-20,http://ufcstats.com/fight-details/d92abff61b0ff5db,http://ufcstats.com/event-details/4e5bbc4566049cbf,Marcos Rogerio de Lima,Igor Pokrajac
