,Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td,Td %,Sub. att,Pass,Rev.,Sig. str,Head,Body,Leg,Distance,Clinch,Ground
0,Anthony Pettis Nate Diaz,0  1,69 of 133  114 of 201,51%  56%,86 of 153  205 of 306,0 of 0  1 of 1,0%  100%,1  0,0  4,2  1,69 of 133  114 of 201,54 of 111  94 of 172,10 of 12  16 of 23,5 of 10  4 of 6,46 of 102  51 of 109,20 of 27  43 of 63,3 of 4  20 of 29
0,Yoel Romero Paulo Costa,1  1,125 of 284  118 of 213,44%  55%,125 of 284  118 of 213,1 of 4  0 of 0,25%  0%,0  0,0  0,0  0,125 of 284  118 of 213,96 of 244  67 of 148,11 of 20  46 of 58,18 of 20  5 of 7,118 of 276  110 of 202,7 of 8  5 of 5,0 of 0  3 of 6
0,Gabriel Benitez Sodiq Yusuff,0  1,24 of 72  34 of 79,33%  43%,24 of 72  34 of 79,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,24 of 72  34 of 79,11 of 55  25 of 70,4 of 8  4 of 4,9 of 9  5 of 5,24 of 72  30 of 71,0 of 0  0 of 1,0 of 0  4 of 7
0,Derek Brunson Ian Heinisch,0  0,81 of 185  58 of 143,43%  40%,102 of 207  65 of 150,2 of 10  0 of 8,20%  0%,0  0,1  0,0  0,81 of 185  58 of 143,51 of 142  37 of 114,26 of 37  16 of 23,4 of 6  5 of 6,69 of 170  49 of 130,7 of 9  8 of 12,5 of 6  1 of 1
0,Devonte Smith Khama Worthy,0  1,15 of 27  21 of 51,55%  41%,15 of 27  21 of 51,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,15 of 27  21 of 51,3 of 13  9 of 30,2 of 3  2 of 5,10 of 11  10 of 16,15 of 27  18 of 46,0 of 0  0 of 0,0 of 0  3 of 5
0,Raphael Assuncao Cory Sandhagen,0  0,45 of 81  62 of 116,55%  53%,65 of 103  78 of 135,4 of 6  0 of 1,66%  0%,0  0,0  0,0  1,45 of 81  62 of 116,15 of 50  23 of 67,20 of 20  16 of 21,10 of 11  23 of 28,30 of 65  55 of 108,12 of 13  3 of 4,3 of 3  4 of 4
0,Christos Giagos Drakkar Klose,0  0,87 of 155  99 of 160,56%  61%,113 of 186  159 of 223,2 of 5  2 of 7,40%  28%,1  0,2  2,0  0,87 of 155  99 of 160,55 of 117  56 of 114,29 of 33  29 of 30,3 of 5  14 of 16,69 of 127  39 of 93,16 of 23  38 of 40,2 of 5  22 of 27
0,Manny Bermudez Casey Kenney,0  0,37 of 59  43 of 69,62%  62%,59 of 83  56 of 85,3 of 4  2 of 2,75%  100%,0  1,6  7,1  1,37 of 59  43 of 69,29 of 47  21 of 42,8 of 12  10 of 14,0 of 0  12 of 13,22 of 43  26 of 49,2 of 2  6 of 7,13 of 14  11 of 13
0,Hannah Cifers Jodie Esquibel,0  0,70 of 164  43 of 130,42%  33%,112 of 207  69 of 157,1 of 1  3 of 8,100%  37%,1  0,0  0,0  0,70 of 164  43 of 130,39 of 123  29 of 110,12 of 16  14 of 20,19 of 25  0 of 0,61 of 147  36 of 114,7 of 14  5 of 13,2 of 3  2 of 3
0,Kyung Ho Kang Brandon Davis,1  0,50 of 101  77 of 187,49%  41%,120 of 180  114 of 231,3 of 6  1 of 1,50%  100%,0  0,3  0,0  0,50 of 101  77 of 187,46 of 96  32 of 126,1 of 1  17 of 20,3 of 4  28 of 41,42 of 89  62 of 163,0 of 0  4 of 6,8 of 12  11 of 18
0,Sabina Mazo Shana Dobson,0  0,108 of 171  33 of 99,63%  33%,170 of 250  102 of 176,4 of 4  0 of 0,100%  0%,0  0,3  0,0  0,108 of 171  33 of 99,49 of 98  19 of 75,50 of 60  11 of 18,9 of 13  3 of 6,44 of 85  14 of 71,38 of 55  15 of 23,26 of 31  4 of 5
0,Valentina Shevchenko Liz Carmouche,0  0,42 of 115  18 of 76,36%  23%,84 of 159  132 of 191,1 of 1  0 of 4,100%  0%,0  0,3  0,0  0,42 of 115  18 of 76,16 of 73  1 of 40,4 of 12  4 of 7,22 of 30  13 of 29,38 of 106  17 of 75,1 of 1  1 of 1,3 of 8  0 of 0
0,Vicente Luque Mike Perry,0  0,84 of 179  87 of 175,46%  49%,85 of 180  116 of 204,0 of 0  0 of 2,0%  0%,1  0,0  0,0  0,84 of 179  87 of 175,43 of 125  56 of 135,6 of 9  11 of 17,35 of 45  20 of 23,83 of 178  75 of 157,1 of 1  12 of 18,0 of 0  0 of 0
0,Eduardo Garagorri Humberto Bandenay,0  0,65 of 115  32 of 71,56%  45%,69 of 120  59 of 98,1 of 1  4 of 10,100%  40%,0  0,1  2,0  0,65 of 115  32 of 71,46 of 84  23 of 62,11 of 21  9 of 9,8 of 10  0 of 0,51 of 99  26 of 65,8 of 10  6 of 6,6 of 6  0 of 0
0,Volkan Oezdemir Ilir Latifi,2  0,64 of 137  18 of 60,46%  30%,92 of 166  20 of 62,0 of 0  1 of 5,0%  20%,0  0,0  0,0  0,64 of 137  18 of 60,44 of 114  16 of 54,11 of 14  2 of 6,9 of 9  0 of 0,47 of 110  17 of 56,12 of 20  1 of 4,5 of 7  0 of 0
0,Rodolfo Vieira Oskar Piechota,0  0,18 of 39  22 of 43,46%  51%,37 of 62  51 of 76,3 of 7  0 of 0,42%  0%,1  0,4  0,0  0,18 of 39  22 of 43,16 of 36  19 of 36,1 of 2  3 of 7,1 of 1  0 of 0,5 of 16  8 of 27,1 of 1  12 of 14,12 of 22  2 of 2
0,Enrique Barzola Bobby Moffett,0  0,83 of 239  90 of 236,34%  38%,88 of 244  98 of 247,3 of 7  0 of 1,42%  0%,0  0,0  0,0  0,83 of 239  90 of 236,51 of 199  56 of 188,24 of 32  21 of 32,8 of 8  13 of 16,82 of 235  88 of 231,1 of 4  2 of 5,0 of 0  0 of 0
0,Gilbert Burns Aleksei Kunchenko,0  0,42 of 83  47 of 102,50%  46%,63 of 107  115 of 172,3 of 7  0 of 1,42%  0%,0  0,2  0,0  0,42 of 83  47 of 102,22 of 54  20 of 63,8 of 15  7 of 17,12 of 14  20 of 22,31 of 66  33 of 85,1 of 2  11 of 12,10 of 15  3 of 5
0,Ciryl Gane Raphael Pessoa,0  0,15 of 22  7 of 41,68%  17%,20 of 28  9 of 43,0 of 1  0 of 2,0%  0%,1  0,1  0,0  0,15 of 22  7 of 41,7 of 13  5 of 36,4 of 5  2 of 3,4 of 4  0 of 2,14 of 19  6 of 37,1 of 1  1 of 4,0 of 2  0 of 0
0,Tecia Torres Marina Rodriguez,0  0,41 of 108  84 of 167,37%  50%,58 of 126  98 of 186,0 of 7  1 of 4,0%  25%,0  1,0  0,0  0,41 of 108  84 of 167,17 of 70  31 of 91,17 of 26  36 of 51,7 of 12  17 of 25,29 of 89  44 of 123,12 of 19  39 of 43,0 of 0  1 of 1
0,Rogerio Bontorin Raulian Paiva,0  0,8 of 15  3 of 15,53%  20%,8 of 16  7 of 19,2 of 5  0 of 0,40%  0%,0  0,1  0,0  0,8 of 15  3 of 15,6 of 13  3 of 14,0 of 0  0 of 1,2 of 2  0 of 0,7 of 14  3 of 15,1 of 1  0 of 0,0 of 0  0 of 0
0,Geraldo de Freitas Chris Gutierrez,0  0,40 of 112  48 of 86,35%  55%,57 of 134  49 of 87,2 of 7  1 of 2,28%  50%,0  0,4  0,0  1,40 of 112  48 of 86,26 of 95  18 of 46,10 of 12  6 of 7,4 of 5  24 of 33,38 of 110  40 of 75,2 of 2  2 of 2,0 of 0  6 of 9
0,Kazula Vargas Alex Da Silva,0  0,20 of 42  17 of 39,47%  43%,59 of 92  88 of 130,0 of 1  3 of 4,0%  75%,0  0,0  4,1  0,20 of 42  17 of 39,16 of 37  14 of 35,2 of 3  1 of 2,2 of 2  2 of 2,13 of 34  7 of 28,0 of 0  1 of 1,7 of 8  9 of 10
0,Veronica Macedo Polyana Viana,0  0,1 of 1  1 of 3,100%  33%,1 of 1  1 of 3,0 of 0  1 of 1,0%  100%,1  0,0  1,1  0,1 of 1  1 of 3,0 of 0  0 of 1,1 of 1  1 of 2,0 of 0  0 of 0,1 of 1  1 of 3,0 of 0  0 of 0,0 of 0  0 of 0
0,Colby Covington Robbie Lawler,0  0,179 of 515  78 of 167,34%  46%,201 of 541  82 of 171,10 of 18  0 of 0,55%  0%,0  0,0  0,0  0,179 of 515  78 of 167,128 of 454  61 of 144,20 of 28  10 of 16,31 of 33  7 of 7,154 of 477  66 of 152,25 of 38  12 of 15,0 of 0  0 of 0
0,Jim Miller Clay Guida,0  0,2 of 8  2 of 5,25%  40%,2 of 8  2 of 5,0 of 0  0 of 0,0%  0%,1  0,0  0,0  0,2 of 8  2 of 5,1 of 7  1 of 4,0 of 0  0 of 0,1 of 1  1 of 1,2 of 8  2 of 5,0 of 0  0 of 0,0 of 0  0 of 0
0,Joaquim Silva Nasrat Haqparast,0  1,15 of 56  21 of 38,26%  55%,15 of 56  21 of 38,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,15 of 56  21 of 38,0 of 35  18 of 33,6 of 11  2 of 4,9 of 10  1 of 1,15 of 56  12 of 29,0 of 0  0 of 0,0 of 0  9 of 9
0,Trevin Giles Gerald Meerschaert,0  0,8 of 15  6 of 19,53%  31%,27 of 38  31 of 55,1 of 1  1 of 3,100%  33%,0  1,5  2,1  2,8 of 15  6 of 19,8 of 13  3 of 16,0 of 2  2 of 2,0 of 0  1 of 1,2 of 9  4 of 13,1 of 1  0 of 0,5 of 5  2 of 6
0,Scott Holtzman Dong Hyun Ma,1  0,44 of 92  16 of 58,47%  27%,55 of 108  20 of 62,1 of 2  1 of 3,50%  33%,0  0,3  0,0  0,44 of 92  16 of 58,37 of 77  13 of 54,2 of 2  2 of 2,5 of 13  1 of 2,33 of 72  15 of 57,5 of 5  1 of 1,6 of 15  0 of 0
0,Darko Stosic Kennedy Nzechukwu,0  0,60 of 134  50 of 123,44%  40%,63 of 137  50 of 123,4 of 10  0 of 0,40%  0%,0  0,0  0,0  0,60 of 134  50 of 123,21 of 80  38 of 102,7 of 9  10 of 18,32 of 45  2 of 3,48 of 111  47 of 120,10 of 20  0 of 0,2 of 3  3 of 3
0,Mickey Gall Salim Touahri,0  0,50 of 117  48 of 96,42%  50%,66 of 136  65 of 118,1 of 7  0 of 3,14%  0%,0  0,1  2,0  0,50 of 117  48 of 96,41 of 103  23 of 64,3 of 8  20 of 25,6 of 6  5 of 7,24 of 82  32 of 68,18 of 26  9 of 15,8 of 9  7 of 13
0,Antonina Shevchenko Lucie Pudilova,0  0,16 of 23  6 of 16,69%  37%,36 of 44  12 of 24,0 of 0  1 of 5,0%  20%,3  0,1  1,0  0,16 of 23  6 of 16,3 of 6  3 of 12,9 of 13  3 of 4,4 of 4  0 of 0,1 of 3  0 of 8,15 of 20  5 of 7,0 of 0  1 of 1
0,Jordan Espinosa Matt Schnell,0  0,5 of 6  3 of 12,83%  25%,5 of 6  3 of 12,0 of 1  0 of 0,0%  0%,0  1,0  0,0  0,5 of 6  3 of 12,2 of 3  2 of 11,0 of 0  0 of 0,3 of 3  1 of 1,5 of 6  3 of 12,0 of 0  0 of 0,0 of 0  0 of 0
0,Lauren Murphy Mara Romero Borella,1  0,24 of 123  22 of 72,19%  30%,35 of 144  35 of 87,0 of 1  1 of 3,0%  33%,0  0,1  1,0  0,24 of 123  22 of 72,20 of 117  16 of 62,3 of 5  0 of 0,1 of 1  6 of 10,17 of 112  22 of 72,3 of 6  0 of 0,4 of 5  0 of 0
0,Claudio Silva Cole Williams,0  0,32 of 37  2 of 6,86%  33%,32 of 38  2 of 6,1 of 1  0 of 0,100%  0%,1  0,1  0,0  0,32 of 37  2 of 6,25 of 29  2 of 5,5 of 6  0 of 1,2 of 2  0 of 0,8 of 12  2 of 6,1 of 1  0 of 0,23 of 24  0 of 0
0,Miranda Granger Hannah Goldy,0  0,61 of 143  55 of 166,42%  33%,77 of 162  58 of 170,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,61 of 143  55 of 166,31 of 91  20 of 102,8 of 12  20 of 34,22 of 40  15 of 30,47 of 117  43 of 145,14 of 26  12 of 21,0 of 0  0 of 0
0,Max Holloway Frankie Edgar,0  0,129 of 328  96 of 264,39%  36%,131 of 330  96 of 264,0 of 0  1 of 15,0%  6%,0  0,0  0,0  0,129 of 328  96 of 264,109 of 295  57 of 195,20 of 33  21 of 48,0 of 0  18 of 21,120 of 319  93 of 252,8 of 8  2 of 10,1 of 1  1 of 2
0,Cris Cyborg Felicia Spencer,0  0,122 of 216  38 of 85,56%  44%,138 of 234  64 of 115,0 of 0  0 of 8,0%  0%,0  0,1  0,0  0,122 of 216  38 of 85,59 of 147  21 of 64,43 of 48  9 of 13,20 of 21  8 of 8,81 of 160  31 of 70,34 of 42  3 of 9,7 of 14  4 of 6
0,Geoff Neal Niko Price,0  1,41 of 61  24 of 57,67%  42%,53 of 73  42 of 79,2 of 4  0 of 2,50%  0%,0  0,2  1,0  1,41 of 61  24 of 57,41 of 60  15 of 41,0 of 1  7 of 14,0 of 0  2 of 2,8 of 18  14 of 39,6 of 8  6 of 8,27 of 35  4 of 10
0,Olivier Aubin-Mercier Arman Tsarukyan,0  0,23 of 48  47 of 105,47%  44%,36 of 61  110 of 174,0 of 3  2 of 11,0%  18%,0  0,0  0,0  0,23 of 48  47 of 105,14 of 34  28 of 77,8 of 12  11 of 18,1 of 2  8 of 10,17 of 41  20 of 68,1 of 1  5 of 8,5 of 6  22 of 29
0,Marc-Andre Barriault Krzysztof Jotko,0  0,39 of 77  40 of 117,50%  34%,62 of 102  98 of 181,1 of 3  1 of 7,33%  14%,0  0,0  0,0  1,39 of 77  40 of 117,18 of 51  20 of 92,11 of 16  17 of 22,10 of 10  3 of 3,18 of 52  19 of 85,21 of 25  21 of 32,0 of 0  0 of 0
0,Alexis Davis Viviane Araujo,0  0,68 of 137  67 of 148,49%  45%,134 of 213  79 of 162,0 of 4  2 of 2,0%  100%,0  0,0  0,1  0,68 of 137  67 of 148,33 of 88  52 of 128,20 of 33  12 of 17,15 of 16  3 of 3,53 of 110  64 of 145,6 of 15  2 of 2,9 of 12  1 of 1
0,Hakeem Dawodu Yoshinori Horie,1  0,80 of 154  39 of 79,51%  49%,89 of 166  41 of 81,0 of 0  0 of 1,0%  0%,0  0,0  0,0  0,80 of 154  39 of 79,42 of 95  24 of 62,27 of 44  7 of 8,11 of 15  8 of 9,38 of 99  35 of 68,42 of 55  4 of 11,0 of 0  0 of 0
0,Gavin Tucker SeungWoo Choi,0  0,37 of 62  23 of 96,59%  23%,49 of 77  42 of 116,5 of 13  2 of 2,38%  100%,2  0,3  2,1  0,37 of 62  23 of 96,21 of 40  11 of 74,7 of 11  12 of 21,9 of 11  0 of 1,24 of 45  13 of 80,5 of 7  10 of 16,8 of 10  0 of 0
0,Alexandre Pantoja Deiveson Figueiredo,0  1,61 of 151  67 of 113,40%  59%,68 of 160  71 of 117,2 of 10  2 of 3,20%  66%,0  0,0  2,0  0,61 of 151  67 of 113,41 of 122  53 of 98,9 of 14  12 of 13,11 of 15  2 of 2,48 of 131  46 of 78,13 of 19  11 of 19,0 of 1  10 of 16
0,Gillian Robertson Sarah Frota,0  0,29 of 42  9 of 20,69%  45%,51 of 64  33 of 46,2 of 3  0 of 0,66%  0%,0  0,4  0,0  0,29 of 42  9 of 20,24 of 37  8 of 19,2 of 2  1 of 1,3 of 3  0 of 0,7 of 11  3 of 8,0 of 0  0 of 0,22 of 31  6 of 12
0,Erik Koch Kyle Stewart,0  0,37 of 63  23 of 64,58%  35%,67 of 99  68 of 119,4 of 11  0 of 8,36%  0%,0  0,4  0,0  0,37 of 63  23 of 64,30 of 53  13 of 45,7 of 10  3 of 9,0 of 0  7 of 10,16 of 37  19 of 57,5 of 7  4 of 7,16 of 19  0 of 0
0,Rafael Dos Anjos Leon Edwards,0  0,81 of 169  92 of 215,47%  42%,129 of 219  113 of 244,0 of 5  3 of 10,0%  30%,0  0,0  2,0  0,81 of 169  92 of 215,41 of 115  72 of 189,17 of 25  14 of 20,23 of 29  6 of 6,81 of 168  77 of 195,0 of 1  12 of 14,0 of 0  3 of 6
0,Aleksei Oleinik Walt Harris,0  1,1 of 3  4 of 7,33%  57%,1 of 3  4 of 7,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,1 of 3  4 of 7,0 of 1  2 of 5,1 of 1  2 of 2,0 of 1  0 of 0,1 of 3  2 of 5,0 of 0  0 of 0,0 of 0  2 of 2
0,Greg Hardy Juan Adams,0  0,36 of 38  3 of 7,94%  42%,36 of 38  3 of 7,0 of 0  0 of 1,0%  0%,0  0,0  0,0  0,36 of 38  3 of 7,35 of 36  3 of 7,1 of 2  0 of 0,0 of 0  0 of 0,5 of 7  3 of 7,0 of 0  0 of 0,31 of 31  0 of 0
0,James Vick Dan Hooker,0  1,7 of 23  22 of 41,30%  53%,7 of 23  22 of 41,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,7 of 23  22 of 41,2 of 16  13 of 24,0 of 1  0 of 3,5 of 6  9 of 14,7 of 23  19 of 38,0 of 0  0 of 0,0 of 0  3 of 3
0,Alexander Hernandez Francisco Trinaldo,0  0,25 of 91  25 of 52,27%  48%,26 of 92  28 of 55,0 of 1  0 of 0,0%  0%,0  0,0  0,0  0,25 of 91  25 of 52,9 of 53  13 of 33,13 of 33  11 of 18,3 of 5  1 of 1,25 of 90  24 of 51,0 of 0  1 of 1,0 of 1  0 of 0
0,Andrei Arlovski Ben Rothwell,0  0,152 of 263  70 of 177,57%  39%,160 of 272  75 of 183,0 of 0  0 of 1,0%  0%,0  0,0  0,0  0,152 of 263  70 of 177,103 of 204  55 of 155,34 of 43  9 of 16,15 of 16  6 of 6,152 of 263  70 of 176,0 of 0  0 of 1,0 of 0  0 of 0
0,Alex Caceres Steven Peterson,0  0,94 of 197  67 of 218,47%  30%,95 of 198  87 of 241,0 of 0  2 of 2,0%  100%,0  0,0  2,0  0,94 of 197  67 of 218,63 of 154  41 of 171,27 of 39  13 of 32,4 of 4  13 of 15,91 of 194  65 of 214,3 of 3  0 of 0,0 of 0  2 of 4
0,Raquel Pennington Irene Aldana,0  0,47 of 137  52 of 184,34%  28%,86 of 181  75 of 208,1 of 6  0 of 0,16%  0%,0  0,1  0,0  0,47 of 137  52 of 184,29 of 108  32 of 139,9 of 20  10 of 27,9 of 9  10 of 18,41 of 130  46 of 177,2 of 3  6 of 7,4 of 4  0 of 0
0,Sam Alvey Klidson Abreu,0  0,28 of 77  36 of 89,36%  40%,67 of 117  61 of 115,0 of 1  1 of 3,0%  33%,0  0,0  1,1  0,28 of 77  36 of 89,12 of 53  17 of 60,5 of 12  4 of 13,11 of 12  15 of 16,21 of 69  35 of 85,4 of 4  1 of 4,3 of 4  0 of 0
0,Roxanne Modafferi Jennifer Maia,0  0,29 of 110  83 of 174,26%  47%,76 of 161  111 of 205,0 of 9  0 of 0,0%  0%,0  0,0  0,0  0,29 of 110  83 of 174,25 of 100  72 of 158,1 of 5  9 of 14,3 of 5  2 of 2,28 of 109  65 of 150,1 of 1  17 of 20,0 of 0  1 of 4
0,Ray Borg Gabriel Silva,0  0,15 of 23  8 of 16,65%  50%,23 of 34  58 of 76,6 of 9  1 of 6,66%  16%,1  0,7  1,1  1,15 of 23  8 of 16,12 of 20  7 of 14,2 of 2  0 of 1,1 of 1  1 of 1,4 of 10  6 of 12,4 of 4  2 of 4,7 of 9  0 of 0
0,Mario Bautista Jinsoo Son,0  0,129 of 248  95 of 200,52%  47%,179 of 301  106 of 213,0 of 2  2 of 5,0%  40%,0  0,0  1,0  0,129 of 248  95 of 200,92 of 198  74 of 172,27 of 39  14 of 19,10 of 11  7 of 9,104 of 220  78 of 182,25 of 28  17 of 18,0 of 0  0 of 0
0,Domingo Pilarte Felipe Colares,0  0,11 of 21  23 of 42,52%  54%,69 of 89  92 of 132,2 of 5  2 of 8,40%  25%,1  0,1  1,1  0,11 of 21  23 of 42,5 of 12  15 of 31,4 of 6  6 of 9,2 of 3  2 of 2,5 of 14  9 of 14,6 of 7  7 of 14,0 of 0  7 of 14
0,Germaine de Randamie Aspen Ladd,1  0,4 of 5  0 of 4,80%  0%,4 of 5  0 of 4,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,4 of 5  0 of 4,3 of 4  0 of 4,1 of 1  0 of 0,0 of 0  0 of 0,3 of 4  0 of 4,0 of 0  0 of 0,1 of 1  0 of 0
0,Urijah Faber Ricky Simon,1  0,11 of 15  4 of 8,73%  50%,11 of 15  4 of 8,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,11 of 15  4 of 8,9 of 13  2 of 5,1 of 1  0 of 0,1 of 1  2 of 3,3 of 5  4 of 8,0 of 0  0 of 0,8 of 10  0 of 0
0,Josh Emmett Mirsad Bektic,1  0,27 of 52  10 of 65,51%  15%,33 of 60  10 of 65,0 of 0  0 of 0,0%  0%,0  0,1  0,0  0,27 of 52  10 of 65,22 of 43  8 of 62,3 of 6  1 of 2,2 of 3  1 of 1,12 of 32  10 of 65,0 of 0  0 of 0,15 of 20  0 of 0
0,Karl Roberson Wellington Turman,0  0,50 of 80  25 of 51,62%  49%,79 of 113  38 of 67,0 of 0  4 of 7,0%  57%,0  2,1  7,3  0,50 of 80  25 of 51,35 of 64  20 of 42,11 of 12  5 of 8,4 of 4  0 of 1,15 of 40  8 of 27,8 of 8  5 of 6,27 of 32  12 of 18
0,Marvin Vettori Cezar Ferreira,0  0,78 of 148  39 of 88,52%  44%,106 of 176  41 of 90,2 of 4  0 of 5,50%  0%,0  0,2  0,0  0,78 of 148  39 of 88,69 of 137  17 of 54,7 of 9  7 of 13,2 of 2  15 of 21,50 of 107  33 of 81,20 of 30  6 of 7,8 of 11  0 of 0
0,Mike Rodriguez John Allan,0  0,70 of 161  55 of 128,43%  42%,95 of 186  75 of 154,0 of 0  4 of 6,0%  66%,0  3,0  3,0  0,70 of 161  55 of 128,29 of 105  38 of 106,22 of 33  10 of 14,19 of 23  7 of 8,67 of 154  31 of 94,2 of 3  9 of 15,1 of 4  15 of 19
0,Andre Fili Sheymon Moraes,1  0,19 of 55  11 of 22,34%  50%,20 of 58  11 of 22,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,19 of 55  11 of 22,16 of 50  2 of 11,2 of 4  3 of 5,1 of 1  6 of 6,15 of 50  11 of 22,0 of 0  0 of 0,4 of 5  0 of 0
0,Julianna Pena Nicco Montano,0  0,45 of 90  38 of 79,50%  48%,108 of 158  59 of 103,2 of 4  3 of 5,50%  60%,0  0,2  5,0  0,45 of 90  38 of 79,32 of 73  13 of 50,12 of 14  10 of 10,1 of 3  15 of 19,21 of 64  26 of 57,8 of 9  6 of 11,16 of 17  6 of 11
0,Darren Elkins Ryan Hall,0  2,29 of 126  36 of 83,23%  43%,31 of 128  40 of 93,0 of 0  0 of 1,0%  0%,0  1,0  0,0  1,29 of 126  36 of 83,8 of 83  15 of 47,11 of 20  13 of 27,10 of 23  8 of 9,16 of 84  34 of 78,1 of 3  0 of 1,12 of 39  2 of 4
0,Liu Pingyuan Jonathan Martinez,0  1,27 of 150  32 of 113,18%  28%,27 of 150  32 of 113,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,27 of 150  32 of 113,12 of 126  22 of 97,9 of 17  7 of 11,6 of 7  3 of 5,24 of 144  31 of 112,3 of 6  0 of 0,0 of 0  1 of 1
0,Livinha Souza Brianna Van Buren,0  0,23 of 66  72 of 187,34%  38%,30 of 73  88 of 204,2 of 3  3 of 4,66%  75%,0  0,0  0,0  0,23 of 66  72 of 187,8 of 43  48 of 151,10 of 17  15 of 23,5 of 6  9 of 13,15 of 56  51 of 151,7 of 9  17 of 31,1 of 1  4 of 5
0,Benito Lopez Vince Morales,0  1,54 of 132  64 of 147,40%  43%,54 of 132  67 of 150,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,54 of 132  64 of 147,6 of 55  46 of 122,9 of 25  9 of 13,39 of 52  9 of 12,54 of 130  56 of 134,0 of 2  2 of 5,0 of 0  6 of 8
0,Jon Jones Thiago Santos,0  0,59 of 90  43 of 166,65%  25%,59 of 90  43 of 166,0 of 1  0 of 0,0%  0%,0  0,0  0,0  0,59 of 90  43 of 166,11 of 32  9 of 92,16 of 19  7 of 21,32 of 39  27 of 53,55 of 84  42 of 159,4 of 6  1 of 7,0 of 0  0 of 0
0,Amanda Nunes Holly Holm,1  0,17 of 35  11 of 14,48%  78%,17 of 36  14 of 17,0 of 1  0 of 0,0%  0%,0  0,0  0,0  0,17 of 35  11 of 14,8 of 23  3 of 4,6 of 9  0 of 1,3 of 3  8 of 9,11 of 27  11 of 14,3 of 4  0 of 0,3 of 4  0 of 0
0,Jorge Masvidal Ben Askren,1  0,3 of 3  0 of 0,100%  0%,3 of 3  0 of 0,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,3 of 3  0 of 0,3 of 3  0 of 0,0 of 0  0 of 0,0 of 0  0 of 0,1 of 1  0 of 0,0 of 0  0 of 0,2 of 2  0 of 0
0,Jan Blachowicz Luke Rockhold,1  0,30 of 42  14 of 36,71%  38%,38 of 50  17 of 39,0 of 0  0 of 5,0%  0%,0  0,0  0,0  0,30 of 42  14 of 36,11 of 21  4 of 20,8 of 10  8 of 12,11 of 11  2 of 4,23 of 35  9 of 31,4 of 4  5 of 5,3 of 3  0 of 0
0,Diego Sanchez Michael Chiesa,0  0,7 of 11  47 of 67,63%  70%,23 of 31  98 of 132,1 of 2  5 of 6,50%  83%,0  0,1  8,0  1,7 of 11  47 of 67,1 of 4  46 of 66,0 of 1  1 of 1,6 of 6  0 of 0,1 of 3  4 of 7,2 of 4  5 of 8,4 of 4  38 of 52
0,Gilbert Melendez Arnold Allen,0  0,23 of 113  102 of 190,20%  53%,27 of 117  102 of 191,0 of 2  1 of 2,0%  50%,0  0,0  0,0  0,23 of 113  102 of 190,19 of 104  62 of 143,2 of 7  26 of 28,2 of 2  14 of 19,22 of 111  102 of 190,1 of 2  0 of 0,0 of 0  0 of 0
0,Marlon Vera Nohelin Hernandez,0  0,10 of 27  22 of 46,37%  47%,26 of 54  28 of 53,1 of 1  1 of 2,100%  50%,1  0,2  1,0  0,10 of 27  22 of 46,5 of 12  13 of 34,1 of 8  4 of 5,4 of 7  5 of 7,7 of 23  7 of 17,0 of 0  2 of 3,3 of 4  13 of 26
0,Claudia Gadelha Randa Markos,0  0,40 of 107  25 of 109,37%  22%,41 of 108  26 of 110,0 of 1  0 of 0,0%  0%,0  0,0  0,0  0,40 of 107  25 of 109,36 of 96  19 of 99,1 of 4  3 of 4,3 of 7  3 of 6,37 of 98  17 of 96,3 of 9  8 of 13,0 of 0  0 of 0
0,Alejandro Perez Song Yadong,0  1,1 of 14  8 of 20,7%  40%,1 of 14  8 of 20,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,1 of 14  8 of 20,0 of 11  6 of 15,0 of 0  1 of 2,1 of 3  1 of 3,1 of 14  7 of 19,0 of 0  0 of 0,0 of 0  1 of 1
0,Edmen Shahbazyan Jack Marshman,0  0,13 of 24  0 of 7,54%  0%,13 of 24  0 of 7,1 of 1  0 of 0,100%  0%,1  0,2  0,0  0,13 of 24  0 of 7,11 of 22  0 of 7,1 of 1  0 of 0,1 of 1  0 of 0,3 of 6  0 of 7,0 of 0  0 of 0,10 of 18  0 of 0
0,Ismail Naurdiev Chance Rencountre,0  0,21 of 43  4 of 24,48%  16%,56 of 82  48 of 112,2 of 2  2 of 8,100%  25%,0  0,1  4,0  0,21 of 43  4 of 24,13 of 32  1 of 17,8 of 11  2 of 6,0 of 0  1 of 1,13 of 32  3 of 18,7 of 10  1 of 1,1 of 1  0 of 5
