,Weight class,Method,Round,Time,location,date,fighturl,eventurl,winner,loser
4340,Light Heavyweight,KO/TKO  Punches,2,2:19,"Las Vegas, Nevada, USA",2008-12-27,http://ufcstats.com/fight-details/539eff1fe2fb39ba,http://ufcstats.com/event-details/23ab42947c1990e3,Matt Hamill,Reese Andy
4341,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2008-12-27,http://ufcstats.com/fight-details/f27bf6f21410547f,http://ufcstats.com/event-details/23ab42947c1990e3,Brad Blackburn,Ryo Chonan
4342,Heavyweight,KO/TKO  Kicks,1,2:36,"Las Vegas, Nevada, USA",2008-12-27,http://ufcstats.com/fight-details/8add23232cdb36ee,http://ufcstats.com/event-details/23ab42947c1990e3,Pat Barry,Dan Evensen
4343,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2008-12-13,http://ufcstats.com/fight-details/86b8419f22f398c0,http://ufcstats.com/event-details/ea398c802d9998ee,Efrain Escudero,Phillipe Nover
4344,Light Heavyweight,KO/TKO  Punch,1,2:18,"Las Vegas, Nevada, USA",2008-12-13,http://ufcstats.com/fight-details/e65da830a1928fe6,http://ufcstats.com/event-details/ea398c802d9998ee,Ryan Bader,Vinny Magalhaes
4345,Welterweight,KO/TKO  Kick,3,0:28,"Las Vegas, Nevada, USA",2008-12-13,http://ufcstats.com/fight-details/f7cd0a90da3be3b2,http://ufcstats.com/event-details/ea398c802d9998ee,Anthony Johnson,Kevin Burns
4346,Middleweight,KO/TKO  Elbow,1,2:18,"Las Vegas, Nevada, USA",2008-12-13,http://ufcstats.com/fight-details/0b58bd40373b1811,http://ufcstats.com/event-details/ea398c802d9998ee,Wilson Gouveia,Jason MacDonald
4347,Lightweight,SUB  Armbar,2,1:32,"Las Vegas, Nevada, USA",2008-12-13,http://ufcstats.com/fight-details/ec8ad2966a6816b3,http://ufcstats.com/event-details/ea398c802d9998ee,Junie Browning,David Kaplan
4348,Light Heavyweight,SUB  Kimura,2,3:27,"Las Vegas, Nevada, USA",2008-12-13,http://ufcstats.com/fight-details/edeba52fc9b2855f,http://ufcstats.com/event-details/ea398c802d9998ee,Krzysztof Soszynski,Shane Primm
4349,Light Heavyweight,SUB  Rear Naked Choke,1,1:27,"Las Vegas, Nevada, USA",2008-12-13,http://ufcstats.com/fight-details/59bd4e83d8f846ee,http://ufcstats.com/event-details/ea398c802d9998ee,Eliot Marshall,Jules Bruchez
4350,Light Heavyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2008-12-13,http://ufcstats.com/fight-details/09b36c7157770516,http://ufcstats.com/event-details/ea398c802d9998ee,Tom Lawlor,Kyle Kingsbury
4351,Lightweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA",2008-12-13,http://ufcstats.com/fight-details/52e07b6540fad19e,http://ufcstats.com/event-details/ea398c802d9998ee,Shane Nelson,George Roop
4352,Lightweight,SUB  Guillotine Choke,2,2:18,"Las Vegas, Nevada, USA",2008-12-13,http://ufcstats.com/fight-details/bacb62c4f2058fd8,http://ufcstats.com/event-details/ea398c802d9998ee,Rolando Delgado,John Polakowski
4353,Welterweight,KO/TKO  Punches,1,2:15,"Fayetteville, North Carolina, USA",2008-12-10,http://ufcstats.com/fight-details/11c3035dd9104e50,http://ufcstats.com/event-details/30cd319d39ee689b,Josh Koscheck,Yoshiyuki Yoshida
4354,Welterweight,KO/TKO  Punch,1,0:33,"Fayetteville, North Carolina, USA",2008-12-10,http://ufcstats.com/fight-details/0f235698600c962e,http://ufcstats.com/event-details/30cd319d39ee689b,Mike Swick,Jonathan Goulet
4355,Light Heavyweight,SUB  Armbar,1,4:04,"Fayetteville, North Carolina, USA",2008-12-10,http://ufcstats.com/fight-details/d8f64b001cd590fa,http://ufcstats.com/event-details/30cd319d39ee689b,Steve Cantwell,Razak Al-Hassan
4356,Middleweight,KO/TKO,2,5:00,"Fayetteville, North Carolina, USA",2008-12-10,http://ufcstats.com/fight-details/83406cd29d3c2d0f,http://ufcstats.com/event-details/30cd319d39ee689b,Tim Credeur,Nate Loughran
4357,Lightweight,U-DEC,3,5:00,"Fayetteville, North Carolina, USA",2008-12-10,http://ufcstats.com/fight-details/d90567f7d4372160,http://ufcstats.com/event-details/30cd319d39ee689b,Jim Miller,Matt Wiman
4358,Welterweight,U-DEC,3,5:00,"Fayetteville, North Carolina, USA",2008-12-10,http://ufcstats.com/fight-details/ecfe522e5f1e766b,http://ufcstats.com/event-details/30cd319d39ee689b,Luigi Fioravanti,Brodie Farber
4359,Welterweight,SUB  Rear Naked Choke,2,3:44,"Fayetteville, North Carolina, USA",2008-12-10,http://ufcstats.com/fight-details/44c9ca6a502db390,http://ufcstats.com/event-details/30cd319d39ee689b,Steve Bruno,Johnny Rees
4360,Welterweight,KO/TKO  Knees,1,1:49,"Fayetteville, North Carolina, USA",2008-12-10,http://ufcstats.com/fight-details/79298011365a6d90,http://ufcstats.com/event-details/30cd319d39ee689b,Ben Saunders,Brandon Wolff
4361,Lightweight,KO/TKO,2,0:20,"Fayetteville, North Carolina, USA",2008-12-10,http://ufcstats.com/fight-details/c4e16d57dd9a1b39,http://ufcstats.com/event-details/30cd319d39ee689b,Dale Hartt,Corey Hill
4362,Heavyweight,U-DEC,3,5:00,"Fayetteville, North Carolina, USA",2008-12-10,http://ufcstats.com/fight-details/2f736846aebbf12d,http://ufcstats.com/event-details/30cd319d39ee689b,Justin McCully,Eddie Sanchez
4363,Heavyweight,KO/TKO  Punches,2,3:07,"Las Vegas, Nevada, USA",2008-11-15,http://ufcstats.com/fight-details/75577b11361cb645,http://ufcstats.com/event-details/a2b06ca02bca14c0,Brock Lesnar,Randy Couture
4364,Lightweight,SUB  Rear Naked Choke,1,4:03,"Las Vegas, Nevada, USA",2008-11-15,http://ufcstats.com/fight-details/821c27f0dbb27e86,http://ufcstats.com/event-details/a2b06ca02bca14c0,Kenny Florian,Joe Stevenson
4365,Welterweight,SUB  Armbar,1,3:59,"Las Vegas, Nevada, USA",2008-11-15,http://ufcstats.com/fight-details/c739195deef32b45,http://ufcstats.com/event-details/a2b06ca02bca14c0,Dustin Hazelett,Tamdan McCrory
4366,Heavyweight,KO/TKO  Punch,1,1:01,"Las Vegas, Nevada, USA",2008-11-15,http://ufcstats.com/fight-details/e94d7bfb0c92e30d,http://ufcstats.com/event-details/a2b06ca02bca14c0,Gabriel Gonzaga,Josh Hendricks
4367,Middleweight,SUB  Rear Naked Choke,1,2:13,"Las Vegas, Nevada, USA",2008-11-15,http://ufcstats.com/fight-details/bfd846ad4d597bbb,http://ufcstats.com/event-details/a2b06ca02bca14c0,Demian Maia,Nate Quarry
4368,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2008-11-15,http://ufcstats.com/fight-details/958bd435389dd12a,http://ufcstats.com/event-details/a2b06ca02bca14c0,Aaron Riley,Jorge Gurgel
4369,Lightweight,KO/TKO  Punch,3,0:39,"Las Vegas, Nevada, USA",2008-11-15,http://ufcstats.com/fight-details/9e99536eae6d709b,http://ufcstats.com/event-details/a2b06ca02bca14c0,Jeremy Stephens,Rafael Dos Anjos
4370,Lightweight,SUB  Rear Naked Choke,3,3:16,"Las Vegas, Nevada, USA",2008-11-15,http://ufcstats.com/fight-details/8191b8edfde3b9c3,http://ufcstats.com/event-details/a2b06ca02bca14c0,Mark Bocek,Alvin Robinson
4371,Welterweight,SUB  Armbar,2,0:57,"Las Vegas, Nevada, USA",2008-11-15,http://ufcstats.com/fight-details/b34fb9e15fbd6b3b,http://ufcstats.com/event-details/a2b06ca02bca14c0,Matt Brown,Ryan Thomas
4372,Middleweight,KO/TKO,3,0:39,"Rosemont, Illinois, USA",2008-10-25,http://ufcstats.com/fight-details/2281dea0c5903a2f,http://ufcstats.com/event-details/c670aa48827d6be6,Anderson Silva,Patrick Cote
4373,Welterweight,U-DEC,3,5:00,"Rosemont, Illinois, USA",2008-10-25,http://ufcstats.com/fight-details/64da1f4774624b72,http://ufcstats.com/event-details/c670aa48827d6be6,Thiago Alves,Josh Koscheck
4374,Lightweight,U-DEC,3,5:00,"Rosemont, Illinois, USA",2008-10-25,http://ufcstats.com/fight-details/27868eac1d141498,http://ufcstats.com/event-details/c670aa48827d6be6,Gray Maynard,Rich Clementi
4375,Heavyweight,KO/TKO  Punch,1,1:21,"Rosemont, Illinois, USA",2008-10-25,http://ufcstats.com/fight-details/af4cbb9072814a86,http://ufcstats.com/event-details/c670aa48827d6be6,Junior Dos Santos,Fabricio Werdum
4376,Lightweight,U-DEC,3,5:00,"Rosemont, Illinois, USA",2008-10-25,http://ufcstats.com/fight-details/d5a0e8c67ed8abe0,http://ufcstats.com/event-details/c670aa48827d6be6,Sean Sherk,Tyson Griffin
4377,Middleweight,SUB  Rear Naked Choke,1,1:18,"Rosemont, Illinois, USA",2008-10-25,http://ufcstats.com/fight-details/3feb2a8de9cf37da,http://ufcstats.com/event-details/c670aa48827d6be6,Thales Leites,Drew McFedries
4378,Lightweight,SUB  Triangle Choke,3,3:56,"Rosemont, Illinois, USA",2008-10-25,http://ufcstats.com/fight-details/80fd1902547e0744,http://ufcstats.com/event-details/c670aa48827d6be6,Spencer Fisher,Shannon Gugerty
4379,Middleweight,U-DEC,3,5:00,"Rosemont, Illinois, USA",2008-10-25,http://ufcstats.com/fight-details/34d1bfdde8ea3e11,http://ufcstats.com/event-details/c670aa48827d6be6,Dan Miller,Matt Horwich
4380,Lightweight,U-DEC,3,5:00,"Rosemont, Illinois, USA",2008-10-25,http://ufcstats.com/fight-details/854c64fe481e65ee,http://ufcstats.com/event-details/c670aa48827d6be6,Hermes Franca,Marcus Aurelio
4381,Welterweight,U-DEC,3,5:00,"Rosemont, Illinois, USA",2008-10-25,http://ufcstats.com/fight-details/cfbeeffd65101ae1,http://ufcstats.com/event-details/c670aa48827d6be6,Pete Sell,Joshua Burkman
4382,Middleweight,U-DEC,3,5:00,"Birmingham, England, United Kingdom",2008-10-18,http://ufcstats.com/fight-details/1776c84e3d22d7cc,http://ufcstats.com/event-details/312f47c3d2f83ffa,Michael Bisping,Chris Leben
4383,Light Heavyweight,S-DEC,3,5:00,"Birmingham, England, United Kingdom",2008-10-18,http://ufcstats.com/fight-details/01d71345ba7ea6f9,http://ufcstats.com/event-details/312f47c3d2f83ffa,Keith Jardine,Brandon Vera
4384,Light Heavyweight,KO/TKO  Punches,2,4:15,"Birmingham, England, United Kingdom",2008-10-18,http://ufcstats.com/fight-details/781017bfa44d4058,http://ufcstats.com/event-details/312f47c3d2f83ffa,Luiz Cane,Rameau Thierry Sokoudjou
4385,Welterweight,U-DEC,3,5:00,"Birmingham, England, United Kingdom",2008-10-18,http://ufcstats.com/fight-details/f24db9d7c3636a2a,http://ufcstats.com/event-details/312f47c3d2f83ffa,Chris Lytle,Paul Taylor
4386,Welterweight,SUB  Guillotine Choke,2,2:16,"Birmingham, England, United Kingdom",2008-10-18,http://ufcstats.com/fight-details/cc9cabc1fc747aaf,http://ufcstats.com/event-details/312f47c3d2f83ffa,Marcus Davis,Paul Kelly
4387,Welterweight,S-DEC,3,5:00,"Birmingham, England, United Kingdom",2008-10-18,http://ufcstats.com/fight-details/0510d12ad43ede89,http://ufcstats.com/event-details/312f47c3d2f83ffa,Dan Hardy,Akihiro Gono
4388,Heavyweight,KO/TKO  Punches,1,1:31,"Birmingham, England, United Kingdom",2008-10-18,http://ufcstats.com/fight-details/550daf3853d050ba,http://ufcstats.com/event-details/312f47c3d2f83ffa,Shane Carwin,Neil Wain
4389,Lightweight,U-DEC,3,5:00,"Birmingham, England, United Kingdom",2008-10-18,http://ufcstats.com/fight-details/194f8d501f318ada,http://ufcstats.com/event-details/312f47c3d2f83ffa,David Bielkheden,Jess Liaudin
4390,Lightweight,U-DEC,3,5:00,"Birmingham, England, United Kingdom",2008-10-18,http://ufcstats.com/fight-details/cd5336ef8b2329f4,http://ufcstats.com/event-details/312f47c3d2f83ffa,Terry Etim,Sam Stout
4391,Lightweight,SUB  Rear Naked Choke,3,3:19,"Birmingham, England, United Kingdom",2008-10-18,http://ufcstats.com/fight-details/9b8c29f50d452025,http://ufcstats.com/event-details/312f47c3d2f83ffa,Jim Miller,David Baron
4392,Lightweight,SUB  Rear Naked Choke,3,1:47,"Birmingham, England, United Kingdom",2008-10-18,http://ufcstats.com/fight-details/757c11f17278b06a,http://ufcstats.com/event-details/312f47c3d2f83ffa,Per Eklund,Samy Schiavo
4393,Lightweight,S-DEC,3,5:00,"Omaha, Nebraska, USA",2008-09-17,http://ufcstats.com/fight-details/9fc232c3829a1ef0,http://ufcstats.com/event-details/279093302a6f44b3,Nate Diaz,Josh Neer
4394,Lightweight,U-DEC,3,5:00,"Omaha, Nebraska, USA",2008-09-17,http://ufcstats.com/fight-details/d460961065f1198b,http://ufcstats.com/event-details/279093302a6f44b3,Clay Guida,Mac Danzig
4395,Middleweight,S-DEC,3,5:00,"Omaha, Nebraska, USA",2008-09-17,http://ufcstats.com/fight-details/3818a33c9103c88f,http://ufcstats.com/event-details/279093302a6f44b3,Alan Belcher,Ed Herman
4396,Light Heavyweight,SUB  Arm Triangle,1,4:53,"Omaha, Nebraska, USA",2008-09-17,http://ufcstats.com/fight-details/505d3d9b006014c8,http://ufcstats.com/event-details/279093302a6f44b3,Eric Schafer,Houston Alexander
4397,Middleweight,KO/TKO  Kick,1,1:27,"Omaha, Nebraska, USA",2008-09-17,http://ufcstats.com/fight-details/830bf05d0ee635a1,http://ufcstats.com/event-details/279093302a6f44b3,Alessio Sakara,Joe Vedepo
4398,Middleweight,SUB  Armbar,2,2:04,"Omaha, Nebraska, USA",2008-09-17,http://ufcstats.com/fight-details/43e8fcd8e4d015fb,http://ufcstats.com/event-details/279093302a6f44b3,Wilson Gouveia,Ryan Jensen
4399,Lightweight,KO/TKO  Punches,2,1:34,"Omaha, Nebraska, USA",2008-09-17,http://ufcstats.com/fight-details/f6ea148cfeb1aaf7,http://ufcstats.com/event-details/279093302a6f44b3,Joe Lauzon,Kyle Bradley
4400,Light Heavyweight,KO/TKO  Punches,2,2:54,"Omaha, Nebraska, USA",2008-09-17,http://ufcstats.com/fight-details/d23b05f33b741c47,http://ufcstats.com/event-details/279093302a6f44b3,Jason Brilz,Brad Morris
4401,Middleweight,SUB  Kimura,1,1:28,"Omaha, Nebraska, USA",2008-09-17,http://ufcstats.com/fight-details/2822226962195259,http://ufcstats.com/event-details/279093302a6f44b3,Mike Massenzio,Drew McFedries
4402,Middleweight,SUB  Rear Naked Choke,1,1:27,"Omaha, Nebraska, USA",2008-09-17,http://ufcstats.com/fight-details/1992dcae0699200e,http://ufcstats.com/event-details/279093302a6f44b3,Dan Miller,Rob Kimmons
4403,Light Heavyweight,KO/TKO  Punch,2,1:51,"Atlanta, Georgia, USA",2008-09-06,http://ufcstats.com/fight-details/3e126f482e9a84b8,http://ufcstats.com/event-details/0db70ca89e1c7374,Rashad Evans,Chuck Liddell
4404,Light Heavyweight,KO/TKO  Kick,3,0:39,"Atlanta, Georgia, USA",2008-09-06,http://ufcstats.com/fight-details/c5574b79e31a1b2b,http://ufcstats.com/event-details/0db70ca89e1c7374,Rich Franklin,Matt Hamill
4405,Middleweight,U-DEC,3,5:00,"Atlanta, Georgia, USA",2008-09-06,http://ufcstats.com/fight-details/a34dc525a16ce375,http://ufcstats.com/event-details/0db70ca89e1c7374,Dan Henderson,Rousimar Palhares
4406,Middleweight,KO/TKO  Punches,1,1:22,"Atlanta, Georgia, USA",2008-09-06,http://ufcstats.com/fight-details/b74ecc368d3ecbc4,http://ufcstats.com/event-details/0db70ca89e1c7374,Nate Marquardt,Martin Kampmann
4407,Welterweight,S-DEC,3,5:00,"Atlanta, Georgia, USA",2008-09-06,http://ufcstats.com/fight-details/cafb86764ea92268,http://ufcstats.com/event-details/0db70ca89e1c7374,Dong Hyun Kim,Matt Brown
4408,Lightweight,U-DEC,3,5:00,"Atlanta, Georgia, USA",2008-09-06,http://ufcstats.com/fight-details/976f7f5e7537c62b,http://ufcstats.com/event-details/0db70ca89e1c7374,Kurt Pellegrino,Thiago Tavares
4409,Light Heavyweight,KO/TKO  Punches,1,2:03,"Atlanta, Georgia, USA",2008-09-06,http://ufcstats.com/fight-details/0568994b8323d640,http://ufcstats.com/event-details/0db70ca89e1c7374,Tim Boetsch,Michael Patt
4410,Middleweight,SUB  Rear Naked Choke,2,1:20,"Atlanta, Georgia, USA",2008-09-06,http://ufcstats.com/fight-details/81734d11cb6a8ebb,http://ufcstats.com/event-details/0db70ca89e1c7374,Jason MacDonald,Jason Lambert
4411,Welterweight,S-DEC,3,5:00,"Atlanta, Georgia, USA",2008-09-06,http://ufcstats.com/fight-details/9a596aaa2b9a18db,http://ufcstats.com/event-details/0db70ca89e1c7374,Ryo Chonan,Roan Carneiro
4412,Welterweight,U-DEC,5,5:00,"Minneapolis, Minnesota, USA",2008-08-09,http://ufcstats.com/fight-details/a23b4817f0b773c8,http://ufcstats.com/event-details/19ffeb5e3fffd6d5,Georges St-Pierre,Jon Fitch
4413,Heavyweight,U-DEC,3,5:00,"Minneapolis, Minnesota, USA",2008-08-09,http://ufcstats.com/fight-details/b2013a8b4ed68c8d,http://ufcstats.com/event-details/19ffeb5e3fffd6d5,Brock Lesnar,Heath Herring
4414,Lightweight,KO/TKO  Punch,1,0:12,"Minneapolis, Minnesota, USA",2008-08-09,http://ufcstats.com/fight-details/e915c1987050eac8,http://ufcstats.com/event-details/19ffeb5e3fffd6d5,Rob Emerson,Manvel Gamburyan
4415,Lightweight,U-DEC,3,5:00,"Minneapolis, Minnesota, USA",2008-08-09,http://ufcstats.com/fight-details/c2fd7ee22721846c,http://ufcstats.com/event-details/19ffeb5e3fffd6d5,Kenny Florian,Roger Huerta
4416,Middleweight,SUB  Rear Naked Choke,3,2:44,"Minneapolis, Minnesota, USA",2008-08-09,http://ufcstats.com/fight-details/31362d9ea15127b2,http://ufcstats.com/event-details/19ffeb5e3fffd6d5,Demian Maia,Jason MacDonald
4417,Welterweight,U-DEC,3,5:00,"Minneapolis, Minnesota, USA",2008-08-09,http://ufcstats.com/fight-details/e2a61ec3bc83da98,http://ufcstats.com/event-details/19ffeb5e3fffd6d5,Tamdan McCrory,Luke Cummo
4418,Heavyweight,KO/TKO  Punch,1,4:55,"Minneapolis, Minnesota, USA",2008-08-09,http://ufcstats.com/fight-details/4f7a7a0b67f085b3,http://ufcstats.com/event-details/19ffeb5e3fffd6d5,Cheick Kongo,Dan Evensen
4419,Light Heavyweight,U-DEC,3,5:00,"Minneapolis, Minnesota, USA",2008-08-09,http://ufcstats.com/fight-details/c5e0e4ee11903076,http://ufcstats.com/event-details/19ffeb5e3fffd6d5,Jon Jones,Andre Gusmao
4420,Welterweight,U-DEC,3,5:00,"Minneapolis, Minnesota, USA",2008-08-09,http://ufcstats.com/fight-details/c92a4fe402579c49,http://ufcstats.com/event-details/19ffeb5e3fffd6d5,Chris Wilson,Steve Bruno
4421,Welterweight,SUB  Armbar,2,2:28,"Minneapolis, Minnesota, USA",2008-08-09,http://ufcstats.com/fight-details/204fe39cf94f45dc,http://ufcstats.com/event-details/19ffeb5e3fffd6d5,Ben Saunders,Ryan Thomas
4422,Light Heavyweight,KO/TKO  Punch,1,1:01,"Las Vegas, Nevada, USA",2008-07-19,http://ufcstats.com/fight-details/4eafb2657c3781f5,http://ufcstats.com/event-details/46f11d15c0134fe3,Anderson Silva,James Irvin
4423,Light Heavyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2008-07-19,http://ufcstats.com/fight-details/512f2d10f92d0d36,http://ufcstats.com/event-details/46f11d15c0134fe3,Brandon Vera,Reese Andy
4424,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2008-07-19,http://ufcstats.com/fight-details/9f14f080b08e6869,http://ufcstats.com/event-details/46f11d15c0134fe3,Frankie Edgar,Hermes Franca
4425,Heavyweight,KO/TKO  Punches,1,2:02,"Las Vegas, Nevada, USA",2008-07-19,http://ufcstats.com/fight-details/333c9e6f3cc8f91e,http://ufcstats.com/event-details/46f11d15c0134fe3,Cain Velasquez,Jake O'Brien
4426,Welterweight,KO/TKO,3,3:35,"Las Vegas, Nevada, USA",2008-07-19,http://ufcstats.com/fight-details/51ae1d8a663ae1fe,http://ufcstats.com/event-details/46f11d15c0134fe3,Kevin Burns,Anthony Johnson
4427,Middleweight,SUB  Peruvian Necktie,1,3:58,"Las Vegas, Nevada, USA",2008-07-19,http://ufcstats.com/fight-details/403bed9fe983b10a,http://ufcstats.com/event-details/46f11d15c0134fe3,CB Dollaway,Jesse Taylor
4428,Middleweight,KO/TKO  Punches,1,1:54,"Las Vegas, Nevada, USA",2008-07-19,http://ufcstats.com/fight-details/b9b8509c568dc144,http://ufcstats.com/event-details/46f11d15c0134fe3,Tim Credeur,Cale Yarbrough
4429,Welterweight,KO/TKO  Kick,1,1:37,"Las Vegas, Nevada, USA",2008-07-19,http://ufcstats.com/fight-details/82f2afc6d7db44f3,http://ufcstats.com/event-details/46f11d15c0134fe3,Rory Markham,Brodie Farber
4430,Middleweight,SUB  Triangle Choke,1,4:21,"Las Vegas, Nevada, USA",2008-07-19,http://ufcstats.com/fight-details/f8b6468621db85ca,http://ufcstats.com/event-details/46f11d15c0134fe3,Nate Loughran,Johnny Rees
4431,Welterweight,KO/TKO  Punches,2,2:29,"Las Vegas, Nevada, USA",2008-07-19,http://ufcstats.com/fight-details/62f487635d7a9bb0,http://ufcstats.com/event-details/46f11d15c0134fe3,Brad Blackburn,James Giboo
4432,Lightweight,SUB  Rear Naked Choke,1,3:33,"Las Vegas, Nevada, USA",2008-07-19,http://ufcstats.com/fight-details/8d26509990b6e518,http://ufcstats.com/event-details/46f11d15c0134fe3,Shannon Gugerty,Dale Hartt
4433,Light Heavyweight,U-DEC,5,5:00,"Las Vegas, Nevada, USA",2008-07-05,http://ufcstats.com/fight-details/ae674ec42bd0a979,http://ufcstats.com/event-details/bf12aca029bfcc47,Forrest Griffin,Rampage Jackson
4434,Middleweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA",2008-07-05,http://ufcstats.com/fight-details/6760e48a36571feb,http://ufcstats.com/event-details/bf12aca029bfcc47,Patrick Cote,Ricardo Almeida
4435,Lightweight,SUB  Guillotine Choke,2,2:57,"Las Vegas, Nevada, USA",2008-07-05,http://ufcstats.com/fight-details/51b0cc51799e7d5d,http://ufcstats.com/event-details/bf12aca029bfcc47,Joe Stevenson,Gleison Tibau
4436,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2008-07-05,http://ufcstats.com/fight-details/ac82d28aaa5faaf0,http://ufcstats.com/event-details/bf12aca029bfcc47,Josh Koscheck,Chris Lytle
4437,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2008-07-05,http://ufcstats.com/fight-details/61f0ceb980c1ae81,http://ufcstats.com/event-details/bf12aca029bfcc47,Tyson Griffin,Marcus Aurelio
4438,Heavyweight,SUB  Kimura,1,1:57,"Las Vegas, Nevada, USA",2008-07-05,http://ufcstats.com/fight-details/bbe3d2a2ad8d204e,http://ufcstats.com/event-details/bf12aca029bfcc47,Gabriel Gonzaga,Justin McCully
4439,Lightweight,SUB  Triangle Choke,3,4:48,"Las Vegas, Nevada, USA",2008-07-05,http://ufcstats.com/fight-details/66f0238fac31130f,http://ufcstats.com/event-details/bf12aca029bfcc47,Cole Miller,Jorge Gurgel
4440,Lightweight,KO/TKO  Punches,1,0:36,"Las Vegas, Nevada, USA",2008-07-05,http://ufcstats.com/fight-details/13858ffdaaef5671,http://ufcstats.com/event-details/bf12aca029bfcc47,Melvin Guillard,Dennis Siver
4441,Lightweight,SUB  Rear Naked Choke,2,3:57,"Las Vegas, Nevada, USA",2008-07-05,http://ufcstats.com/fight-details/bcefcb29bec709d6,http://ufcstats.com/event-details/bf12aca029bfcc47,Justin Buchholz,Corey Hill
4442,Middleweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA",2008-06-21,http://ufcstats.com/fight-details/98b1ee14ad4ea1c6,http://ufcstats.com/event-details/2299605af59fd309,Kendall Grove,Evan Tanner
4443,Middleweight,SUB  Armbar,1,3:02,"Las Vegas, Nevada, USA",2008-06-21,http://ufcstats.com/fight-details/0064bbc554d85421,http://ufcstats.com/event-details/2299605af59fd309,Amir Sadollah,CB Dollaway
4444,Welterweight,KO/TKO  Flying Knee,3,4:07,"Las Vegas, Nevada, USA",2008-06-21,http://ufcstats.com/fight-details/31c2d8648b06a001,http://ufcstats.com/event-details/2299605af59fd309,Diego Sanchez,Luigi Fioravanti
4445,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2008-06-21,http://ufcstats.com/fight-details/7ddaf46a81b7e616,http://ufcstats.com/event-details/2299605af59fd309,Spencer Fisher,Jeremy Stephens
4446,Middleweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2008-06-21,http://ufcstats.com/fight-details/61d89b0cb175430c,http://ufcstats.com/event-details/2299605af59fd309,Matthew Riddle,Dante Rivera
4447,Welterweight,SUB  Armbar,2,4:46,"Las Vegas, Nevada, USA",2008-06-21,http://ufcstats.com/fight-details/688c8b695e521ce8,http://ufcstats.com/event-details/2299605af59fd309,Dustin Hazelett,Joshua Burkman
4448,Middleweight,KO/TKO  Punches,1,1:08,"Las Vegas, Nevada, USA",2008-06-21,http://ufcstats.com/fight-details/98a1121ffbc47657,http://ufcstats.com/event-details/2299605af59fd309,Drew McFedries,Marvin Eastman
4449,Welterweight,KO/TKO  Punches,2,3:40,"Las Vegas, Nevada, USA",2008-06-21,http://ufcstats.com/fight-details/6aee27cc2610b56a,http://ufcstats.com/event-details/2299605af59fd309,Matt Brown,Matt Arroyo
4450,Middleweight,SUB  Guillotine Choke,1,3:52,"Las Vegas, Nevada, USA",2008-06-21,http://ufcstats.com/fight-details/5288ef3edf1eda6e,http://ufcstats.com/event-details/2299605af59fd309,Dean Lister,Jeremy Horn
4451,Middleweight,SUB  Guillotine Choke,1,3:58,"Las Vegas, Nevada, USA",2008-06-21,http://ufcstats.com/fight-details/0700b74037329215,http://ufcstats.com/event-details/2299605af59fd309,Rob Kimmons,Rob Yundt
4452,Welterweight,KO/TKO  Flying Knee,2,1:02,"London, England, United Kingdom",2008-06-07,http://ufcstats.com/fight-details/b3a3341a5db2d484,http://ufcstats.com/event-details/2efbc83a6b9b7f86,Thiago Alves,Matt Hughes
4453,Middleweight,KO/TKO  Punches,1,3:42,"London, England, United Kingdom",2008-06-07,http://ufcstats.com/fight-details/761681c1ab0fdead,http://ufcstats.com/event-details/2efbc83a6b9b7f86,Michael Bisping,Jason Day
4454,Welterweight,U-DEC,3,5:00,"London, England, United Kingdom",2008-06-07,http://ufcstats.com/fight-details/ff872fa3e9ec32a9,http://ufcstats.com/event-details/2efbc83a6b9b7f86,Mike Swick,Marcus Davis
4455,Middleweight,S-DEC,3,5:00,"London, England, United Kingdom",2008-06-07,http://ufcstats.com/fight-details/171007deb1cc56aa,http://ufcstats.com/event-details/2efbc83a6b9b7f86,Thales Leites,Nate Marquardt
4456,Heavyweight,KO/TKO  Punches,1,4:40,"London, England, United Kingdom",2008-06-07,http://ufcstats.com/fight-details/0fe3681eb934bdc3,http://ufcstats.com/event-details/2efbc83a6b9b7f86,Fabricio Werdum,Brandon Vera
4457,Middleweight,SUB  Guillotine Choke,1,2:44,"London, England, United Kingdom",2008-06-07,http://ufcstats.com/fight-details/4a482ad5b021bb25,http://ufcstats.com/event-details/2efbc83a6b9b7f86,Martin Kampmann,Jorge Rivera
4458,Lightweight,KO/TKO  Punches,2,1:57,"London, England, United Kingdom",2008-06-07,http://ufcstats.com/fight-details/94f880f25dd011cd,http://ufcstats.com/event-details/2efbc83a6b9b7f86,Matt Wiman,Thiago Tavares
