,Weight class,Method,Round,Time,location,date,fighturl,eventurl,winner,loser
4459,Welterweight,SUB  Triangle Choke,2,3:50,"London, England, United Kingdom",2008-06-07,http://ufcstats.com/fight-details/f8f73efa2d4cc566,http://ufcstats.com/event-details/2efbc83a6b9b7f86,Kevin Burns,Roan Carneiro
4460,Light Heavyweight,KO/TKO  Punches,1,2:07,"London, England, United Kingdom",2008-06-07,http://ufcstats.com/fight-details/b976eb99de0f63ca,http://ufcstats.com/event-details/2efbc83a6b9b7f86,Luiz Cane,Jason Lambert
4461,Welterweight,S-DEC,3,5:00,"London, England, United Kingdom",2008-06-07,http://ufcstats.com/fight-details/96c95cff535291d9,http://ufcstats.com/event-details/2efbc83a6b9b7f86,Paul Taylor,Jess Liaudin
4462,Heavyweight,KO/TKO  Punch,2,4:15,"London, England, United Kingdom",2008-06-07,http://ufcstats.com/fight-details/8a8400c6c42df59a,http://ufcstats.com/event-details/2efbc83a6b9b7f86,Antoni Hardonk,Eddie Sanchez
4463,Lightweight,KO/TKO  Flying Knee,3,5:00,"Las Vegas, Nevada, USA",2008-05-24,http://ufcstats.com/fight-details/c9d3ccbfef600989,http://ufcstats.com/event-details/2549d63da9c456cb,BJ Penn,Sean Sherk
4464,Light Heavyweight,KO/TKO  Punch,1,0:36,"Las Vegas, Nevada, USA",2008-05-24,http://ufcstats.com/fight-details/6baa381a75582d98,http://ufcstats.com/event-details/2549d63da9c456cb,Wanderlei Silva,Keith Jardine
4465,Light Heavyweight,KO/TKO  Punch,2,3:15,"Las Vegas, Nevada, USA",2008-05-24,http://ufcstats.com/fight-details/c5bef3da17e595ee,http://ufcstats.com/event-details/2549d63da9c456cb,Goran Reljic,Wilson Gouveia
4466,Light Heavyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2008-05-24,http://ufcstats.com/fight-details/bd5edc0bfa0db8c8,http://ufcstats.com/event-details/2549d63da9c456cb,Lyoto Machida,Tito Ortiz
4467,Light Heavyweight,KO/TKO  Punches,1,2:24,"Las Vegas, Nevada, USA",2008-05-24,http://ufcstats.com/fight-details/e57d1260201e5101,http://ufcstats.com/event-details/2549d63da9c456cb,Thiago Silva,Antonio Mendes
4468,Middleweight,SUB  Armbar,1,2:36,"Las Vegas, Nevada, USA",2008-05-24,http://ufcstats.com/fight-details/03d30a534dee8ac5,http://ufcstats.com/event-details/2549d63da9c456cb,Rousimar Palhares,Ivan Salaverry
4469,Light Heavyweight,KO/TKO,1,5:00,"Las Vegas, Nevada, USA",2008-05-24,http://ufcstats.com/fight-details/004b9368337d3cd6,http://ufcstats.com/event-details/2549d63da9c456cb,Rameau Thierry Sokoudjou,Kazuhiro Nakamura
4470,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2008-05-24,http://ufcstats.com/fight-details/02d2da0420fbdd39,http://ufcstats.com/event-details/2549d63da9c456cb,Rich Clementi,Terry Etim
4471,Welterweight,SUB  Anaconda Choke,1,0:56,"Las Vegas, Nevada, USA",2008-05-24,http://ufcstats.com/fight-details/b376a6fb0ca4862e,http://ufcstats.com/event-details/2549d63da9c456cb,Yoshiyuki Yoshida,Jon Koppenhaver
4472,Welterweight,KO/TKO  Elbows,3,0:25,"Las Vegas, Nevada, USA",2008-05-24,http://ufcstats.com/fight-details/1d00497a573d7f4c,http://ufcstats.com/event-details/2549d63da9c456cb,Dong Hyun Kim,Jason Tan
4473,Heavyweight,KO/TKO  Punch,1,0:44,"Las Vegas, Nevada, USA",2008-05-24,http://ufcstats.com/fight-details/628d02b6046d5f73,http://ufcstats.com/event-details/2549d63da9c456cb,Shane Carwin,Christian Wellisch
4474,Welterweight,KO/TKO  Knees,2,4:45,"Montreal, Quebec, Canada",2008-04-19,http://ufcstats.com/fight-details/67948da92e6c9bdc,http://ufcstats.com/event-details/ad047e3073a775f3,Georges St-Pierre,Matt Serra
4475,Middleweight,KO/TKO  Punches,2,3:01,"Montreal, Quebec, Canada",2008-04-19,http://ufcstats.com/fight-details/6ae2cd7feede5a33,http://ufcstats.com/event-details/ad047e3073a775f3,Rich Franklin,Travis Lutter
4476,Middleweight,U-DEC,3,5:00,"Montreal, Quebec, Canada",2008-04-19,http://ufcstats.com/fight-details/b675c94f20551631,http://ufcstats.com/event-details/ad047e3073a775f3,Nate Quarry,Kalib Starnes
4477,Middleweight,KO/TKO  Knees,1,5:00,"Montreal, Quebec, Canada",2008-04-19,http://ufcstats.com/fight-details/8153c30fad5b2ad8,http://ufcstats.com/event-details/ad047e3073a775f3,Michael Bisping,Charles McCarthy
4478,Lightweight,SUB  Rear Naked Choke,3,3:48,"Montreal, Quebec, Canada",2008-04-19,http://ufcstats.com/fight-details/df3b75809b7fe252,http://ufcstats.com/event-details/ad047e3073a775f3,Mac Danzig,Mark Bocek
4479,Middleweight,KO/TKO  Elbows,2,0:54,"Montreal, Quebec, Canada",2008-04-19,http://ufcstats.com/fight-details/96da5813683649f5,http://ufcstats.com/event-details/ad047e3073a775f3,Jason MacDonald,Joe Doerksen
4480,Middleweight,KO/TKO  Punches,1,3:58,"Montreal, Quebec, Canada",2008-04-19,http://ufcstats.com/fight-details/920194911d727a38,http://ufcstats.com/event-details/ad047e3073a775f3,Jason Day,Alan Belcher
4481,Middleweight,SUB  Triangle Choke,2,2:27,"Montreal, Quebec, Canada",2008-04-19,http://ufcstats.com/fight-details/af178adff964d854,http://ufcstats.com/event-details/ad047e3073a775f3,Demian Maia,Ed Herman
4482,Lightweight,S-DEC,3,5:00,"Montreal, Quebec, Canada",2008-04-19,http://ufcstats.com/fight-details/219bd976b8ca745d,http://ufcstats.com/event-details/ad047e3073a775f3,Rich Clementi,Sam Stout
4483,Heavyweight,KO/TKO  Punches,1,2:10,"Montreal, Quebec, Canada",2008-04-19,http://ufcstats.com/fight-details/eb1b371dfc37fcdb,http://ufcstats.com/event-details/ad047e3073a775f3,Cain Velasquez,Brad Morris
4484,Welterweight,KO/TKO  Punch,2,2:07,"Montreal, Quebec, Canada",2008-04-19,http://ufcstats.com/fight-details/be38ed9ccfe2ee03,http://ufcstats.com/event-details/ad047e3073a775f3,Jonathan Goulet,Kuniyoshi Hironaka
4485,Lightweight,KO/TKO  Punches,2,3:28,"Broomfield, Colorado, USA",2008-04-02,http://ufcstats.com/fight-details/362f78f23304c6f4,http://ufcstats.com/event-details/b9e871af730f826c,Kenny Florian,Joe Lauzon
4486,Lightweight,U-DEC,3,5:00,"Broomfield, Colorado, USA",2008-04-02,http://ufcstats.com/fight-details/190c61d5a67018b5,http://ufcstats.com/event-details/b9e871af730f826c,Gray Maynard,Frankie Edgar
4487,Welterweight,KO/TKO  Knees,2,0:24,"Broomfield, Colorado, USA",2008-04-02,http://ufcstats.com/fight-details/78f46acac9223859,http://ufcstats.com/event-details/b9e871af730f826c,Thiago Alves,Karo Parisyan
4488,Light Heavyweight,KO/TKO  Punches,2,1:25,"Broomfield, Colorado, USA",2008-04-02,http://ufcstats.com/fight-details/dbe6c361530958bc,http://ufcstats.com/event-details/b9e871af730f826c,Matt Hamill,Tim Boetsch
4489,Lightweight,SUB  Triangle Choke,2,3:06,"Broomfield, Colorado, USA",2008-04-02,http://ufcstats.com/fight-details/089dd2e0cc6395fa,http://ufcstats.com/event-details/b9e871af730f826c,Nate Diaz,Kurt Pellegrino
4490,Light Heavyweight,KO/TKO  Punches,1,0:08,"Broomfield, Colorado, USA",2008-04-02,http://ufcstats.com/fight-details/10b19bb48aadc6bd,http://ufcstats.com/event-details/b9e871af730f826c,James Irvin,Houston Alexander
4491,Lightweight,U-DEC,3,5:00,"Broomfield, Colorado, USA",2008-04-02,http://ufcstats.com/fight-details/9103686732816d77,http://ufcstats.com/event-details/b9e871af730f826c,Josh Neer,Din Thomas
4492,Lightweight,SUB  Armbar,1,0:16,"Broomfield, Colorado, USA",2008-04-02,http://ufcstats.com/fight-details/6ca284a75c21c2e0,http://ufcstats.com/event-details/b9e871af730f826c,Marcus Aurelio,Ryan Roberts
4493,Lightweight,SUB  Guillotine Choke,1,1:41,"Broomfield, Colorado, USA",2008-04-02,http://ufcstats.com/fight-details/b89dea8c3e6bba6f,http://ufcstats.com/event-details/b9e871af730f826c,Manvel Gamburyan,Jeff Cox
4494,Lightweight,KO/TKO  Punches,1,4:15,"Broomfield, Colorado, USA",2008-04-02,http://ufcstats.com/fight-details/f35b859289fba80e,http://ufcstats.com/event-details/b9e871af730f826c,Clay Guida,Samy Schiavo
4495,Welterweight,KO/TKO  Punches,2,2:24,"Broomfield, Colorado, USA",2008-04-02,http://ufcstats.com/fight-details/53e9e8fefa2c2f42,http://ufcstats.com/event-details/b9e871af730f826c,George Sotiropoulos,Roman Mitichyan
4496,Welterweight,KO/TKO  Punches,1,0:51,"Broomfield, Colorado, USA",2008-04-02,http://ufcstats.com/fight-details/30aa9b4d266eb622,http://ufcstats.com/event-details/b9e871af730f826c,Anthony Johnson,Tommy Speer
4497,Middleweight,SUB  Rear Naked Choke,2,4:52,"Columbus, Ohio, USA",2008-03-01,http://ufcstats.com/fight-details/a53b8686b748849f,http://ufcstats.com/event-details/598a58db87b890ee,Anderson Silva,Dan Henderson
4498,Heavyweight,S-DEC,3,5:00,"Columbus, Ohio, USA",2008-03-01,http://ufcstats.com/fight-details/65352762d807cd59,http://ufcstats.com/event-details/598a58db87b890ee,Heath Herring,Cheick Kongo
4499,Middleweight,KO/TKO  Punches,1,3:16,"Columbus, Ohio, USA",2008-03-01,http://ufcstats.com/fight-details/50325e08203fedbd,http://ufcstats.com/event-details/598a58db87b890ee,Chris Leben,Alessio Sakara
4500,Middleweight,KO/TKO  Knee,2,3:00,"Columbus, Ohio, USA",2008-03-01,http://ufcstats.com/fight-details/04476d021385a621,http://ufcstats.com/event-details/598a58db87b890ee,Yushin Okami,Evan Tanner
4501,Welterweight,U-DEC,3,5:00,"Columbus, Ohio, USA",2008-03-01,http://ufcstats.com/fight-details/029cd254fe02d4b8,http://ufcstats.com/event-details/598a58db87b890ee,Jon Fitch,Chris Wilson
4502,Heavyweight,KO/TKO  Punches,2,4:17,"Columbus, Ohio, USA",2008-03-01,http://ufcstats.com/fight-details/8b15591a73aa7eb0,http://ufcstats.com/event-details/598a58db87b890ee,Andrei Arlovski,Jake O'Brien
4503,Welterweight,U-DEC,3,5:00,"Columbus, Ohio, USA",2008-03-01,http://ufcstats.com/fight-details/5182daf3d8726f6d,http://ufcstats.com/event-details/598a58db87b890ee,Luigi Fioravanti,Luke Cummo
4504,Welterweight,KO/TKO  Kick,2,1:24,"Columbus, Ohio, USA",2008-03-01,http://ufcstats.com/fight-details/825aa322af15780a,http://ufcstats.com/event-details/598a58db87b890ee,Josh Koscheck,Dustin Hazelett
4505,Welterweight,KO/TKO  Punches,1,4:43,"Columbus, Ohio, USA",2008-03-01,http://ufcstats.com/fight-details/bcf49463525efbee,http://ufcstats.com/event-details/598a58db87b890ee,Diego Sanchez,David Bielkheden
4506,Lightweight,U-DEC,3,5:00,"Columbus, Ohio, USA",2008-03-01,http://ufcstats.com/fight-details/d036a7aeab47cf8c,http://ufcstats.com/event-details/598a58db87b890ee,Jorge Gurgel,John Halverson
4507,Heavyweight,SUB  Guillotine Choke,3,1:28,"Las Vegas, Nevada, USA",2008-02-02,http://ufcstats.com/fight-details/fc6d1396755692b4,http://ufcstats.com/event-details/597db668b01c442c,Minotauro Nogueira,Tim Sylvia
4508,Heavyweight,SUB  Kneebar,1,1:30,"Las Vegas, Nevada, USA",2008-02-02,http://ufcstats.com/fight-details/f0b42c9e55025ad3,http://ufcstats.com/event-details/597db668b01c442c,Frank Mir,Brock Lesnar
4509,Middleweight,SUB  Guillotine Choke,2,1:37,"Las Vegas, Nevada, USA",2008-02-02,http://ufcstats.com/fight-details/8f560a1fa19c122a,http://ufcstats.com/event-details/597db668b01c442c,Nate Marquardt,Jeremy Horn
4510,Middleweight,SUB  Guillotine Choke,1,1:08,"Las Vegas, Nevada, USA",2008-02-02,http://ufcstats.com/fight-details/96828ec042f211bf,http://ufcstats.com/event-details/597db668b01c442c,Ricardo Almeida,Rob Yundt
4511,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2008-02-02,http://ufcstats.com/fight-details/dd47c3359dc1b7d0,http://ufcstats.com/event-details/597db668b01c442c,Tyson Griffin,Gleison Tibau
4512,Welterweight,KO/TKO  Punches,1,0:33,"Las Vegas, Nevada, USA",2008-02-02,http://ufcstats.com/fight-details/bb6eacc986791dcd,http://ufcstats.com/event-details/597db668b01c442c,Chris Lytle,Kyle Bradley
4513,Light Heavyweight,KO/TKO  Punches,1,4:52,"Las Vegas, Nevada, USA",2008-02-02,http://ufcstats.com/fight-details/d9a8d19107d2bd9e,http://ufcstats.com/event-details/597db668b01c442c,Tim Boetsch,David Heath
4514,Middleweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2008-02-02,http://ufcstats.com/fight-details/7929542a0003799f,http://ufcstats.com/event-details/597db668b01c442c,Marvin Eastman,Terry Martin
4515,Lightweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA",2008-02-02,http://ufcstats.com/fight-details/c5f56797c68ecbeb,http://ufcstats.com/event-details/597db668b01c442c,Rob Emerson,Keita Nakamura
4516,Welterweight,M-DEC,3,5:00,"Las Vegas, Nevada, USA",2008-01-23,http://ufcstats.com/fight-details/20fc3b3ab2d2fecf,http://ufcstats.com/event-details/33e33d51f289d2a1,Mike Swick,Joshua Burkman
4517,Middleweight,KO/TKO  Punches,1,1:44,"Las Vegas, Nevada, USA",2008-01-23,http://ufcstats.com/fight-details/d470bb3cb98d9ed7,http://ufcstats.com/event-details/33e33d51f289d2a1,Patrick Cote,Drew McFedries
4518,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2008-01-23,http://ufcstats.com/fight-details/b5bef60f79b38e69,http://ufcstats.com/event-details/33e33d51f289d2a1,Thiago Tavares,Michihiro Omigawa
4519,Lightweight,SUB  Triangle Choke,1,3:39,"Las Vegas, Nevada, USA",2008-01-23,http://ufcstats.com/fight-details/d9decf169a2da676,http://ufcstats.com/event-details/33e33d51f289d2a1,Nate Diaz,Alvin Robinson
4520,Lightweight,KO/TKO  Punches,2,1:55,"Las Vegas, Nevada, USA",2008-01-23,http://ufcstats.com/fight-details/3957d820e11275f7,http://ufcstats.com/event-details/33e33d51f289d2a1,Kurt Pellegrino,Alberto Crane
4521,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2008-01-23,http://ufcstats.com/fight-details/804eff79a58ad250,http://ufcstats.com/event-details/33e33d51f289d2a1,Gray Maynard,Dennis Siver
4522,Lightweight,KO/TKO  Elbows,2,4:44,"Las Vegas, Nevada, USA",2008-01-23,http://ufcstats.com/fight-details/c4b0ef8f42eecbcc,http://ufcstats.com/event-details/33e33d51f289d2a1,Jeremy Stephens,Cole Miller
4523,Lightweight,KO/TKO  Punches,2,0:37,"Las Vegas, Nevada, USA",2008-01-23,http://ufcstats.com/fight-details/e1c333892d395a35,http://ufcstats.com/event-details/33e33d51f289d2a1,Corey Hill,Joe Veres
4524,Lightweight,SUB  Rear Naked Choke,1,2:56,"Las Vegas, Nevada, USA",2008-01-23,http://ufcstats.com/fight-details/fc0d77057ec806fe,http://ufcstats.com/event-details/33e33d51f289d2a1,Matt Wiman,Justin Buchholz
4525,Lightweight,SUB  Rear Naked Choke,2,4:02,"Newcastle, England, United Kingdom",2008-01-19,http://ufcstats.com/fight-details/d98d5a3800cd21fb,http://ufcstats.com/event-details/a24e080000fa7a35,BJ Penn,Joe Stevenson
4526,Heavyweight,KO/TKO  Punches,2,4:34,"Newcastle, England, United Kingdom",2008-01-19,http://ufcstats.com/fight-details/f9b600343a31227b,http://ufcstats.com/event-details/a24e080000fa7a35,Fabricio Werdum,Gabriel Gonzaga
4527,Welterweight,KO/TKO  Punch,1,1:04,"Newcastle, England, United Kingdom",2008-01-19,http://ufcstats.com/fight-details/524ce5c0d6db74bb,http://ufcstats.com/event-details/a24e080000fa7a35,Marcus Davis,Jess Liaudin
4528,Light Heavyweight,KO/TKO  Punch,2,0:37,"Newcastle, England, United Kingdom",2008-01-19,http://ufcstats.com/fight-details/0e37ea649c51fba9,http://ufcstats.com/event-details/a24e080000fa7a35,Wilson Gouveia,Jason Lambert
4529,Middleweight,KO/TKO  Punches,1,1:20,"Newcastle, England, United Kingdom",2008-01-19,http://ufcstats.com/fight-details/74c98716b4a74a3d,http://ufcstats.com/event-details/a24e080000fa7a35,Jorge Rivera,Kendall Grove
4530,Heavyweight,KO/TKO  Punch,1,0:17,"Newcastle, England, United Kingdom",2008-01-19,http://ufcstats.com/fight-details/26ad51050ea55600,http://ufcstats.com/event-details/a24e080000fa7a35,Antoni Hardonk,Colin Robinson
4531,Welterweight,U-DEC,3,5:00,"Newcastle, England, United Kingdom",2008-01-19,http://ufcstats.com/fight-details/cfca060f39db1742,http://ufcstats.com/event-details/a24e080000fa7a35,Paul Kelly,Paul Taylor
4532,Light Heavyweight,KO/TKO  Punches,1,1:30,"Newcastle, England, United Kingdom",2008-01-19,http://ufcstats.com/fight-details/1197b94bb4b56cc2,http://ufcstats.com/event-details/a24e080000fa7a35,Alessio Sakara,James Lee
4533,Lightweight,U-DEC,3,5:00,"Newcastle, England, United Kingdom",2008-01-19,http://ufcstats.com/fight-details/db68ff7bf2487971,http://ufcstats.com/event-details/a24e080000fa7a35,Sam Stout,Per Eklund
4534,Welterweight,SUB  Armbar,2,4:54,"Las Vegas, Nevada, USA",2007-12-29,http://ufcstats.com/fight-details/71e3272f7ebcca26,http://ufcstats.com/event-details/7269329bd87eb479,Georges St-Pierre,Matt Hughes
4535,Light Heavyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2007-12-29,http://ufcstats.com/fight-details/2c9ddc75869894c5,http://ufcstats.com/event-details/7269329bd87eb479,Chuck Liddell,Wanderlei Silva
4536,Heavyweight,KO/TKO  Punches,3,3:24,"Las Vegas, Nevada, USA",2007-12-29,http://ufcstats.com/fight-details/6d691b736d8c98b0,http://ufcstats.com/event-details/7269329bd87eb479,Eddie Sanchez,Soa Palelei
4537,Light Heavyweight,SUB  Arm Triangle,2,4:20,"Las Vegas, Nevada, USA",2007-12-29,http://ufcstats.com/fight-details/2886e831af3994b7,http://ufcstats.com/event-details/7269329bd87eb479,Lyoto Machida,Rameau Thierry Sokoudjou
4538,Lightweight,SUB  Rear Naked Choke,1,4:40,"Las Vegas, Nevada, USA",2007-12-29,http://ufcstats.com/fight-details/17404e252bdab9e7,http://ufcstats.com/event-details/7269329bd87eb479,Rich Clementi,Melvin Guillard
4539,Light Heavyweight,DQ,1,1:51,"Las Vegas, Nevada, USA",2007-12-29,http://ufcstats.com/fight-details/2b2a50d442da2b84,http://ufcstats.com/event-details/7269329bd87eb479,James Irvin,Luiz Cane
4540,Lightweight,SUB  Ankle Lock,1,1:31,"Las Vegas, Nevada, USA",2007-12-29,http://ufcstats.com/fight-details/478b0eaf22475be0,http://ufcstats.com/event-details/7269329bd87eb479,Manvel Gamburyan,Nate Mohr
4541,Middleweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2007-12-29,http://ufcstats.com/fight-details/afedd038b986cebc,http://ufcstats.com/event-details/7269329bd87eb479,Dean Lister,Jordan Radev
4542,Welterweight,KO/TKO  Punches,2,3:33,"Las Vegas, Nevada, USA",2007-12-29,http://ufcstats.com/fight-details/b03816c9ccd089d7,http://ufcstats.com/event-details/7269329bd87eb479,Roan Carneiro,Tony DeSouza
4543,Lightweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2007-12-29,http://ufcstats.com/fight-details/c1b59b145d064048,http://ufcstats.com/event-details/7269329bd87eb479,Mark Bocek,Doug Evans
4544,Lightweight,SUB  Rear Naked Choke,3,0:51,"Las Vegas, Nevada, USA",2007-12-08,http://ufcstats.com/fight-details/6ed5847dd874d2d2,http://ufcstats.com/event-details/df85d6ec3493d120,Roger Huerta,Clay Guida
4545,Welterweight,SUB  Rear Naked Choke,1,2:01,"Las Vegas, Nevada, USA",2007-12-08,http://ufcstats.com/fight-details/0fd639e6e28c51bb,http://ufcstats.com/event-details/df85d6ec3493d120,Mac Danzig,Tommy Speer
4546,Welterweight,KO/TKO  Punches,3,2:01,"Las Vegas, Nevada, USA",2007-12-08,http://ufcstats.com/fight-details/fc1f199c8ba32a19,http://ufcstats.com/event-details/df85d6ec3493d120,Jon Koppenhaver,Jared Rollins
4547,Welterweight,SUB  Rear Naked Choke,1,1:36,"Las Vegas, Nevada, USA",2007-12-08,http://ufcstats.com/fight-details/d1ce7361cb4e442b,http://ufcstats.com/event-details/df85d6ec3493d120,George Sotiropoulos,Billy Miles
4548,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA",2007-12-08,http://ufcstats.com/fight-details/7f47865cfb9b0d55,http://ufcstats.com/event-details/df85d6ec3493d120,Ben Saunders,Dan Barrera
4549,Welterweight,KO/TKO  Punch,1,4:20,"Las Vegas, Nevada, USA",2007-12-08,http://ufcstats.com/fight-details/f62c29310e1d6253,http://ufcstats.com/event-details/df85d6ec3493d120,Troy Mandaloniz,Richie Hightower
4550,Welterweight,SUB  Armbar,1,4:42,"Las Vegas, Nevada, USA",2007-12-08,http://ufcstats.com/fight-details/d3e37d1c95a5f382,http://ufcstats.com/event-details/df85d6ec3493d120,Matt Arroyo,John Kolosci
4551,Welterweight,SUB  Ankle Lock,1,0:23,"Las Vegas, Nevada, USA",2007-12-08,http://ufcstats.com/fight-details/759659ca9303c720,http://ufcstats.com/event-details/df85d6ec3493d120,Roman Mitichyan,Dorian Price
4552,Welterweight,SUB  Rear Naked Choke,1,4:42,"Las Vegas, Nevada, USA",2007-12-08,http://ufcstats.com/fight-details/e301a2c3a415cd33,http://ufcstats.com/event-details/df85d6ec3493d120,Jonathan Goulet,Paul Georgieff
4553,Light Heavyweight,S-DEC,3,5:00,"Newark, New Jersey, USA",2007-11-17,http://ufcstats.com/fight-details/0b217fc503bd0585,http://ufcstats.com/event-details/1d147d4163a6989b,Rashad Evans,Michael Bisping
4554,Light Heavyweight,KO/TKO  Punches,1,3:25,"Newark, New Jersey, USA",2007-11-17,http://ufcstats.com/fight-details/9d59ae86a2e6c444,http://ufcstats.com/event-details/1d147d4163a6989b,Thiago Silva,Houston Alexander
4555,Welterweight,U-DEC,3,5:00,"Newark, New Jersey, USA",2007-11-17,http://ufcstats.com/fight-details/04995619538ae939,http://ufcstats.com/event-details/1d147d4163a6989b,Karo Parisyan,Ryo Chonan
4556,Middleweight,KO/TKO  Punch,3,0:39,"Newark, New Jersey, USA",2007-11-17,http://ufcstats.com/fight-details/bdd782059be98dfb,http://ufcstats.com/event-details/1d147d4163a6989b,Ed Herman,Joe Doerksen
4557,Lightweight,U-DEC,3,5:00,"Newark, New Jersey, USA",2007-11-17,http://ufcstats.com/fight-details/0dddf7ec457caab3,http://ufcstats.com/event-details/1d147d4163a6989b,Frankie Edgar,Spencer Fisher
4558,Welterweight,KO/TKO,2,5:00,"Newark, New Jersey, USA",2007-11-17,http://ufcstats.com/fight-details/177201b1a7fa0dd0,http://ufcstats.com/event-details/1d147d4163a6989b,Thiago Alves,Chris Lytle
