,f1_odds,f2_odds,fight,f1,f2
2,2.05,1.9,Rony Jason vs Jeremy Kennedy,Rony Jason,Jeremy Kennedy
2,3.63,1.36,Garreth McLellan vs Paulo Costa,Garreth McLellan,Paulo Costa
2,2.33,1.71,Tyron Woodley vs Stephen Thompson,Tyron Woodley,Stephen Thompson
2,1.3,4.35,Lando Vannata vs David Teymur,Lando Vannata,David Teymur
2,1.49,4.35,Rashad Evans vs Daniel Kelly,Rashad Evans,Daniel Kelly
2,2.1,1.85,Amanda Cooper vs Cynthia Calvillo,Amanda Cooper,Cynthia Calvillo
2,1.77,2.25,Alistair Overeem vs Mark Hunt,Alistair Overeem,Mark Hunt
2,1.65,2.45,Marcin Tybura vs Luis Henrique,Marcin Tybura,Luis Henrique
2,1.16,6.53,Mirsad Bektic vs Darren Elkins,Mirsad Bektic,Darren Elkins
2,2.2,1.8,Yuri Alcantara vs Luke Sanders,Yuri Alcantara,Luke Sanders
2,2.3,1.74,Daniel Spitz vs Mark Godbeer,Daniel Spitz,Mark Godbeer
2,1.79,2.23,Tyson Pedro vs Paul Craig,Tyson Pedro,Paul Craig
2,1.77,2.2,Albert Morales vs Andre Soukhamthath,Albert Morales,Andre Soukhamthath
2,1.91,2.0,Derrick Lewis vs Travis Browne,Derrick Lewis,Travis Browne
2,1.9,2.1,Hector Lombard vs Johny Hendricks,Hector Lombard,Johny Hendricks
2,2.1,1.91,Elias Theodorou vs Cezar Ferreira,Elias Theodorou,Cezar Ferreira
2,2.5,1.62,Sam Sicilia vs Gavin Tucker,Sam Sicilia,Gavin Tucker
2,1.2,5.5,Sara McMann vs Gina Mazany,Sara McMann,Gina Mazany
2,4.2,1.29,Alex Ricci vs Paul Felder,Alex Ricci,Paul Felder
2,4.2,1.29,Nordine Taleb vs Santiago Ponzinibbio,Nordine Taleb,Santiago Ponzinibbio
2,1.37,3.5,Carla Esparza vs Randa Markos,Carla Esparza,Randa Markos
2,2.75,1.44,Reginaldo Vieira vs Aiemann Zahabi,Reginaldo Vieira,Aiemann Zahabi
2,1.62,2.62,Thiago Santos vs Jack Marshman,Thiago Santos,Jack Marshman
2,3.5,1.35,Ryan Janes vs Gerald Meerschaert,Ryan Janes,Gerald Meerschaert
2,2.15,1.83,Holly Holm vs Germaine de Randamie,Holly Holm,Germaine de Randamie
2,2.38,1.71,Anderson Silva vs Derek Brunson,Anderson Silva,Derek Brunson
2,1.2,5.37,Ronaldo Souza vs Tim Boetsch,Ronaldo Souza,Tim Boetsch
2,1.5,3.01,Glover Teixeira vs Jared Cannonier,Glover Teixeira,Jared Cannonier
2,1.26,4.55,Dustin Poirier vs Jim Miller,Dustin Poirier,Jim Miller
2,1.79,2.2,Randy Brown vs Belal Muhammad,Randy Brown,Belal Muhammad
2,1.18,6.05,Wilson Reis vs Yuta Sasaki,Wilson Reis,Yuta Sasaki
2,1.34,3.75,Islam Makhachev vs Nik Lentz,Islam Makhachev,Nik Lentz
2,2.62,1.59,Phillipe Nover vs Rick Glenn,Phillipe Nover,Rick Glenn
2,1.34,3.85,Ryan LaFlare vs Roan Carneiro,Ryan LaFlare,Roan Carneiro
2,2.69,1.57,Chan Sung Jung vs Dennis Bermudez,Chan Sung Jung,Dennis Bermudez
2,1.32,3.8,Alexa Grasso vs Felice Herrig,Alexa Grasso,Felice Herrig
2,1.91,2.05,James Vick vs Abel Trujillo,James Vick,Abel Trujillo
2,1.33,3.75,Ovince St Preux vs Volkan Oezdemir,Ovince St Preux,Volkan Oezdemir
2,1.51,2.8,Anthony Hamilton vs Marcel Fortuna,Anthony Hamilton,Marcel Fortuna
2,1.19,5.5,Jessica Andrade vs Angela Hill,Jessica Andrade,Angela Hill
2,3.75,1.33,Adam Milstead vs Curtis Blaydes,Adam Milstead,Curtis Blaydes
2,1.34,3.7,Chas Skelly vs Chris Gruetzemacher,Chas Skelly,Chris Gruetzemacher
2,1.74,2.3,Michinori Tanaka vs Ricardo Ramos,Michinori Tanaka,Ricardo Ramos
2,1.28,4.5,Tecia Torres vs Bec Rawlings,Tecia Torres,Bec Rawlings
2,2.05,2.0,Alex Morono vs Niko Price,Alex Morono,Niko Price
2,1.65,2.5,Khalil Rountree vs Daniel Jolly,Khalil Rountree,Daniel Jolly
2,1.72,2.06,Valentina Shevchenko vs Julianna Pena,Valentina Shevchenko,Julianna Pena
2,1.75,2.06,Donald Cerrone vs Jorge Masvidal,Donald Cerrone,Jorge Masvidal
2,1.23,4.41,Francis Ngannou vs Andrei Arlovski,Francis Ngannou,Andrei Arlovski
2,2.28,1.7,Bobby Nash vs Li Jingliang,Bobby Nash,Li Jingliang
2,2.43,1.59,Alex Caceres vs Jason Knight,Alex Caceres,Jason Knight
2,1.63,2.31,Sam Alvey vs Nate Marquardt,Sam Alvey,Nate Marquardt
2,2.01,1.78,Alessio Di Chirico vs Eric Spicely,Alessio Di Chirico,Eric Spicely
2,1.61,2.36,Raphael Assuncao vs Aljamain Sterling,Raphael Assuncao,Aljamain Sterling
2,2.31,1.63,Luis Henrique da Silva vs Jordan Johnson,Luis Henrique da Silva,Jordan Johnson
2,1.61,2.36,Marcos Rogerio de Lima vs Jeremy Kimball,Marcos Rogerio de Lima,Jeremy Kimball
2,1.69,2.16,J.C. Cottrell vs Jason Gonzalez,J.C. Cottrell,Jason Gonzalez
2,1.84,1.92,Eric Shelton vs Alexandre Pantoja,Eric Shelton,Alexandre Pantoja
2,4.3,1.27,B.J. Penn vs Yair Rodriguez,B.J. Penn,Yair Rodriguez
2,1.88,2.1,Joe Lauzon vs Marcin Held,Joe Lauzon,Marcin Held
2,1.91,2.15,Court McGee vs Ben Saunders,Court McGee,Ben Saunders
2,2.3,1.73,John Moraga vs Sergio Pettis,John Moraga,Sergio Pettis
2,3.4,1.4,Devin Powell vs Drakkar Klose,Devin Powell,Drakkar Klose
2,1.65,2.45,Frankie Saenz vs Augusto Mendes,Frankie Saenz,Augusto Mendes
2,2.25,1.76,Viktor Pesta vs Aleksei Oleinik,Viktor Pesta,Aleksei Oleinik
2,2.6,1.65,Alex White vs Tony Martin,Alex White,Tony Martin
2,2.38,1.74,Jocelyn Jones-Lybarger vs Nina Ansaroff,Jocelyn Jones-Lybarger,Nina Ansaroff
2,1.74,2.25,Walt Harris vs Chase Sherman,Walt Harris,Chase Sherman
2,1.45,3.1,Joachim Christensen vs Bojan Mihajlovic,Joachim Christensen,Bojan Mihajlovic
2,1.87,2.05,Cyril Asker vs Dmitry Smoliakov,Cyril Asker,Dmitry Smoliakov
2,2.5,1.67,Amanda Nunes vs Ronda Rousey,Amanda Nunes,Ronda Rousey
2,1.47,2.95,Dominick Cruz vs Cody Garbrandt,Dominick Cruz,Cody Garbrandt
2,1.54,2.85,T.J. Dillashaw vs John Lineker,T.J. Dillashaw,John Lineker
2,2.35,1.71,Tarec Saffiedine vs Dong Hyun Kim,Tarec Saffiedine,Dong Hyun Kim
2,2.15,1.81,Louis Smolka vs Ray Borg,Louis Smolka,Ray Borg
2,1.57,2.65,Neil Magny vs Johny Hendricks,Neil Magny,Johny Hendricks
2,1.83,2.1,Antonio Carlos Junior vs Marvin Vettori,Antonio Carlos Junior,Marvin Vettori
2,1.57,2.65,Alex Garcia vs Mike Pyle,Alex Garcia,Mike Pyle
2,1.68,2.4,Brandon Thatch vs Niko Price,Brandon Thatch,Niko Price
2,1.71,2.4,Alex Oliveira vs Tim Means,Alex Oliveira,Tim Means
2,2.0,1.94,Paige VanZant vs Michelle Waterson,Paige VanZant,Michelle Waterson
2,2.35,1.69,Sage Northcutt vs Mickey Gall,Sage Northcutt,Mickey Gall
2,1.32,4.35,Urijah Faber vs Brad Pickett,Urijah Faber,Brad Pickett
2,2.17,1.8,Alan Jouban vs Mike Perry,Alan Jouban,Mike Perry
2,1.48,2.95,Luis Henrique da Silva vs Paul Craig,Luis Henrique da Silva,Paul Craig
2,2.0,1.94,Cole Miller vs Mizuto Hirota,Cole Miller,Mizuto Hirota
2,4.0,1.3,Bryan Barberena vs Colby Covington,Bryan Barberena,Colby Covington
2,2.0,1.96,James Moontasri vs Alex Morono,James Moontasri,Alex Morono
2,1.61,2.55,Josh Emmett vs Scott Holtzman,Josh Emmett,Scott Holtzman
2,1.34,3.65,Irene Aldana vs Leslie Smith,Irene Aldana,Leslie Smith
2,1.58,2.95,Eddie Wineland vs Takeya Mizugaki,Eddie Wineland,Takeya Mizugaki
2,2.15,1.88,Freddy Serrano vs Hector Sandoval,Freddy Serrano,Hector Sandoval
2,2.45,1.67,Sultan Aliev vs Bojan Velickovic,Sultan Aliev,Bojan Velickovic
2,2.5,1.63,Anthony Pettis vs Max Holloway,Anthony Pettis,Max Holloway
2,1.4,3.26,Donald Cerrone vs Matt Brown,Donald Cerrone,Matt Brown
2,1.44,3.05,Doo Ho Choi vs Cub Swanson,Doo Ho Choi,Cub Swanson
2,1.67,2.43,Tim Kennedy vs Kelvin Gastelum,Tim Kennedy,Kelvin Gastelum
2,1.91,1.86,Jordan Mein vs Emil Meek,Jordan Mein,Emil Meek
2,1.88,1.88,Nikita Krylov vs Misha Cirkunov,Nikita Krylov,Misha Cirkunov
2,1.62,2.55,Olivier Aubin-Mercier vs Drew Dober,Olivier Aubin-Mercier,Drew Dober
2,1.57,2.46,Valerie Letourneau vs Viviane Pereira,Valerie Letourneau,Viviane Pereira
2,1.75,2.06,Mitch Gagnon vs Matthew Lopez,Mitch Gagnon,Matthew Lopez
2,1.61,2.36,Lando Vannata vs John Makdessi,Lando Vannata,John Makdessi
2,1.45,2.79,Rustam Khabilov vs Jason Saggo,Rustam Khabilov,Jason Saggo
2,2.5,1.64,Dustin Ortiz vs Zach Makovsky,Dustin Ortiz,Zach Makovsky
2,1.47,3.1,Derrick Lewis vs Shamil Abdurakhimov,Derrick Lewis,Shamil Abdurakhimov
2,1.22,5.0,Francis Ngannou vs Anthony Hamilton,Francis Ngannou,Anthony Hamilton
2,1.26,4.48,Corey Anderson vs Sean O'Connell,Corey Anderson,Sean O'Connell
2,2.6,1.6,Saparbek Safarov vs Gian Villante,Saparbek Safarov,Gian Villante
2,1.48,2.96,Justine Kish vs Ashley Yoder,Justine Kish,Ashley Yoder
2,1.67,2.4,Randy Brown vs Brian Camozzi,Randy Brown,Brian Camozzi
2,1.52,2.9,Gerald Meerschaert vs Joseph Gigliotti,Gerald Meerschaert,Joseph Gigliotti
2,1.53,2.8,Andrew Sanchez vs Trevor Smith,Andrew Sanchez,Trevor Smith
2,2.5,1.64,Tiago Trator vs Shane Burgos,Tiago Trator,Shane Burgos
2,3.41,1.37,Frankie Perez vs Marc Diakiese,Frankie Perez,Marc Diakiese
2,3.12,1.43,Keith Berish vs Ryan Janes,Keith Berish,Ryan Janes
2,3.2,1.44,J.J. Aldrich vs Juliana Lima,J.J. Aldrich,Juliana Lima
2,1.08,9.0,Demetrious Johnson vs Tim Elliott,Demetrious Johnson,Tim Elliott
2,1.55,2.74,Joseph Benavidez vs Henry Cejudo,Joseph Benavidez,Henry Cejudo
2,1.49,2.8,Jorge Masvidal vs Jake Ellenberger,Jorge Masvidal,Jake Ellenberger
2,1.49,2.9,Ion Cutelaba vs Jared Cannonier,Ion Cutelaba,Jared Cannonier
2,1.55,2.67,Sara McMann vs Alexis Davis,Sara McMann,Alexis Davis
2,1.87,2.05,Brandon Moreno vs Ryan Benoit,Brandon Moreno,Ryan Benoit
2,1.88,2.1,Gray Maynard vs Ryan Hall,Gray Maynard,Ryan Hall
2,1.44,3.1,Rob Font vs Matt Schnell,Rob Font,Matt Schnell
2,2.02,1.87,Brendan O'Reilly vs Dong Hyun Ma,Brendan O'Reilly,Dong Hyun Ma
2,1.68,2.36,Kailin Curran vs Jamie Moyle,Kailin Curran,Jamie Moyle
2,2.01,1.89,Elvis Mutapcic vs Anthony Smith,Elvis Mutapcic,Anthony Smith
2,1.87,2.02,Josh Stansbury vs Devin Clark,Josh Stansbury,Devin Clark
2,2.25,1.75,Robert Whittaker vs Derek Brunson,Robert Whittaker,Derek Brunson
2,1.22,5.0,Jake Matthews vs Andrew Holbrook,Jake Matthews,Andrew Holbrook
2,1.72,2.35,Omari Akhmedov vs Kyle Noke,Omari Akhmedov,Kyle Noke
2,2.65,1.57,Yusuke Kasuya vs Alex Volkanovski,Yusuke Kasuya,Alex Volkanovski
2,1.89,2.15,Khalil Rountree vs Tyson Pedro,Khalil Rountree,Tyson Pedro
2,1.89,2.15,Seo Hee Ham vs Danielle Taylor,Seo Hee Ham,Danielle Taylor
2,3.0,1.48,Daniel Kelly vs Chris Camozzi,Daniel Kelly,Chris Camozzi
2,2.2,1.81,Damien Brown vs Jon Tuck,Damien Brown,Jon Tuck
2,1.91,2.05,Richard Walsh vs Jonathan Meunier,Richard Walsh,Jonathan Meunier
2,2.1,1.91,Geane Herrera vs Ben Nguyen,Geane Herrera,Ben Nguyen
2,1.65,2.45,Daniel Hooker vs Jason Knight,Daniel Hooker,Jason Knight
2,2.05,2.15,Marlon Vera vs Ning Guangyou,Marlon Vera,Ning Guangyou
2,1.87,2.17,Jenel Lausa vs Zhuikui Yao,Jenel Lausa,Zhuikui Yao
2,1.3,3.65,Ryan Bader vs Rogerio Nogueira,Ryan Bader,Rogerio Nogueira
2,1.35,3.69,Thomas Almeida vs Albert Morales,Thomas Almeida,Albert Morales
2,1.28,3.98,Claudia Gadelha vs Cortney Casey,Claudia Gadelha,Cortney Casey
2,1.65,2.26,Thales Leites vs Krzysztof Jotko,Thales Leites,Krzysztof Jotko
2,2.85,1.5,Warlley Alves vs Kamaru Usman,Warlley Alves,Kamaru Usman
2,1.43,2.85,Sergio Moraes vs Zak Ottow,Sergio Moraes,Zak Ottow
2,1.95,1.8,Jack Hermansson vs Cezar Ferreira,Jack Hermansson,Cezar Ferreira
2,1.56,2.47,Marcos Rogerio de Lima vs Gadzhimurad Antigulov,Marcos Rogerio de Lima,Gadzhimurad Antigulov
2,1.41,2.97,Johnny Eduardo vs Manny Gamburyan,Johnny Eduardo,Manny Gamburyan
2,1.35,3.2,Luis Henrique vs Christian Colombo,Luis Henrique,Christian Colombo
2,2.6,1.62,Pedro Munhoz vs Justin Scoggins,Pedro Munhoz,Justin Scoggins
2,1.69,2.15,Francimar Barroso vs Darren Stewart,Francimar Barroso,Darren Stewart
2,1.2,5.5,Gegard Mousasi vs Urijah Hall,Gegard Mousasi,Urijah Hall
2,1.96,1.95,Ross Pearson vs Stevie Ray,Ross Pearson,Stevie Ray
2,1.74,2.35,Timothy Johnson vs Alexander Volkov,Timothy Johnson,Alexander Volkov
2,3.2,1.44,Artem Lobov vs Teruto Ishihara,Artem Lobov,Teruto Ishihara
2,1.43,3.2,Magnus Cedenblad vs Jack Marshman,Magnus Cedenblad,Jack Marshman
2,1.53,2.85,Kyoji Horiguchi vs Ali Bagautinov,Kyoji Horiguchi,Ali Bagautinov
2,1.87,2.1,Kevin Lee vs Magomed Mustafaev,Kevin Lee,Magomed Mustafaev
2,2.12,1.95,Anna Elmose vs Amanda Cooper,Anna Elmose,Amanda Cooper
2,1.74,2.32,Justin Ledet vs Mark Godbeer,Justin Ledet,Mark Godbeer
2,1.63,2.5,Zak Cummings vs Alexander Yakovlev,Zak Cummings,Alexander Yakovlev
2,1.5,2.95,Marion Reneau vs Milana Dudieva,Marion Reneau,Milana Dudieva
2,1.48,2.9,Brett Johns vs Kwan Ho Kwak,Brett Johns,Kwan Ho Kwak
2,1.34,3.8,Abdul Razak Alhassan vs Charlie Ward,Abdul Razak Alhassan,Charlie Ward
2,2.3,1.8,Eddie Alvarez vs Conor McGregor,Eddie Alvarez,Conor McGregor
2,2.75,1.53,Tyron Woodley vs Stephen Thompson,Tyron Woodley,Stephen Thompson
2,1.29,4.95,Joanna Jedrzejczyk vs Karolina Kowalkiewicz,Joanna Jedrzejczyk,Karolina Kowalkiewicz
2,1.62,2.58,Chris Weidman vs Yoel Romero,Chris Weidman,Yoel Romero
2,1.62,2.62,Miesha Tate vs Raquel Pennington,Miesha Tate,Raquel Pennington
2,1.33,3.8,Frankie Edgar vs Jeremy Stephens,Frankie Edgar,Jeremy Stephens
2,3.68,1.36,Michael Johnson vs Khabib Nurmagomedov,Michael Johnson,Khabib Nurmagomedov
2,1.65,2.38,Rafael Natal vs Tim Boetsch,Rafael Natal,Tim Boetsch
2,2.0,1.91,Belal Muhammad vs Vicente Luque,Belal Muhammad,Vicente Luque
2,1.67,2.4,Thiago Alves vs Jim Miller,Thiago Alves,Jim Miller
2,2.5,1.62,Liz Carmouche vs Katlyn Chookagian,Liz Carmouche,Katlyn Chookagian
2,1.8,2.28,Rafael dos Anjos vs Tony Ferguson,Rafael dos Anjos,Tony Ferguson
2,2.86,1.53,Diego Sanchez vs Marcin Held,Diego Sanchez,Marcin Held
2,2.01,1.89,Ricardo Lamas vs Charles Oliveira,Ricardo Lamas,Charles Oliveira
2,2.03,1.94,Martin Bravo vs Claudio Puelles,Martin Bravo,Claudio Puelles
2,2.6,1.62,Beneil Dariush vs Rashid Magomedov,Beneil Dariush,Rashid Magomedov
2,1.24,4.89,Alexa Grasso vs Heather Clark,Alexa Grasso,Heather Clark
2,1.5,2.86,Erik Perez vs Felipe Arantes,Erik Perez,Felipe Arantes
2,1.87,2.06,Joe Soto vs Marco Beltran,Joe Soto,Marco Beltran
2,2.36,1.61,Erick Montano vs Max Griffin,Erick Montano,Max Griffin
2,2.46,1.57,Enrique Briones vs Douglas Silva de Andrade,Enrique Briones,Douglas Silva de Andrade
2,1.4,2.92,Sam Alvey vs Alex Nicholson,Sam Alvey,Alex Nicholson
2,1.54,2.56,Marco Polo Reyes vs Jason Novelli,Marco Polo Reyes,Jason Novelli
2,1.2,4.77,Enrique Barzola vs Chris Avila,Enrique Barzola,Chris Avila
2,1.43,3.2,Michael Bisping vs Dan Henderson,Michael Bisping,Dan Henderson
2,1.32,3.95,Gegard Mousasi vs Vitor Belfort,Gegard Mousasi,Vitor Belfort
2,1.67,2.45,Ovince St Preux vs Jimi Manuwa,Ovince St Preux,Jimi Manuwa
2,1.59,2.6,Stefan Struve vs Daniel Omielanczuk,Stefan Struve,Daniel Omielanczuk
2,6.05,1.18,Russell Doane vs Mirsad Bektic,Russell Doane,Mirsad Bektic
2,2.38,1.74,Brad Pickett vs Yuri Alcantara,Brad Pickett,Yuri Alcantara
2,1.57,2.7,Davey Grant vs Damian Stasiak,Davey Grant,Damian Stasiak
2,1.46,3.05,Albert Tumenov vs Leon Edwards,Albert Tumenov,Leon Edwards
2,1.4,3.55,Marc Diakiese vs Lukasz Sajewski,Marc Diakiese,Lukasz Sajewski
2,1.94,2.0,Danny Roberts vs Mike Perry,Danny Roberts,Mike Perry
2,2.85,1.53,Leonardo Santos vs Adriano Martins,Leonardo Santos,Adriano Martins
2,2.1,1.85,John Lineker vs John Dodson,John Lineker,John Dodson
2,1.36,3.65,Will Brooks vs Alex Oliveira,Will Brooks,Alex Oliveira
2,1.43,3.15,Josh Burkman vs Zak Ottow,Josh Burkman,Zak Ottow
2,4.9,1.23,Brandon Moreno vs Louis Smolka,Brandon Moreno,Louis Smolka
2,1.85,2.2,Luis Henrique da Silva vs Joachim Christensen,Luis Henrique da Silva,Joachim Christensen
2,2.6,1.61,Andre Fili vs Hacran Dias,Andre Fili,Hacran Dias
2,2.9,1.44,Nate Marquardt vs Tamdan McCrory,Nate Marquardt,Tamdan McCrory
2,2.13,1.81,Walt Harris vs Shamil Abdurakhimov,Walt Harris,Shamil Abdurakhimov
2,3.05,1.45,Cody East vs Curtis Blaydes,Cody East,Curtis Blaydes
2,1.88,2.05,Keita Nakamura vs Elizeu Zaleski dos Santos,Keita Nakamura,Elizeu Zaleski dos Santos
2,2.65,1.62,Jonathan Wilson vs Ion Cutelaba,Jonathan Wilson,Ion Cutelaba
2,1.91,2.05,Kelly Faszholz vs Ketlen Vieira,Kelly Faszholz,Ketlen Vieira
2,1.1,9.5,Cristiane Justino vs Lina Lansberg,Cristiane Justino,Lina Lansberg
2,1.24,5.1,Renan Barao vs Phillipe Nover,Renan Barao,Phillipe Nover
2,4.9,1.24,Antonio Silva vs Roy Nelson,Antonio Silva,Roy Nelson
2,1.89,2.1,Francisco Trinaldo vs Paul Felder,Francisco Trinaldo,Paul Felder
2,1.17,6.05,Thiago Santos vs Eric Spicely,Thiago Santos,Eric Spicely
2,1.93,2.25,Godofredo Pepey vs Mike de la Torre,Godofredo Pepey,Mike de la Torre
2,1.48,3.15,Gilbert Burns vs Michel Prazeres,Gilbert Burns,Michel Prazeres
2,2.15,1.93,Michinori Tanaka vs Rani Yahya,Michinori Tanaka,Rani Yahya
2,1.56,2.68,Jussier Formiga vs Dustin Ortiz,Jussier Formiga,Dustin Ortiz
2,2.4,1.93,Erick Silva vs Luan Chagas,Erick Silva,Luan Chagas
2,2.5,1.65,Alan Patrick vs Stevie Ray,Alan Patrick,Stevie Ray
2,1.22,5.35,Vicente Luque vs Hector Urbina,Vicente Luque,Hector Urbina
2,1.81,2.2,Glaico Franca vs Gregor Gillespie,Glaico Franca,Gregor Gillespie
2,1.63,2.5,Dustin Poirier vs Michael Johnson,Dustin Poirier,Michael Johnson
2,2.85,1.53,Urijah Hall vs Derek Brunson,Urijah Hall,Derek Brunson
2,1.32,4.0,Evan Dunham vs Rick Glenn,Evan Dunham,Rick Glenn
2,2.1,1.95,Roan Carneiro vs Kenny Robertson,Roan Carneiro,Kenny Robertson
2,2.15,1.85,Chris Wade vs Islam Makhachev,Chris Wade,Islam Makhachev
2,1.59,2.75,Chas Skelly vs Maximo Blanco,Chas Skelly,Maximo Blanco
2,1.81,2.25,Sam Sicilia vs Gabriel Benitez,Sam Sicilia,Gabriel Benitez
2,4.9,1.25,Augusto Montano vs Belal Muhammad,Augusto Montano,Belal Muhammad
2,1.44,3.35,Antonio Carlos Junior vs Leonardo Guimaraes,Antonio Carlos Junior,Leonardo Guimaraes
2,1.75,2.38,Joey Gomez vs Jose Quinonez,Joey Gomez,Jose Quinonez
2,4.8,1.25,Erick Montano vs Randy Brown,Erick Montano,Randy Brown
2,2.05,1.87,Albert Morales vs Alejandro Perez,Albert Morales,Alejandro Perez
2,1.9,2.05,Stipe Miocic vs Alistair Overeem,Stipe Miocic,Alistair Overeem
2,1.5,2.88,Fabricio Werdum vs Travis Browne,Fabricio Werdum,Travis Browne
2,1.25,4.89,Mickey Gall vs Phil Brooks,Mickey Gall,Phil Brooks
2,2.5,1.63,Urijah Faber vs Jimmie Rivera,Urijah Faber,Jimmie Rivera
2,2.25,1.76,Joanne Calderwood vs Jessica Andrade,Joanne Calderwood,Jessica Andrade
2,1.71,2.3,Jessica Eye vs Bethe Correia,Jessica Eye,Bethe Correia
2,1.55,2.7,Brad Tavares vs Caio Magalhaes,Brad Tavares,Caio Magalhaes
2,4.85,1.24,Michael McBride vs Nik Lentz,Michael McBride,Nik Lentz
2,2.5,1.65,Jason Gonzalez vs Drew Dober,Jason Gonzalez,Drew Dober
2,1.82,2.2,Yancy Medeiros vs Sean Spencer,Yancy Medeiros,Sean Spencer
2,2.4,1.67,Andrei Arlovski vs Josh Barnett,Andrei Arlovski,Josh Barnett
2,1.17,6.35,Alexander Gustafsson vs Jan Blachowicz,Alexander Gustafsson,Jan Blachowicz
2,1.5,2.86,Ryan Bader vs Ilir Latifi,Ryan Bader,Ilir Latifi
2,1.36,3.75,Nick Hein vs Tae Hyun Bang,Nick Hein,Tae Hyun Bang
2,2.25,1.74,Jessin Ayari vs Jim Wallhead,Jessin Ayari,Jim Wallhead
2,1.62,2.68,Nicolas Dalby vs Peter Sobotta,Nicolas Dalby,Peter Sobotta
2,3.35,1.4,Veronica Macedo vs Ashlee Evans-Smith,Veronica Macedo,Ashlee Evans-Smith
2,2.4,1.67,Leandro Issa vs Taylor Lapilus,Leandro Issa,Taylor Lapilus
2,1.83,2.15,Jarjis Danho vs Christian Colombo,Jarjis Danho,Christian Colombo
2,1.99,2.0,Scott Askham vs Jack Hermansson,Scott Askham,Jack Hermansson
2,1.25,4.75,Rustam Khabilov vs Leandro Silva,Rustam Khabilov,Leandro Silva
2,1.89,2.1,Carlos Condit vs Demian Maia,Carlos Condit,Demian Maia
2,1.53,2.85,Anthony Pettis vs Charles Oliveira,Anthony Pettis,Charles Oliveira
2,1.49,2.9,Paige VanZant vs Bec Rawlings,Paige VanZant,Bec Rawlings
2,1.74,2.25,Joe Lauzon vs Jim Miller,Joe Lauzon,Jim Miller
2,1.45,3.25,Sam Alvey vs Kevin Casey,Sam Alvey,Kevin Casey
2,2.5,1.66,Enrique Barzola vs Kyle Bochniak,Enrique Barzola,Kyle Bochniak
2,3.6,1.37,Garreth McLellan vs Alessio Di Chirico,Garreth McLellan,Alessio Di Chirico
2,1.73,2.45,Shane Campbell vs Felipe Silva,Shane Campbell,Felipe Silva
2,1.36,3.9,Chad Laprise vs Thibault Gouti,Chad Laprise,Thibault Gouti
2,2.35,1.71,Alex Ricci vs Jeremy Kennedy,Alex Ricci,Jeremy Kennedy
2,1.83,2.1,Conor McGregor vs Nate Diaz,Conor McGregor,Nate Diaz
2,1.58,2.9,Anthony Johnson vs Glover Teixeira,Anthony Johnson,Glover Teixeira
2,1.87,2.2,Donald Cerrone vs Rick Story,Donald Cerrone,Rick Story
2,3.3,1.42,Mike Perry vs Hyun Gyu Lim,Mike Perry,Hyun Gyu Lim
2,1.26,4.4,Tim Means vs Sabah Homasi,Tim Means,Sabah Homasi
2,1.24,5.2,Cody Garbrandt vs Takeya Mizugaki,Cody Garbrandt,Takeya Mizugaki
2,1.4,3.3,Raquel Pennington vs Elizabeth Phillips,Raquel Pennington,Elizabeth Phillips
2,1.87,2.07,Artem Lobov vs Chris Avila,Artem Lobov,Chris Avila
2,1.77,2.3,Randa Markos vs Cortney Casey,Randa Markos,Cortney Casey
2,1.91,2.2,Neil Magny vs Lorenz Larkin,Neil Magny,Lorenz Larkin
2,1.33,3.95,Colby Covington vs Max Griffin,Colby Covington,Max Griffin
2,2.5,1.63,Alberto Emiliano Pereira vs Marvin Vettori,Alberto Emiliano Pereira,Marvin Vettori
2,1.38,3.45,Yair Rodriguez vs Alex Caceres,Yair Rodriguez,Alex Caceres
2,1.44,3.15,Dennis Bermudez vs Rony Jason,Dennis Bermudez,Rony Jason
2,1.61,2.55,Thales Leites vs Chris Camozzi,Thales Leites,Chris Camozzi
2,2.1,1.89,Zak Cummings vs Santiago Ponzinibbio,Zak Cummings,Santiago Ponzinibbio
2,2.2,1.85,Trevor Smith vs Joseph Gigliotti,Trevor Smith,Joseph Gigliotti
2,1.4,3.36,Maryna Moroz vs Danielle Taylor,Maryna Moroz,Danielle Taylor
2,1.52,2.9,Court McGee vs Dominique Steele,Court McGee,Dominique Steele
2,1.74,2.25,Marcin Tybura vs Viktor Pesta,Marcin Tybura,Viktor Pesta
2,1.69,2.45,David Teymur vs Jason Novelli,David Teymur,Jason Novelli
2,1.46,3.0,Teruto Ishihara vs Horacio Gutierrez,Teruto Ishihara,Horacio Gutierrez
2,1.33,3.7,Cub Swanson vs Tatsuya Kawajiri,Cub Swanson,Tatsuya Kawajiri
2,1.83,2.2,Justin Ledet vs Chase Sherman,Justin Ledet,Chase Sherman
2,1.85,2.2,Robbie Lawler vs Tyron Woodley,Robbie Lawler,Tyron Woodley
2,1.54,2.72,Rose Namajunas vs Karolina Kowalkiewicz,Rose Namajunas,Karolina Kowalkiewicz
2,1.38,3.63,Matt Brown vs Jake Ellenberger,Matt Brown,Jake Ellenberger
2,1.69,2.35,Erik Perez vs Francisco Rivera,Erik Perez,Francisco Rivera
2,2.0,1.94,Ryan Benoit vs Freddy Serrano,Ryan Benoit,Freddy Serrano
2,1.48,3.06,Nikita Krylov vs Ed Herman,Nikita Krylov,Ed Herman
