,Fighter,W_L_FIGHTERS,KD_Win,KD_lose,Sig_str_land_win,Sig_str_att_win,Sig_str_land_lose,Sig_str_att_lose,Sig_str_%_win,Sig_str_%_lose,Tot_str_land_win,Tot_str_att_win,Tot_str_land_lose,Tot_str_att_lose,Td_land_win,Td_att_win,Td_land_lose,Td_att_lose,Td_%_win,Td_%_lose,Sub_att_win,Sub_att_lose,Pass_win,Pass_lose,Rev_win,Rev_lose,Head_land_win,Head_att_win,Head_land_lose,Head_att_lose,Body_land_win,Body_att_win,Body_land_lose,Body_att_lose,Leg_land_win,Leg_att_win,Leg_land_lose,Leg_att_lose,Dist_land_win,Dist_att_win,Dist_land_lose,Dist_att_lose,Clinch_land_win,Clinch_att_win,Clinch_land_lose,Clinch_att_lose,Ground_land_win,Ground_att_win,Ground_land_lose,Ground_att_lose
4161,NateMarquardtDemianMaia,NateMarquardtDemianMaia,1, 0,1,1,0,2,100%, 0%,1,1,0,2,0,0,0,0,0%, 0%,0, 0,0, 0,0, 0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0
4162,BrandonVeraKrzysztofSoszynski,BrandonVeraKrzysztofSoszynski,0, 0,62,134,41,127,46%, 32%,73,146,55,143,1,1,1,5,100%, 20%,0, 0,0, 0,0, 0,16,76,18,93,10,19,8,12,36,39,15,22,35,97,20,99,26,36,21,28,1,1,0,0
4163,AaronSimpsonEdHerman,AaronSimpsonEdHerman,1, 0,25,50,7,32,50%, 21%,39,66,14,39,3,3,0,0,100%, 0%,0, 0,0, 0,0, 0,21,45,5,29,2,3,2,3,2,2,0,0,8,20,3,23,3,3,3,8,14,27,1,1
4164,GabrielGonzagaChrisTuchscherer,GabrielGonzagaChrisTuchscherer,1, 0,22,27,0,1,81%, 0%,34,41,0,1,0,0,0,0,0%, 0%,0, 0,4, 0,0, 0,20,25,0,1,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,20,25,0,1
4165,MikeRussowJustinMcCully,MikeRussowJustinMcCully,0, 0,21,36,11,58,58%, 18%,87,111,35,83,8,11,0,0,72%, 0%,2, 0,3, 1,1, 1,17,32,9,54,4,4,0,1,0,0,2,3,2,6,5,46,0,0,6,10,19,30,0,2
4166,ToddDuffeeTimHague,ToddDuffeeTimHague,1, 0,4,5,0,1,80%, 0%,5,6,0,1,0,0,0,0,0%, 0%,0, 0,0, 0,0, 0,4,5,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,4,0,0
4167,MarkMunozNickCatone,MarkMunozNickCatone,0, 0,53,102,38,82,51%, 46%,75,127,55,99,2,12,3,6,16%, 50%,2, 1,2, 4,1, 0,34,81,21,63,11,12,14,16,8,9,3,3,19,56,14,51,21,26,11,17,13,20,13,14
4168,EvanDunhamMarcusAurelio,EvanDunhamMarcusAurelio,1, 0,58,161,27,102,36%, 26%,70,175,57,133,1,1,3,15,100%, 20%,0, 1,0, 2,0, 0,52,154,24,99,2,2,1,1,4,5,2,2,51,141,22,84,2,8,3,11,5,12,2,7
4169,BJPennKennyFlorian,BJPennKennyFlorian,0, 0,57,94,19,58,60%, 32%,151,189,90,131,1,3,0,15,33%, 0%,1, 0,4, 0,0, 0,32,67,7,40,16,18,7,8,9,9,5,10,13,38,9,42,29,38,8,14,15,18,2,2
4170,AndersonSilvaForrestGriffin,AndersonSilvaForrestGriffin,3, 0,13,25,3,42,52%, 7%,13,25,4,43,0,0,0,0,0%, 0%,0, 0,0, 0,0, 0,12,24,1,35,1,1,0,2,0,0,2,5,7,17,3,40,1,2,0,2,5,6,0,0
4171,AaronRileyShaneNelson,AaronRileyShaneNelson,0, 0,50,122,28,74,40%, 37%,154,236,80,128,2,5,0,5,40%, 0%,0, 0,1, 0,0, 0,28,96,13,59,18,22,14,14,4,4,1,1,16,74,15,57,24,35,13,17,10,13,0,0
4172,JohnyHendricksAmirSadollah,JohnyHendricksAmirSadollah,1, 0,7,15,2,9,46%, 22%,7,15,2,9,0,0,0,0,0%, 0%,0, 0,0, 0,0, 0,7,15,1,6,0,0,0,1,0,0,1,2,2,5,2,9,5,5,0,0,0,5,0,0
4173,RicardoAlmeidaKendallGrove,RicardoAlmeidaKendallGrove,0, 0,38,62,25,62,61%, 40%,70,102,85,127,6,14,0,0,42%, 0%,0, 2,2, 0,0, 0,23,45,13,50,10,11,8,8,5,6,4,4,12,19,4,32,4,4,14,20,22,39,7,10
4174,KurtPellegrinoJoshNeer,KurtPellegrinoJoshNeer,0, 0,21,48,24,48,43%, 50%,105,148,65,91,3,5,0,0,60%, 0%,0, 1,6, 0,0, 1,17,42,20,42,4,5,2,3,0,1,2,3,10,20,8,31,0,0,6,6,11,28,10,11
4175,JohnHowardTamdanMcCrory,JohnHowardTamdanMcCrory,0, 0,19,37,11,46,51%, 23%,58,78,44,83,5,7,2,6,71%, 33%,1, 1,3, 3,1, 2,5,19,8,42,5,6,2,3,9,12,1,1,8,21,5,33,0,0,3,3,11,16,3,10
4176,AlessioSakaraThalesLeites,AlessioSakaraThalesLeites,0, 0,24,83,22,102,28%, 21%,25,84,35,120,0,0,4,12,0%, 33%,0, 0,0, 6,1, 0,18,75,15,95,6,8,1,1,0,0,6,6,22,78,14,81,0,0,0,2,2,5,8,19
4177,MatthewRiddleDanCramer,MatthewRiddleDanCramer,0, 0,47,67,5,28,70%, 17%,182,222,10,33,2,7,0,2,28%, 0%,2, 1,9, 0,1, 0,29,48,4,27,14,15,1,1,4,4,0,0,2,11,1,19,9,13,3,4,36,43,1,5
4178,GeorgeSotiropoulosGeorgeRoop,GeorgeSotiropoulosGeorgeRoop,0, 0,14,33,5,46,42%, 10%,30,53,22,64,3,5,0,0,60%, 0%,1, 0,8, 0,0, 1,10,29,2,42,4,4,2,3,0,0,1,1,11,22,5,38,1,2,0,4,2,9,0,4
4179,JesseLennoxDanilloVillefort,JesseLennoxDanilloVillefort,0, 0,37,114,43,114,32%, 37%,39,121,46,118,1,2,1,2,50%, 50%,0, 1,0, 1,0, 0,24,94,18,80,11,18,12,19,2,2,13,15,24,93,30,92,5,9,4,11,8,12,9,11
4180,JonFitchPauloThiago,JonFitchPauloThiago,0, 0,15,34,5,11,44%, 45%,127,151,13,21,4,4,0,2,100%, 0%,1, 5,4, 0,0, 0,9,24,3,9,2,2,1,1,4,8,1,1,4,22,2,7,3,3,2,2,8,9,1,2
4181,BrockLesnarFrankMir,BrockLesnarFrankMir,0, 0,47,51,4,12,92%, 33%,74,80,4,12,1,1,0,0,100%, 0%,0, 0,2, 0,0, 0,41,45,2,10,4,4,1,1,2,2,1,1,3,5,1,8,0,0,3,4,44,46,0,0
4182,GeorgesSt-PierreThiagoAlves,GeorgesSt-PierreThiagoAlves,1, 0,59,128,30,162,46%, 18%,148,225,72,206,10,12,0,0,83%, 0%,1, 0,13, 0,0, 0,35,96,14,133,9,12,4,8,15,20,12,21,44,105,19,132,1,1,4,10,14,22,7,20
4183,DanHendersonMichaelBisping,DanHendersonMichaelBisping,1, 0,29,98,22,109,29%, 20%,29,98,22,109,0,0,0,1,0%, 0%,0, 0,0, 0,0, 0,17,83,16,100,7,10,2,5,5,5,4,4,20,84,20,105,8,13,2,4,1,1,0,0
4184,YoshihiroAkiyamaAlanBelcher,YoshihiroAkiyamaAlanBelcher,0, 1,55,156,76,156,35%, 48%,70,173,76,156,3,4,0,0,75%, 0%,0, 0,2, 0,0, 0,50,149,39,108,2,4,11,15,3,3,26,33,48,140,67,144,1,1,7,9,6,15,2,3
4185,MarkColemanStephanBonnar,MarkColemanStephanBonnar,0, 0,20,36,26,60,55%, 43%,59,82,68,103,3,9,0,0,33%, 0%,0, 3,3, 1,0, 1,18,34,23,55,2,2,3,5,0,0,0,0,4,12,2,21,0,0,4,9,16,24,20,30
4186,JimMillerMacDanzig,JimMillerMacDanzig,0, 0,37,91,20,57,40%, 35%,98,157,116,157,6,7,0,0,85%, 0%,1, 1,2, 1,0, 1,24,77,13,49,5,6,7,8,8,8,0,0,15,53,11,44,4,4,2,3,18,34,7,10
4187,JonJonesJakeO'Brien,JonJonesJakeO'Brien,0, 0,25,87,11,68,28%, 16%,25,87,11,68,0,0,0,4,0%, 0%,1, 0,0, 0,0, 0,11,63,11,68,6,8,0,0,8,16,0,0,24,86,11,67,1,1,0,1,0,0,0,0
4188,DongHyunKimTJGrant,DongHyunKimTJGrant,0, 0,29,59,22,44,49%, 50%,82,117,33,57,4,5,1,5,80%, 20%,1, 0,1, 0,1, 0,25,55,7,23,3,3,12,16,1,1,3,5,5,19,8,27,4,4,11,14,20,36,3,3
4189,TomLawlorCBDollaway,TomLawlorCBDollaway,0, 0,0,1,1,5,0%, 20%,0,1,4,8,0,0,0,0,0%, 0%,1, 0,0, 0,0, 0,0,1,1,5,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0
4190,ShannonGugertyMattGrice,ShannonGugertyMattGrice,0, 0,1,10,4,8,10%, 50%,7,20,7,11,1,1,0,0,100%, 0%,2, 0,2, 0,0, 0,1,5,0,2,0,3,0,0,0,2,4,6,0,6,1,4,0,3,3,4,1,1,0,0
4191,DiegoSanchezClayGuida,DiegoSanchezClayGuida,1, 0,68,144,29,96,47%, 30%,80,156,57,130,1,2,2,7,50%, 28%,3, 0,1, 0,0, 0,63,138,20,85,3,4,3,4,2,2,6,7,44,107,17,64,7,9,2,3,17,28,10,29
4192,JamesWilksDaMarquesJohnson,JamesWilksDaMarquesJohnson,0, 0,17,29,13,21,58%, 61%,33,47,26,35,2,2,0,0,100%, 0%,8, 0,1, 0,0, 0,11,22,11,18,2,3,1,2,4,4,1,1,6,12,3,9,9,14,4,5,2,3,6,7
4193,ChrisLytleKevinBurns,ChrisLytleKevinBurns,0, 1,101,247,69,195,40%, 35%,108,254,75,202,0,3,1,1,0%, 100%,0, 0,0, 1,0, 0,65,199,36,155,36,48,18,22,0,0,15,18,93,235,59,177,8,12,9,15,0,0,1,3
4194,RossPearsonAndreWinner,RossPearsonAndreWinner,0, 0,74,129,46,86,57%, 53%,108,164,95,136,0,7,0,2,0%, 0%,0, 0,0, 0,0, 0,37,84,21,54,27,35,15,21,10,10,10,11,23,57,6,39,51,72,40,47,0,0,0,0
4195,JoeStevensonNateDiaz,JoeStevensonNateDiaz,0, 0,27,47,6,29,57%, 20%,49,71,58,86,8,14,1,2,57%, 50%,1, 4,3, 1,1, 2,5,25,4,26,4,4,0,1,18,18,2,2,2,7,4,21,5,10,1,5,20,30,1,3
4196,MelvinGuillardGleisonTibau,MelvinGuillardGleisonTibau,0, 0,13,50,14,50,26%, 28%,19,56,72,115,1,4,6,14,25%, 42%,0, 0,0, 6,0, 0,4,39,8,41,4,6,3,6,5,5,3,3,9,45,5,31,4,5,5,8,0,0,4,11
4197,BradBlackburnEdgarGarcia,BradBlackburnEdgarGarcia,0, 0,66,162,39,185,40%, 21%,66,162,39,185,0,1,1,3,0%, 33%,1, 0,0, 0,0, 0,36,116,29,173,11,19,7,9,19,27,3,3,63,155,36,181,3,7,3,4,0,0,0,0
4198,TomaszDrwalMikeCiesnolevicz,TomaszDrwalMikeCiesnolevicz,1, 0,27,61,3,6,44%, 50%,37,72,3,6,4,5,0,1,80%, 0%,0, 0,4, 0,0, 0,26,60,3,6,0,0,0,0,1,1,0,0,6,22,3,6,9,20,0,0,12,19,0,0
4199,NickOsipczakFrankLester,NickOsipczakFrankLester,0, 0,14,30,8,22,46%, 36%,17,33,10,24,1,1,0,2,100%, 0%,1, 0,1, 0,0, 0,3,13,1,9,3,7,3,6,8,10,4,7,1,9,2,10,13,20,6,12,0,1,0,0
4200,JasonDentCameronDollar,JasonDentCameronDollar,0, 0,14,36,24,63,38%, 38%,14,36,24,63,0,0,0,1,0%, 0%,1, 0,0, 0,0, 0,4,25,18,56,3,3,6,7,7,8,0,0,13,33,24,61,1,3,0,2,0,0,0,0
4201,RichFranklinWanderleiSilva,RichFranklinWanderleiSilva,0, 0,52,150,38,137,34%, 27%,67,167,55,157,1,2,1,1,50%, 100%,0, 0,2, 0,0, 0,32,125,26,118,13,17,4,6,7,8,8,13,45,136,28,119,4,7,8,13,3,7,2,5
4202,CainVelasquezCheickKongo,CainVelasquezCheickKongo,0, 0,29,53,21,34,54%, 61%,261,320,42,56,7,10,1,3,70%, 33%,2, 0,11, 0,0, 0,23,46,11,24,6,7,8,8,0,0,2,2,2,12,8,17,1,2,9,11,26,39,4,6
4203,MirkoCroCopMostaphaAl-Turk,MirkoCroCopMostaphaAl-Turk,1, 0,16,35,7,25,45%, 28%,18,37,7,25,1,1,0,2,100%, 0%,0, 0,0, 0,0, 0,15,34,2,19,1,1,0,0,0,0,5,6,11,23,7,25,3,6,0,0,2,6,0,0
4204,MikeSwickBenSaunders,MikeSwickBenSaunders,1, 0,10,35,17,31,28%, 54%,75,108,29,43,1,1,0,1,100%, 0%,1, 0,1, 0,0, 0,8,32,1,10,2,3,11,15,0,0,5,6,4,18,5,14,4,11,12,17,2,6,0,0
4205,SpencerFisherCaolUno,SpencerFisherCaolUno,0, 0,62,85,24,47,72%, 51%,77,100,51,77,1,2,3,15,50%, 20%,0, 0,1, 3,0, 1,12,31,12,33,41,43,3,4,9,11,9,10,10,22,7,22,40,51,9,12,12,12,8,13
4206,DanHardyMarcusDavis,DanHardyMarcusDavis,1, 0,28,61,19,41,45%, 46%,73,109,104,133,1,1,2,6,100%, 33%,0, 3,0, 2,0, 0,14,43,11,29,7,10,4,8,7,8,4,4,12,33,12,30,10,15,3,5,6,13,4,6
4207,TerryEtimJustinBuchholz,TerryEtimJustinBuchholz,0, 1,27,50,23,66,54%, 34%,31,54,43,86,0,0,0,1,0%, 0%,3, 0,1, 0,1, 0,13,33,18,56,4,7,3,3,10,10,2,7,16,34,9,38,11,15,7,8,0,1,7,20
4208,DennisSiverDaleHartt,DennisSiverDaleHartt,0, 0,8,23,5,16,34%, 31%,16,31,5,16,0,0,1,1,0%, 100%,2, 0,2, 1,0, 0,4,18,1,12,0,0,0,0,4,5,4,4,6,20,5,16,0,0,0,0,2,3,0,0
4209,PaulTaylorPeterSobotta,PaulTaylorPeterSobotta,0, 0,46,102,18,39,45%, 46%,80,136,19,40,0,0,2,7,0%, 28%,0, 0,3, 0,0, 0,16,55,5,22,1,8,4,5,29,39,9,12,42,92,17,38,1,2,1,1,3,8,0,0
4210,PaulKellyRolandoDelgado,PaulKellyRolandoDelgado,0, 0,32,74,14,28,43%, 50%,90,134,42,59,1,1,1,5,100%, 20%,2, 3,4, 3,2, 1,27,68,6,16,2,2,6,9,3,4,2,3,2,22,10,24,0,1,2,2,30,51,2,2
4211,StefanStruveDenisStojnic,StefanStruveDenisStojnic,0, 0,4,6,16,60,66%, 26%,37,43,36,85,0,1,0,0,0%, 0%,7, 0,1, 0,1, 0,1,2,14,58,3,4,2,2,0,0,0,0,3,5,0,5,1,1,0,1,0,0,16,54
4212,JohnHathawayRickStory,JohnHathawayRickStory,0, 0,31,85,21,67,36%, 31%,102,159,47,94,4,10,4,4,40%, 100%,3, 5,3, 1,1, 3,9,53,9,50,12,20,11,16,10,12,1,1,14,56,11,45,14,23,5,9,3,6,5,13
4213,LyotoMachidaRashadEvans,LyotoMachidaRashadEvans,3, 0,28,46,4,24,60%, 16%,37,58,5,26,0,2,0,0,0%, 0%,0, 0,0, 0,0, 0,17,33,2,20,5,7,1,1,6,6,1,3,24,37,4,23,2,4,0,1,2,5,0,0
4214,MattHughesMattSerra,MattHughesMattSerra,0, 1,34,58,14,41,58%, 34%,79,106,36,63,3,5,1,1,60%, 100%,0, 0,4, 1,0, 0,14,37,9,28,18,18,3,11,2,3,2,2,11,28,10,34,5,6,1,1,18,24,3,6
4215,DrewMcFedriesXavierFoupa-Pokam,DrewMcFedriesXavierFoupa-Pokam,2, 0,8,12,0,0,66%, 0%,8,12,0,0,0,0,0,0,0%, 0%,0, 0,0, 0,0, 0,8,12,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,3,0,0,3,6,0,0
4216,ChaelSonnenDanMiller,ChaelSonnenDanMiller,0, 0,36,61,9,21,59%, 42%,133,166,32,46,3,5,0,0,60%, 0%,0, 2,2, 0,0, 0,26,51,6,16,2,2,2,3,8,8,1,2,8,12,6,16,0,0,3,5,28,49,0,0
4217,FrankieEdgarSeanSherk,FrankieEdgarSeanSherk,0, 0,74,191,27,204,38%, 13%,76,193,30,207,1,7,1,3,14%, 33%,1, 0,0, 0,0, 0,44,152,22,197,22,25,3,5,8,14,2,2,68,184,25,198,6,7,2,6,0,0,0,0
4218,BrockLarsonMikePyle,BrockLarsonMikePyle,0, 0,4,10,1,4,40%, 25%,13,19,3,6,1,1,0,0,100%, 0%,1, 0,2, 0,0, 0,2,8,1,1,2,2,0,0,0,0,0,3,0,3,0,3,0,0,1,1,4,7,0,0
4219,TimHaguePatBarry,TimHaguePatBarry,0, 0,0,5,3,11,0%, 27%,2,8,3,11,1,1,0,0,100%, 0%,1, 0,1, 0,0, 0,0,5,3,11,0,0,0,0,0,0,0,0,0,5,3,11,0,0,0,0,0,0,0,0
4220,KyleBradleyPhillipeNover,KyleBradleyPhillipeNover,0, 0,7,11,3,11,63%, 27%,7,11,3,11,1,1,0,0,100%, 0%,0, 0,0, 0,0, 0,4,7,1,7,3,4,1,1,0,0,1,3,3,6,2,10,1,1,1,1,3,4,0,0
4221,KrzysztofSoszynskiAndreGusmao,KrzysztofSoszynskiAndreGusmao,1, 0,18,50,17,33,36%, 51%,18,50,18,34,0,0,0,0,0%, 0%,0, 0,0, 0,0, 0,15,46,3,13,0,1,8,14,3,3,6,6,14,46,13,28,2,2,4,5,2,2,0,0
4222,YoshiyukiYoshidaBrandonWolff,YoshiyukiYoshidaBrandonWolff,0, 0,4,6,2,5,66%, 40%,4,6,4,7,0,0,0,1,0%, 0%,1, 0,1, 0,1, 0,0,1,0,3,4,4,2,2,0,1,0,0,0,2,1,4,4,4,1,1,0,0,0,0
4223,GeorgeRoopDavidKaplan,GeorgeRoopDavidKaplan,0, 0,62,226,50,105,27%, 47%,133,302,98,158,0,0,5,14,0%, 35%,0, 0,0, 2,0, 0,47,201,10,55,7,16,5,8,8,9,35,42,57,218,48,101,3,6,1,3,2,2,1,1
4224,AndersonSilvaThalesLeites,AndersonSilvaThalesLeites,0, 0,94,139,10,54,67%, 18%,106,155,18,64,0,0,1,14,0%, 7%,0, 0,0, 1,0, 0,35,71,3,42,8,11,1,5,51,57,6,7,66,106,10,51,4,4,0,1,24,29,0,2
4225,SamStoutMattWiman,SamStoutMattWiman,1, 0,62,186,46,104,33%, 44%,87,219,61,119,0,0,4,11,0%, 36%,0, 2,1, 1,1, 0,31,149,30,82,22,24,6,10,9,13,10,12,52,165,41,96,6,9,2,3,4,12,3,5
4226,MauricioRuaChuckLiddell,MauricioRuaChuckLiddell,1, 0,24,32,8,37,75%, 21%,25,34,8,37,0,1,1,1,0%, 100%,0, 0,0, 0,0, 0,14,22,8,35,2,2,0,0,8,8,0,2,13,21,7,36,4,4,1,1,7,7,0,0
4227,KrzysztofSoszynskiBrianStann,KrzysztofSoszynskiBrianStann,0, 0,3,11,8,18,27%, 44%,10,18,14,24,2,2,0,0,100%, 0%,2, 0,4, 0,0, 0,0,5,4,13,2,4,1,1,1,2,3,4,3,9,4,13,0,2,4,5,0,0,0,0
4228,CheickKongoAntoniHardonk,CheickKongoAntoniHardonk,0, 0,53,84,9,20,63%, 45%,80,117,9,20,2,3,0,0,66%, 0%,0, 0,0, 0,0, 0,24,51,1,11,9,9,2,3,20,24,6,6,16,33,9,20,13,13,0,0,24,38,0,0
4229,LuizCaneSteveCantwell,LuizCaneSteveCantwell,0, 0,87,223,69,189,39%, 36%,87,223,69,189,0,1,0,0,0%, 0%,0, 0,0, 0,0, 0,66,198,37,151,19,23,16,18,2,2,16,20,82,216,68,188,5,7,1,1,0,0,0,0
4230,DenisKangXavierFoupa-Pokam,DenisKangXavierFoupa-Pokam,0, 0,31,65,23,53,47%, 43%,103,141,32,62,5,6,0,0,83%, 0%,1, 0,7, 0,0, 1,25,55,8,34,6,10,12,15,0,0,3,4,9,34,18,45,3,7,4,6,19,24,1,2
4231,NateQuarryJasonMacDonald,NateQuarryJasonMacDonald,0, 0,16,34,1,1,47%, 100%,29,47,3,5,1,1,0,1,100%, 0%,0, 0,1, 0,0, 0,15,33,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,15,32,0,0
4232,EdHermanDavidLoiseau,EdHermanDavidLoiseau,0, 0,71,84,6,16,84%, 37%,189,210,8,18,5,9,0,0,55%, 0%,0, 0,9, 0,0, 0,25,36,4,14,46,48,2,2,0,0,0,0,0,2,5,12,18,18,1,3,53,64,0,1
4233,MarkBocekDavidBielkheden,MarkBocekDavidBielkheden,0, 0,20,43,4,5,46%, 80%,45,68,5,6,1,2,0,0,50%, 0%,1, 0,6, 0,0, 0,17,40,0,1,2,2,1,1,1,1,3,3,0,1,1,2,4,4,3,3,16,38,0,0
4234,TJGrantRyoChonan,TJGrantRyoChonan,0, 0,34,76,31,75,44%, 41%,98,149,53,101,3,4,2,2,75%, 100%,0, 0,7, 0,1, 3,24,63,27,71,5,7,1,1,5,6,3,3,15,49,13,32,13,17,1,3,6,10,17,40
4235,EliotMarshallVinnyMagalhaes,EliotMarshallVinnyMagalhaes,0, 0,44,164,34,148,26%, 22%,45,165,36,150,0,0,2,3,0%, 66%,0, 0,0, 3,0, 0,23,136,21,126,6,13,10,15,15,15,3,7,44,164,25,125,0,0,0,3,0,0,9,20
4236,MartinKampmannCarlosCondit,MartinKampmannCarlosCondit,0, 0,26,61,35,86,42%, 40%,52,91,71,124,5,5,3,4,100%, 75%,6, 3,3, 4,2, 0,20,53,20,70,6,8,13,14,0,0,2,2,8,31,21,55,7,9,6,22,11,21,8,9
4237,RyanBaderCarmeloMarrero,RyanBaderCarmeloMarrero,0, 0,24,56,9,43,42%, 20%,87,122,20,55,5,7,0,0,71%, 0%,2, 0,10, 0,0, 0,17,46,6,37,1,4,0,3,6,6,3,3,9,30,8,37,1,3,0,4,14,23,1,2
4238,TysonGriffinRafaelDosAnjos,TysonGriffinRafaelDosAnjos,0, 0,69,213,26,134,32%, 19%,101,245,29,137,1,4,0,1,25%, 0%,0, 3,0, 0,0, 1,40,174,18,120,14,22,4,8,15,17,4,6,56,190,23,126,4,8,3,8,9,15,0,0
4239,ColeMillerJunieBrowning,ColeMillerJunieBrowning,0, 0,3,16,1,3,18%, 33%,5,18,1,3,0,0,0,1,0%, 0%,1, 0,0, 1,0, 0,1,13,0,2,2,3,1,1,0,0,0,0,2,14,1,3,1,2,0,0,0,0,0,0
4240,GleisonTibauJeremyStephens,GleisonTibauJeremyStephens,0, 0,7,20,23,40,35%, 57%,46,65,40,57,5,13,0,0,38%, 0%,3, 0,9, 0,0, 0,5,18,8,23,1,1,9,9,1,1,6,8,3,12,5,17,2,2,14,17,2,6,4,6
4241,RicardoAlmeidaMattHorwich,RicardoAlmeidaMattHorwich,0, 0,41,67,25,39,61%, 64%,79,107,52,66,9,15,0,2,60%, 0%,1, 3,3, 0,0, 0,32,56,3,14,9,10,13,14,0,1,9,11,25,43,11,19,5,8,14,20,11,16,0,0
4242,BrockLarsonJesseSanders,BrockLarsonJesseSanders,0, 0,13,20,0,3,65%, 0%,30,40,0,3,1,2,0,0,50%, 0%,1, 0,2, 0,0, 0,13,20,0,2,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,13,18,0,0
4243,TimCredeurNickCatone,TimCredeurNickCatone,0, 0,9,39,19,37,23%, 51%,10,40,37,56,0,0,3,3,0%, 100%,7, 0,0, 3,0, 0,6,34,14,29,2,4,4,7,1,1,1,1,7,36,8,22,2,3,0,0,0,0,11,15
4244,JorgeRiveraNissenOsterneck,JorgeRiveraNissenOsterneck,1, 0,29,48,35,70,60%, 50%,61,85,74,110,4,8,1,8,50%, 12%,0, 1,1, 2,1, 1,13,29,11,43,10,12,14,16,6,7,10,11,7,18,10,28,17,21,19,28,5,9,6,14
4245,RobKimmonsJoeVedepo,RobKimmonsJoeVedepo,0, 0,7,15,4,12,46%, 33%,13,21,12,20,0,0,1,1,0%, 100%,2, 0,0, 0,0, 0,5,12,4,11,1,2,0,1,1,1,0,0,4,9,3,9,3,6,1,3,0,0,0,0
4246,AaronSimpsonTimMcKenzie,AaronSimpsonTimMcKenzie,1, 0,16,27,1,4,59%, 25%,27,40,2,5,1,1,0,0,100%, 0%,0, 0,0, 0,0, 0,11,22,1,4,3,3,0,0,2,2,0,0,3,5,1,4,2,2,0,0,11,20,0,0
4247,RampageJacksonKeithJardine,RampageJacksonKeithJardine,2, 0,56,151,64,184,37%, 34%,80,176,65,185,2,3,0,3,66%, 0%,0, 0,1, 0,0, 0,44,138,32,145,4,5,12,15,8,8,20,24,43,127,53,165,9,15,11,19,4,9,0,0
4248,ShaneCarwinGabrielGonzaga,ShaneCarwinGabrielGonzaga,1, 0,4,10,5,8,40%, 62%,4,10,7,10,0,0,1,1,0%, 100%,0, 0,0, 1,0, 0,4,10,5,8,0,0,0,0,0,0,0,0,2,8,3,5,0,0,1,1,2,2,1,2
4249,MattBrownPeteSell,MattBrownPeteSell,2, 0,24,31,0,1,77%, 0%,44,51,0,1,0,0,0,1,0%, 0%,0, 0,0, 0,0, 0,20,26,0,1,4,4,0,0,0,1,0,0,8,12,0,1,7,8,0,0,9,11,0,0
4250,MattHamillMarkMunoz,MattHamillMarkMunoz,1, 0,23,47,14,37,48%, 37%,40,64,14,37,0,0,0,4,0%, 0%,0, 0,0, 0,0, 0,18,42,11,32,0,0,3,5,5,5,0,0,20,42,10,31,2,4,4,6,1,1,0,0
4251,GrayMaynardJimMiller,GrayMaynardJimMiller,0, 0,37,93,25,100,39%, 25%,59,115,28,104,1,1,0,8,100%, 0%,0, 1,0, 0,0, 0,25,78,9,79,11,14,7,12,1,1,9,9,28,80,20,93,5,5,5,7,4,8,0,0
4252,TamdanMcCroryRyanMadigan,TamdanMcCroryRyanMadigan,0, 0,12,23,0,2,52%, 0%,20,33,15,20,1,1,0,0,100%, 0%,0, 0,5, 0,0, 0,12,23,0,1,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,11,21,0,0
4253,KendallGroveJasonDay,KendallGroveJasonDay,1, 0,10,25,6,25,40%, 24%,11,26,6,25,0,0,0,0,0%, 0%,0, 0,0, 0,0, 0,8,20,4,22,1,3,0,1,1,2,2,2,5,17,3,15,1,4,3,10,4,4,0,0
4254,JasonBrilzTimBoetsch,JasonBrilzTimBoetsch,0, 0,34,103,27,65,33%, 41%,107,183,31,70,4,8,0,0,50%, 0%,1, 0,6, 0,0, 0,16,80,22,60,7,9,3,3,11,14,2,2,9,66,21,58,16,21,6,7,9,16,0,0
4255,BrandonVeraMichaelPatt,BrandonVeraMichaelPatt,2, 0,32,75,5,28,42%, 17%,32,75,5,28,0,0,0,0,0%, 0%,0, 0,0, 0,0, 0,11,49,3,25,2,4,0,0,19,22,2,3,32,75,5,28,0,0,0,0,0,0,0,0
4256,ShaneNelsonAaronRiley,ShaneNelsonAaronRiley,1, 0,5,12,4,9,41%, 44%,5,12,4,9,0,0,0,0,0%, 0%,0, 0,0, 0,0, 0,4,10,0,5,1,1,1,1,0,1,3,3,2,6,4,9,0,1,0,0,3,5,0,0
4257,DiegoSanchezJoeStevenson,DiegoSanchezJoeStevenson,0, 0,91,193,41,145,47%, 28%,91,193,43,147,1,4,0,4,25%, 0%,1, 1,1, 0,0, 1,75,170,34,135,16,23,6,9,0,0,1,1,89,187,35,134,2,6,5,10,0,0,1,1
